Is Dead,Accession Number,Catalogue Number,Accepted Name,TaxonomicName,Genus,Family,Provenance Code,Legacy Provenance Code,Country ISO,Last Seen On,source_file,Accession Date,StandardDateISO,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
ALIVE,1985-2070,K:LCD-1985-2070*3,Lotus berthelotii,Lotus berthelotii,Lotus,Fabaceae,,,,29-12-2024,TropicalNursery_Simplified.xlsx,1985,1985-01-01,BestMatch,9.41215,Exact,0,Lotus berthelotii,Lotus berthelotii Masf.,Lotus berthelotii,72NZH,Lotus berthelotii Masf.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Lotus|Lotus berthelotii,
ALIVE,2002-2685,K:LCD-2002-2685*1,Adenium obesum,Adenium obesum,Adenium,Apocynaceae,,,,12-02-2024,TropicalNursery_Simplified.xlsx,2002,2002-01-01,BestMatch,9.41215,Exact,0,Adenium obesum,Adenium obesum (Forssk.) Roem. & Schult.,Adenium obesum,64R2Q,Adenium obesum (Forssk.) Roem. & Schult.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Adenium|Adenium obesum,
ALIVE,2001-3853,K:LCD-2001-3853*2,Selenicereus validus,Selenicereus validus,Selenicereus,Cactaceae,,,,28-07-2025,TropicalNursery_Simplified.xlsx,2001,2001-01-01,BestMatch,9.41215,Exact,0,Selenicereus validus,Selenicereus validus S. Arias & U. Guzmán,Selenicereus validus,6YBXR,Selenicereus validus S. Arias & U. Guzmán,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Selenicereus|Selenicereus validus,
ALIVE,1973-13709,K:LCD-1973-13709*4,Vanilla imperialis,Vanilla imperialis,Vanilla,Orchidaceae,,,,16-01-2025,TropicalNursery_Simplified.xlsx,1973,1973-01-01,BestMatch,9.41215,Exact,0,Vanilla imperialis,Vanilla imperialis Kraenzl.,Vanilla imperialis,7FGSW,Vanilla imperialis Kraenzl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Vanilla|Vanilla imperialis,
ALIVE,2005-148,K:LCD-2005-148*1,,Pelargonium 'Lemon Sherbert',Pelargonium,Geraniaceae,,,,25-07-2025,TropicalNursery_Simplified.xlsx,2005,2005-01-01,BestMatch,9.41215,Exact,0,Pelargonium 'Lemon Sherbert',Pelargonium L'Hér.,Pelargonium,6K7C,Pelargonium L'Hér.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Geraniales|Geraniaceae|Pelargonium,
ALIVE,1993-3437,K:LCD-1993-3437*1,,Jasminum polyanthum 'Harlequin',Jasminum,Oleaceae,,,,25-07-2025,TropicalNursery_Simplified.xlsx,1993,1993-01-01,BestMatch,9.41215,Exact,0,Jasminum polyanthum 'Harlequin',Jasminum polyanthum Franch.,Jasminum polyanthum,3QMP4,Jasminum polyanthum Franch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Oleaceae|Jasminum|Jasminum polyanthum,
ALIVE,2013-576,K:LCD-2013-576*4,Citrus hystrix,Citrus hystrix,Citrus,Rutaceae,,,,25-07-2025,TropicalNursery_Simplified.xlsx,2013,2013-01-01,BestMatch,9.41215,Exact,0,Citrus hystrix,Citrus hystrix DC.,Citrus hystrix,VMKD,Citrus hystrix DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Rutaceae|Aurantioideae|Citrus|Citrus hystrix,
ALIVE,2014-1360,K:LCD-2014-1360*1,Alyogyne,Alyogyne,Alyogyne,Malvaceae,,,Australia,25-07-2025,TropicalNursery_Simplified.xlsx,2014,2014-01-01,BestMatch,9.41180,Exact,0,Alyogyne,Alyogyne Alef.,Alyogyne,CPYYC,Hibiscus L.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Hibiscus,
ALIVE,1997-6061,K:LCD-1997-6061*1,Deamia chontalensis,Strophocactus chontalensis,Strophocactus,Cactaceae,,N - Natural Source and Progeny,Mexico,24-07-2025,TropicalNursery_Simplified.xlsx,1997,1997-01-01,BestMatch,9.41180,Exact,0,Strophocactus chontalensis,Strophocactus chontalensis (Alexander) Ralf Bauer,Strophocactus chontalensis,535PH,Selenicereus chontalensis (Alexander) Kimnach,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Selenicereus|Selenicereus chontalensis,
ALIVE,1988-1945,K:LCD-1988-1945*1,Begonia diadema,Begonia diadema,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1988,1988-01-01,BestMatch,9.41215,Exact,0,Begonia diadema,Begonia diadema Linden,Begonia diadema,7SFDH,Begonia diadema Linden,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia diadema,
ALIVE,1988-3340,K:LCD-1988-3340*1,,Begonia 'Burle Marx',Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1988,1988-01-01,BestMatch,9.41215,Exact,0,Begonia 'Burle Marx',Begonia L.,Begonia,7NQM3,Begonia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia,
ALIVE,1989-1745,K:LCD-1989-1745*1,Polystachya dolichophylla,Polystachya dolichophylla,Polystachya,Orchidaceae,,N - Natural Source and Progeny,Cameroon,26-09-2024,TropicalNursery_Simplified.xlsx,1989,1989-01-01,BestMatch,9.41215,Exact,0,Polystachya dolichophylla,Polystachya dolichophylla Schltr.,Polystachya dolichophylla,4LM8Q,Polystachya dolichophylla Schltr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Polystachya|Polystachya dolichophylla,
ALIVE,1992-2097,K:LCD-1992-2097*1,Begonia gehrtii,Begonia gehrtii,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1992,1992-01-01,BestMatch,9.41215,Exact,0,Begonia gehrtii,Begonia gehrtii Irmsch.,Begonia gehrtii,87YK4,Begonia gehrtii Irmsch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia gehrtii,
ALIVE,1999-3374,K:LCD-1999-3374*1,Begonia longifolia,Begonia longifolia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1999,1999-01-01,BestMatch,9.41215,Exact,0,Begonia longifolia,Begonia longifolia Blume,Begonia longifolia,87YT4,Begonia longifolia Blume,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia longifolia,
ALIVE,1995-3970,K:LCD-1995-3970*1,Nepenthes pervillei,Nepenthes pervillei,Nepenthes,Nepenthaceae,,,,26-07-2023,TropicalNursery_Simplified.xlsx,1995,1995-01-01,BestMatch,9.41215,Exact,0,Nepenthes pervillei,Nepenthes pervillei Blume,Nepenthes pervillei,46XC6,Nepenthes pervillei Blume,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Nepenthaceae|Nepenthes|Nepenthes pervillei,
ALIVE,1999-3386,K:LCD-1999-3386*1,Begonia serotina,Begonia serotina,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1999,1999-01-01,BestMatch,9.41215,Exact,0,Begonia serotina,Begonia serotina A. DC.,Begonia serotina,7SHGW,Begonia serotina A. DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia serotina,
ALIVE,2000-2719,K:LCD-2000-2719*1,Begonia corallina,Begonia corallina,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,2000,2000-01-01,BestMatch,9.41180,Exact,0,Begonia corallina,Begonia corallina Carrière,Begonia corallina,L6V3,Begonia maculata Raddi,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia maculata,
ALIVE,2001-1417,K:LCD-2001-1417*1,Nepenthes ventricosa,Nepenthes ventricosa,Nepenthes,Nepenthaceae,,,,26-07-2023,TropicalNursery_Simplified.xlsx,2001,2001-01-01,BestMatch,9.41215,Exact,0,Nepenthes ventricosa,Nepenthes ventricosa Blanco,Nepenthes ventricosa,7499Y,Nepenthes ventricosa Blanco,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Nepenthaceae|Nepenthes|Nepenthes ventricosa,
ALIVE,2002-2487,K:LCD-2002-2487*1,Oncidium isthmi,Oncidium isthmi,Oncidium,Orchidaceae,,,,22-01-2025,TropicalNursery_Simplified.xlsx,2002,2002-01-01,BestMatch,9.41215,Exact,0,Oncidium isthmi,Oncidium isthmi Schltr.,Oncidium isthmi,49GTR,Oncidium isthmi Schltr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Oncidium|Oncidium isthmi,
ALIVE,2003-2755,K:LCD-2003-2755*1,Nepenthes × superba,Nepenthes × superba,Nepenthes,Nepenthaceae,,,,29-10-2024,TropicalNursery_Simplified.xlsx,2003,2003-01-01,BestMatch,8.63917,PartialExact,0,Nepenthes × superba,Nepenthes L.,Nepenthes,635J,Nepenthes L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Nepenthaceae|Nepenthes,
ALIVE,2004-716,K:LCD-2004-716*1,Bulbophyllum auratum,Bulbophyllum auratum,Bulbophyllum,Orchidaceae,,,,24-04-2024,TropicalNursery_Simplified.xlsx,2004,2004-01-01,BestMatch,9.41215,Exact,0,Bulbophyllum auratum,Bulbophyllum auratum (Lindl.) Rchb.f.,Bulbophyllum auratum,6943T,Bulbophyllum auratum (Lindl.) Rchb.f.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Bulbophyllum|Bulbophyllum auratum,
ALIVE,2005-2697,K:LCD-2005-2697*1,Polystachya nyanzensis,Polystachya nyanzensis,Polystachya,Orchidaceae,,,,26-09-2024,TropicalNursery_Simplified.xlsx,2005,2005-01-01,BestMatch,9.41215,Exact,0,Polystachya nyanzensis,Polystachya nyanzensis Rendle,Polystachya nyanzensis,6W6SK,Polystachya nyanzensis Rendle,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Polystachya|Polystachya nyanzensis,
ALIVE,2005-916,K:LCD-2005-916*1,Gomesa barbaceniae,Oncidium montanum,Oncidium,Orchidaceae,,,,22-01-2025,TropicalNursery_Simplified.xlsx,2005,2005-01-01,BestMatch,9.41180,Exact,0,Oncidium montanum,Oncidium montanum Barb.Rodr.,Oncidium montanum,7XLSH,Gomesa barbaceniae (Lindl.) M.W.Chase & N.H.Williams,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Gomesa|Gomesa barbaceniae,
ALIVE,2005-2752,K:LCD-2005-2752*1,Oncidium andradeanum,Oncidium andradeanum,Oncidium,Orchidaceae,,,,22-01-2025,TropicalNursery_Simplified.xlsx,2005,2005-01-01,BestMatch,9.41215,Exact,0,Oncidium andradeanum,Oncidium andradeanum Dodson & D.E.Benn.,Oncidium andradeanum,49GNR,Oncidium andradeanum Dodson & D.E.Benn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Oncidium|Oncidium andradeanum,
ALIVE,2010-1257,K:LCD-2010-1257*1,,Nepenthes ampullaria 'Brunei Red',Nepenthes,Nepenthaceae,,N - Natural Source and Progeny,Brunei,02-08-2023,TropicalNursery_Simplified.xlsx,2010,2010-01-01,BestMatch,9.41215,Exact,0,Nepenthes ampullaria 'Brunei Red',Nepenthes ampullaria Jack,Nepenthes ampullaria,46X6Z,Nepenthes ampullaria Jack,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Nepenthaceae|Nepenthes|Nepenthes ampullaria,
ALIVE,1953-39101,K:LCD-1953-39101*1,Begonia acerifolia,Begonia acerifolia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1953,1953-01-01,BestMatch,9.41215,Exact,0,Begonia acerifolia,Begonia acerifolia Kunth,Begonia acerifolia,87Y4S,Begonia acerifolia Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia acerifolia,
ALIVE,1947-41102,K:LCD-1947-41102*1,Coelogyne huettneriana,Coelogyne huettneriana,Coelogyne,Orchidaceae,,,,08-07-2024,TropicalNursery_Simplified.xlsx,1947,1947-01-01,BestMatch,9.41215,Exact,0,Coelogyne huettneriana,Coelogyne huettneriana Rchb.f.,Coelogyne huettneriana,WRZ2,Coelogyne huettneriana Rchb.f.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Coelogyne|Coelogyne huettneriana,
ALIVE,1953-39104,K:LCD-1953-39104*1,Begonia nepalensis,Begonia gigantea,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1953,1953-01-01,BestMatch,9.41180,Exact,0,Begonia gigantea,Begonia gigantea Wall.,Begonia gigantea,7SFQH,Begonia nepalensis (A. DC.) Warb.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia nepalensis,
ALIVE,1954-15601,K:LCD-1954-15601*1,Begonia sanguinea,Begonia sanguinea,Begonia,Begoniaceae,,,,02-06-2025,TropicalNursery_Simplified.xlsx,1954,1954-01-01,BestMatch,9.41215,Exact,0,Begonia sanguinea,Begonia sanguinea Raddi,Begonia sanguinea,87Z7P,Begonia sanguinea Raddi,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia sanguinea,
ALIVE,1958-79703,K:LCD-1958-79703*1,Begonia obliqua,Begonia dominicalis,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1958,1958-01-01,BestMatch,9.41180,Exact,0,Begonia dominicalis,Begonia dominicalis A. DC.,Begonia dominicalis,7SFFZ,Begonia obliqua L.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia obliqua,
ALIVE,1962-56704,K:LCD-1962-56704*1,,Begonia 'Lettonica',Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1962,1962-01-01,BestMatch,9.41215,Exact,0,Begonia 'Lettonica',Begonia L.,Begonia,7NQM3,Begonia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia,
ALIVE,1962-70305,K:LCD-1962-70305*1,Oncidium baueri,Oncidium baueri,Oncidium,Orchidaceae,,,,22-01-2025,TropicalNursery_Simplified.xlsx,1962,1962-01-01,BestMatch,9.41215,Exact,0,Oncidium baueri,Oncidium baueri Lindl.,Oncidium baueri,6SMR2,Oncidium baueri Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Oncidium|Oncidium baueri,
ALIVE,1968-27001,K:LCD-1968-27001*1,Begonia isoptera,Begonia isoptera,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1968,1968-01-01,BestMatch,9.41215,Exact,0,Begonia isoptera,Begonia isoptera Dryand.,Begonia isoptera,7SG26,Begonia isoptera Dryand.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia isoptera,
ALIVE,1969-17689,K:LCD-1969-17689*1,,Begonia × digswelliana,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1969,1969-01-01,BestMatch,8.63917,PartialExact,0,Begonia × digswelliana,Begonia L.,Begonia,7NQM3,Begonia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia,
ALIVE,1970-4596,K:LCD-1970-4596*1,Begonia itaguassuensis,Begonia itaguassuensis,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1970,1970-01-01,BestMatch,9.41215,Exact,0,Begonia itaguassuensis,Begonia itaguassuensis Brade,Begonia itaguassuensis,87YPC,Begonia itaguassuensis Brade,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia itaguassuensis,
ALIVE,1972-1897,K:LCD-1972-1897*1,Begonia platanifolia,Begonia platanifolia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1972,1972-01-01,BestMatch,9.41215,Exact,0,Begonia platanifolia,Begonia platanifolia Schott,Begonia platanifolia,87Z3G,Begonia platanifolia Schott,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia platanifolia,
ALIVE,1973-19840,K:LCD-1973-19840*1,Begonia luxurians,Begonia luxurians,Begonia,Begoniaceae,,,,15-02-2024,TropicalNursery_Simplified.xlsx,1973,1973-01-01,BestMatch,9.41215,Exact,0,Begonia luxurians,Begonia luxurians Scheidw.,Begonia luxurians,87YTQ,Begonia luxurians Scheidw.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia luxurians,
ALIVE,1973-20958,K:LCD-1973-20958*1,Begonia fagifolia,Begonia fagifolia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1973,1973-01-01,BestMatch,9.41215,Exact,0,Begonia fagifolia,Begonia fagifolia Fisch.,Begonia fagifolia,7SFKL,Begonia fagifolia Fisch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia fagifolia,
ALIVE,1973-20959,K:LCD-1973-20959*1,Begonia furfuracea,Begonia furfuracea,Begonia,Begoniaceae,,,,13-05-2022,TropicalNursery_Simplified.xlsx,1973,1973-01-01,BestMatch,9.41215,Exact,0,Begonia furfuracea,Begonia furfuracea Hook.,Begonia furfuracea,7SFNY,Begonia furfuracea Hook.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia furfuracea,
ALIVE,1973-3472,K:LCD-1973-3472*1,Pinalia spicata,Pinalia spicata,Pinalia,Orchidaceae,,N - Natural Source and Progeny,Nepal,19-10-2021,TropicalNursery_Simplified.xlsx,1973,1973-01-01,BestMatch,9.41215,Exact,0,Pinalia spicata,Pinalia spicata (D.Don) S.C.Chen & J.J.Wood,Pinalia spicata,6VLGP,Pinalia spicata (D.Don) S.C.Chen & J.J.Wood,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Pinalia|Pinalia spicata,
ALIVE,1974-1128,K:LCD-1974-1128*1,Begonia reniformis,Begonia reniformis,Begonia,Begoniaceae,,N - Natural Source and Progeny,Brazil,12-05-2022,TropicalNursery_Simplified.xlsx,1974,1974-01-01,BestMatch,9.41215,Exact,0,Begonia reniformis,Begonia reniformis Dryand.,Begonia reniformis,87SDX,Begonia reniformis Dryand.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia reniformis,
ALIVE,1977-490,K:LCD-1977-490*1,Begonia dipetala,Begonia dipetala,Begonia,Begoniaceae,,N - Natural Source and Progeny,India,12-05-2022,TropicalNursery_Simplified.xlsx,1977,1977-01-01,BestMatch,9.41215,Exact,0,Begonia dipetala,Begonia dipetala Graham,Begonia dipetala,87YFW,Begonia dipetala Graham,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia dipetala,
ALIVE,1977-492,K:LCD-1977-492*1,Begonia malabarica,Begonia malabarica,Begonia,Begoniaceae,,N - Natural Source and Progeny,India,12-05-2022,TropicalNursery_Simplified.xlsx,1977,1977-01-01,BestMatch,9.41215,Exact,0,Begonia malabarica,Begonia malabarica Lam.,Begonia malabarica,87YVG,Begonia malabarica Lam.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia malabarica,
ALIVE,1978-1949,K:LCD-1978-1949*1,Bulbophyllum baileyi,Bulbophyllum baileyi,Bulbophyllum,Orchidaceae,,N - Natural Source and Progeny,Australia,16-01-2025,TropicalNursery_Simplified.xlsx,1978,1978-01-01,BestMatch,9.41215,Exact,0,Bulbophyllum baileyi,Bulbophyllum baileyi F.Muell.,Bulbophyllum baileyi,693RS,Bulbophyllum baileyi F.Muell.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Bulbophyllum|Bulbophyllum baileyi,
ALIVE,1979-193,K:LCD-1979-193*1,Begonia augustinei,Begonia augustinei,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1979,1979-01-01,BestMatch,9.41215,Exact,0,Begonia augustinei,Begonia augustinei Hemsl.,Begonia augustinei,87Y7M,Begonia augustinei Hemsl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia augustinei,
ALIVE,1980-530,K:LCD-1980-530*1,Begonia meridensis,Begonia meridensis,Begonia,Begoniaceae,,N - Natural Source and Progeny,Venezuela,13-05-2022,TropicalNursery_Simplified.xlsx,1980,1980-01-01,BestMatch,9.41215,Exact,0,Begonia meridensis,Begonia meridensis A. DC.,Begonia meridensis,7SGK5,Begonia meridensis A. DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia meridensis,
ALIVE,1979-206,K:LCD-1979-206*1,Begonia obliqua,Begonia dominicalis,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1979,1979-01-01,BestMatch,9.41180,Exact,0,Begonia dominicalis,Begonia dominicalis A. DC.,Begonia dominicalis,7SFFZ,Begonia obliqua L.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia obliqua,
ALIVE,1980-6137,K:LCD-1980-6137*1,Begonia corallina,Begonia corallina,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1980,1980-01-01,BestMatch,9.41180,Exact,0,Begonia corallina,Begonia corallina Carrière,Begonia corallina,L6V3,Begonia maculata Raddi,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia maculata,
ALIVE,1983-2403,K:LCD-1983-2403*1,Polystachya setifera,Polystachya setifera,Polystachya,Orchidaceae,,N - Natural Source and Progeny,Sao Tome and Principe,26-09-2024,TropicalNursery_Simplified.xlsx,1983,1983-01-01,BestMatch,9.41215,Exact,0,Polystachya setifera,Polystachya setifera Lindl.,Polystachya setifera,4LMCZ,Polystachya setifera Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Polystachya|Polystachya setifera,
ALIVE,1984-2362,K:LCD-1984-2362*1,Begonia microsperma,Begonia microsperma,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984,1984-01-01,BestMatch,9.41215,Exact,0,Begonia microsperma,Begonia microsperma Warb.,Begonia microsperma,87YWV,Begonia microsperma Warb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia microsperma,
ALIVE,1984-2364,K:LCD-1984-2364*1,Begonia × albopicta,Begonia × albopicta,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984,1984-01-01,BestMatch,8.63917,PartialExact,0,Begonia × albopicta,Begonia L.,Begonia,7NQM3,Begonia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia,
ALIVE,1984-2371,K:LCD-1984-2371*1,Begonia olbia,Begonia olbia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984,1984-01-01,BestMatch,9.41215,Exact,0,Begonia olbia,Begonia olbia Kerch.,Begonia olbia,L7XX,Begonia olbia Kerch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia olbia,
ALIVE,1984-3421,K:LCD-1984-3421*1,Begonia rajah,Begonia rajah,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984,1984-01-01,BestMatch,9.41206,Exact,0,Begonia rajah,Begonia rajah Ridl. ex Ridl.,Begonia rajah,7SH5X,Begonia rajah Ridl. ex Ridl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia rajah,
ALIVE,1984-3422,K:LCD-1984-3422*1,Begonia ramentacea,Begonia ramentacea,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984,1984-01-01,BestMatch,9.41215,Exact,0,Begonia ramentacea,Begonia ramentacea Paxton,Begonia ramentacea,87Z5P,Begonia ramentacea Paxton,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia ramentacea,
