Id;Code interne;UID;Numero de specimen cultive;Status de determination;Determination acceptee;Famille;Familie Citation d'auteurs;Familie Hybride;Genre;Genre Citation d'auteurs;Genre Hybride;Espece;Espece Citation d'auteurs;Espece Hybride;Sous-espece;Sous-espece Citation d'auteurs;Sous-espece Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Obtenteur;Date d'obtention;Pays d'obtention;Nom commercial;Nom s  commun s ;Type biologique;Habitat;Code ipen;Objectif de culture;Site;Aire;Groupe;Sous-groupe;Type d'emplacement;Secteur;Jardinier ere ;Etat de l'etiquette;Vivant;Date de mort;Cause de mort;Nom d'acquisition;Geolocalisation;Type de provenance;Type d'acquisition;Sexe;Aire de distribution;Type de culture;Acronyme   Code  interne  du correspondant;Correspondant;Remarque;Remarque sur l'acquisition;Remarque sur la nomenclature;Main courante;Feuillage Particularites;Floraison Particularites;General Particularites;Morphologie;Complements
55313;;587f61a9-7512-4927-9c80-793a10bae1e4;20210449H0;Non determine;Crocus vernus (L.) Hill 'Jeanne d'Arc';Iridaceae;Juss.;;Crocus;L.;;vernus;(L.) Hill;;;;;;;Jeanne d'Arc;;;;;;;;XX-0-NEU-20210449;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Chine;Groupe;Jardin;;Inconnue;VRAI;;;Crocus vernus (L.) Hill 'Jeanne d'Arc';;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55314;;916e598e-82ca-4471-a155-f8a3e54f2c56;20210450H0;Non determine;Crocus vernus (L.) Hill 'King of the Striped';Iridaceae;Juss.;;Crocus;L.;;vernus;(L.) Hill;;;;;;;King of the Striped;;;;;;;;XX-0-NEU-20210450;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Crocus vernus (L.) Hill 'King of the Striped';;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55315;;3a855675-6a7c-4145-bed9-aa085e206aa5;20210451H0;Non determine;Crocus vernus (L.) Hill 'Flower Record';Iridaceae;Juss.;;Crocus;L.;;vernus;(L.) Hill;;;;;;;Flower Record;;;;;;;;XX-0-NEU-20210451;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Chine;Groupe;Jardin;;Inconnue;VRAI;;;Crocus vernus (L.) Hill 'Flower Record';;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55316;;93f49d98-1b67-4ab4-8e5e-cebb49a72c0f;20210452H0;Non determine;Narcissus tazetta L. 'Minnow';Amaryllidaceae;J.St.-Hil.;;Narcissus;L.;;tazetta;L.;;;;;;;Minnow;;;;;;;;XX-0-NEU-20210452;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Narcissus tazetta L. 'Minnow';;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55317;;e2fb3a21-3854-4f23-ad72-46adb492b95b;20210453H0;Non determine;Crocus chrysanthus Herb. 'Romance';Iridaceae;Juss.;;Crocus;L.;;chrysanthus;Herb.;;;;;;;Romance;;;;;;;;XX-0-NEU-20210453;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Crocus chrysanthus Herb. 'Romance';;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55318;;763fea40-7536-4b56-905b-7af314a132f7;20210454H0;Non determine;Eranthis cilicica Schott & Kotschy;Ranunculaceae;Juss.;;Eranthis;Salisb.;;cilicica;Schott & Kotschy;;;;;;;;;;;;;;;XX-0-NEU-20210454;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Eranthis cilicica Schott & Kotschy;;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55319;;ccba00fa-aad0-4a56-843f-9764da552d37;20210455H0;Non determine;Chionodoxa luciliae Boiss. 'Alba';;;;;;;luciliae;Boiss.;;;;;;;Alba;;;;;;;;XX-0-NEU-20210455;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Chionodoxa luciliae Boiss. 'Alba';;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55320;;08ac89bb-6f5d-4534-9b0f-820f4d86ea74;20210456H0;Non determine;Scilla mischtschenkoana Grossh.;Asparagaceae;Juss.;;Scilla;L.;;mischtschenkoana;Grossh.;;;;;;;;;;;;;;;XX-0-NEU-20210456;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Scilla mischtschenkoana Grossh.;;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55321;;3948fd10-c2ed-4490-b285-ca4ef9ccd6d9;20210457H0;Non determine;Crocus tommasinianus Herb. 'Ruby Giant';Iridaceae;Juss.;;Crocus;L.;;tommasinianus;Herb.;;;;;;;Ruby Giant;;;;;;;;XX-0-NEU-20210457;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Crocus tommasinianus Herb. 'Ruby Giant';;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55322;;1ad3eb23-4b53-4763-a2be-82b251f2fa74;20210458H0;Non determine;Puschkinia scilloides var. libanotica (Zucc.) Boiss. 'Alba';Asparagaceae;Juss.;;Puschkinia;Adams;;scilloides;Adams;;libanotica;(Zucc.) Boiss.;;;;Alba;;;;;;;;XX-0-NEU-20210458;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Chine;Groupe;Jardin;;Inconnue;VRAI;;;Puschkinia scilloides var. libanotica (Zucc.) Boiss. 'Alba';;Horticole;J;;;;MAUSER;Samen Mauser AG;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55323;;371c2481-bd8c-485b-b61d-5a80f9a5153f;20210459H0;Non determine;Chionodoxa forbesii Baker 'Blue Giant';;;;;;;forbesii;Baker;;;;;;;Blue Giant;;;;;;;;XX-0-NEU-20210459;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Chionodoxa forbesii Baker 'Blue Giant';;Horticole;J;;;;MAUSER;Samen Mauser AG;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55324;;1ccea892-e6b1-45b8-8768-f850f097e7df;20210460H0;Non determine;Scilla siberica Haw.;Asparagaceae;Juss.;;Scilla;L.;;siberica;Haw.;;;;;;;;;;;;;;;XX-0-NEU-20210460;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Scilla siberica Haw.;;Horticole;J;;;;MAUSER;Samen Mauser AG;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55325;;44c5ce7c-136d-4f4a-959d-c8281d836f25;20210461H0;Non determine;Puschkinia scilloides var. libanotica (Zucc.) Boiss.;Asparagaceae;Juss.;;Puschkinia;Adams;;scilloides;Adams;;libanotica;(Zucc.) Boiss.;;var.;;;;;;;;;;XX-0-NEU-20210461;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Puschkinia scilloides var. libanotica (Zucc.) Boiss.;;Horticole;J;;;;MAUSER;Samen Mauser AG;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55326;;9ce9e1f8-a7a1-4137-909c-bdcf463f1824;20210462H0;Non determine;Muscari Mill. 'White';Asparagaceae;Juss.;;Muscari;Mill.;;;;;;;;;;White;;;;;;;;XX-0-NEU-20210462;Culture de collection;Jardin Botanique de Neuchâtel;;Parc;Gazon Ginkgo;Groupe;Jardin;;Inconnue;VRAI;;;Muscari Mill. 'White';;Horticole;J;;;;MAUSER;Samen Mauser AG;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55327;;45dfc9dc-0959-41a2-905a-435f46dd17f3;20200578C0;Non determine;Ferula communis L.;Apiaceae;Lindl.;;Ferula;L.;;communis;L.;;;;;;;;;;;;;;;ES-0-VAL-49-04;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Pelouse mediterraneenne;Groupe;Jardin;;Inconnue;VRAI;;;Ferula communis L.;;Sauvage (cultive);J;;;;VAL;Valencia Jardin botanico;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55328;;c30c2179-aa88-4393-ae95-e7a8b0d56f07;20200026C0;Non determine;Santolina pinnata Viv.;Compositae;Giseke;;Santolina;L.;;pinnata;Viv.;;;;;;;;;;;;;;;IT-0-BONN-32092;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Pelouse mediterraneenne;Groupe;Jardin;;Inconnue;VRAI;;;Santolina pinnata Viv.;;Sauvage (cultive);J;;;;BONN;Bonn Botanischer Gärten der Universität;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55329;;6a2c9503-4d5b-4204-b939-2c4d4bec1f88;20200344C0;Non determine;Bituminaria bituminosa (L.) C.H.Stirt.;Fabaceae;Juss.;;Bituminaria;Heist. ex Fabr.;;bituminosa;(L.) C.H.Stirt.;;;;;;;;;;;;;;;XX-0-NEU-20200344;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Absent;VRAI;;;Bituminaria bituminosa (L.) C. H. Stirt.;;Sauvage (cultive);J;;;;NTM;Nantes Jardin Botanique;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55330;;5c975dc5-15cb-4e43-80f5-6622cdacff86;20200382N0;Non determine;Catananche caerulea L.;Compositae;Giseke;;Catananche;L.;;caerulea;L.;;;;;;;;;;;;;;;XX-0-NEU-20200382;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Catananche caerulea L.;;Sauvage;J;;;;NICE;Jardin Botanique de la Ville de Nice;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55331;;4940ceba-f1e8-488f-b949-98a434c37278;20200219J0;Non determine;Cistus laurifolius L.;Cistaceae;Juss.;;Cistus;L.;;laurifolius;L.;;;;;;;;;;;;;;;XX-0-NEU-20200219;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Cistus laurifolius L.;;Jardin;J;;;;HUJU$;Jerusalem Botanical Gardens;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55332;;268ee2e9-6f8f-445a-a492-7f20079a91e3;20200076C0;Non determine;Lonicera implexa Aiton;Caprifoliaceae;Juss.;;Lonicera;L.;;implexa;Aiton;;;;;;;;;;;;;;;ES-0-ALCA-2006-0615;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Lonicera implexa Aiton;;Sauvage (cultive);J;;;;ALCA;Alcala Real Jardin Botanico Juan Carlos I;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55333;;caf1b6a3-7550-4d2f-bf0d-4bcf11033f4d;20170090N1;Determine par une personne competente;Pallenis spinosa (L.) Cass. subsp. spinosa;Compositae;Giseke;;Pallenis;(Cass.) Cass.;;spinosa;(L.) Cass.;;spinosa;(L.) Cass.;;subsp.;;;;;;;;;;ES-0-NEU-20170090;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Pelouse mediterraneenne;Groupe;Jardin;;Inconnue;VRAI;;;Pallenis spinosa (L.) Cass. subsp. spinosa;A-4025, Comarca de la Vega de Granada, Andalousie, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55334;ACCID: 04-175;1fffe4fc-ea3a-4d25-9b94-475949a12431;20040024C1;Determine par une personne competente;Helichrysum italicum subsp. serotinum (DC.) P.Fourn.;Compositae;Giseke;;Helichrysum;Mill.;;italicum;(Roth) G.Don;;serotinum;(DC.) P.Fourn.;;subsp.;;;;;;;;;;IT-0-NEU-20040175;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Absent;VRAI;;;Helichrysum italicum (Roth) G. Don;Campo di Giove, Abruzzes, Europe, Monde;Sauvage (cultive);J;;;;MTLD1;Jardin alpin Daniela Brescia;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55335;;85e6e1b0-823a-4d36-bab1-47290984e6f0;20120005N0;Non determine;Polygonatum multiflorum (L.) All.;Asparagaceae;Juss.;;Polygonatum;Mill.;;multiflorum;(L.) All.;;;;;;;;;;;;;;;CH-0-NEU-20120005;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Polygonatum multiflorum (L.) All.;Chemin du Pertuis-du-Sault, Neuchâtel, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55336;;a0115972-211a-4480-a309-9242f74d477b;20120006N0;Non determine;Convallaria majalis L.;Asparagaceae;Juss.;;Convallaria;L.;;majalis;L.;;;;;;;;;;;;;;;CH-0-NEU-20120006;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Convallaria majalis L.;Chemin du Pertuis-du-Sault, Neuchâtel, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55337;;e412c996-583f-4bb8-816d-e78cb5c15e23;20120007N0;Non determine;Corylus avellana L.;Betulaceae;Gray;;Corylus;L.;;avellana;L.;;;;;;;;;;;;;;;CH-0-NEU-20120007;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Corylus avellana L.;Chemin du Pertuis-du-Sault, Neuchâtel, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55338;;f4240e06-0b39-4f44-bbf4-0201a0718ccb;20120011N0;Non determine;Geum urbanum L.;Rosaceae;Juss.;;Geum;L.;;urbanum;L.;;;;;;;;;;;;;;;CH-0-NEU-20120011;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Geum urbanum L.;Chemin du Pertuis-du-Sault, Neuchâtel, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55339;;d4e04468-4d85-46c5-a0d3-53b6546b35e0;20120008N0;Non determine;Crataegus laevigata (Poir.) DC.;Rosaceae;Juss.;;Crataegus;L.;;laevigata;(Poir.) DC.;;;;;;;;;;;;;;;CH-0-NEU-20120008;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Crataegus laevigata (Poir.) DC.;Chemin du Pertuis-du-Sault, Neuchâtel, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55340;;f68b7d46-1e0b-4572-977b-3b35e4acf715;20120009N0;Non determine;Hieracium pilosella auct.;Compositae;Giseke;;Hieracium;L.;;pilosella;auct.;;;;;;;;;;;;;;;CH-0-NEU-20120009;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Hieracium pilosella auct.;Chemin du Pertuis-du-Sault, Neuchâtel, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55341;;94678ff4-2047-4c23-9536-ae386c908ed4;20120010N0;Non determine;Chelidonium majus L.;Papaveraceae;Juss.;;Chelidonium;L.;;majus;L.;;;;;;;;;;;;;;;CH-0-NEU-20120010;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Chelidonium majus L.;Chemin du Pertuis-du-Sault, Neuchâtel, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55342;;2cbed5a5-fc34-48df-8d63-54ba77db7051;19500486J0;Non determine;Sempervivum tectorum L.;Crassulaceae;J.St.-Hil.;;Sempervivum;L.;;tectorum;L.;;;;;;;;;;;;;;;XX-0-NEU-19500486;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Sempervivum tectorum L.;;Jardin;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55343;;1bbd3ede-c904-4a60-ab91-42a523db4b8b;20120013H0;Non determine;Taxus baccata L.;Taxaceae;Gray;;Taxus;L.;;baccata;L.;;;;;;;;;;;;;;;XX-0-NEU-20120013;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Taxus baccata L.;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55344;;a8a8b1ec-6253-41c6-82be-34a018cd2266;19500487I0;Determine par une personne competente;Silene alpestris Jacq.;Caryophyllaceae;Juss.;;Silene;L.;;alpestris;Jacq.;;;;;;;;;;;;;;;XX-0-NEU-19500487;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Alpes;Groupe;Jardin;;Inconnue;VRAI;;;Silene L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55345;;781ab2fb-66fb-447a-beb5-f357503f0dbd;20170012N0;Determine par une personne competente;Helianthemum nummularium subsp. grandiflorum (Scop.) Schinz & Thell.;Cistaceae;Juss.;;Helianthemum;Mill.;;nummularium;Mill.;;grandiflorum;(Scop.) Schinz & Thell.;;subsp.;;;;;;;;;;CH-0-NEU-20170012;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Jura;Groupe;Jardin;;Inconnue;VRAI;;;Helianthemum nummularium subsp. grandiflorum (Scop.) Schinz & Thell.;Creux du Van, La Grande-Beroche, Suisse, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55346;;7282ee51-84f7-4cdc-9c0a-702f5802d54a;20200310J0;Non determine;Dianthus giganteus d'Urv.;Caryophyllaceae;Juss.;;Dianthus;L.;;giganteus;d'Urv.;;;;;;;;;;;;;;;XX-0-NEU-20200310;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Balkans;Groupe;Jardin;;Inconnue;VRAI;;;Dianthus giganteus d'Urv.;;Jardin;J;;;;JIBOS;"Jibou Botanical Garden ""Vasile Fati""";;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55347;;27f7136f-01a3-49c7-b83b-633ec8420dcd;19500488J0;Non determine;Ruta graveolens L.;Rutaceae;Juss.;;Ruta;L.;;graveolens;L.;;;;;;;;;;;;;;;XX-0-NEU-19500488;Culture de collection;;;;;;Jardin;;Inconnue;VRAI;;;Ruta graveolens L.;;Jardin;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55348;;ad54dab2-3175-4cb6-a4bb-55fd6b5885ec;19500489J0;Non determine;Alchemilla mollis (Buser) Rothm.;Rosaceae;Juss.;;Alchemilla;L.;;mollis;(Buser) Rothm.;;;;;;;;;;;;;;;XX-0-NEU-19500489;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Alchemilla mollis (Buser) Rothm.;;Jardin;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55349;;62f0163b-e468-4a07-bd17-1bbddc1d416a;19500490J0;Non determine;Helleborus niger L.;Ranunculaceae;Juss.;;Helleborus;L.;;niger;L.;;;;;;;;;;;;;;;XX-0-NEU-19500490;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Helleborus niger L.;;Jardin;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55350;;d8ef3cc7-9211-42d0-975d-e6fd2bb7dd62;19500491J0;Non determine;Ruscus aculeatus L.;Asparagaceae;Juss.;;Ruscus;L.;;aculeatus;L.;;;;;;;;;;;;;;;XX-0-NEU-19500491;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Ruscus aculeatus L.;;Jardin;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55351;;26da9568-f551-450d-a9ab-e17f3dbfb30b;19500492J0;Non determine;Aristolochia clematitis L.;Aristolochiaceae;Juss.;;Aristolochia;L.;;clematitis;L.;;;;;;;;;;;;;;;XX-0-NEU-19500492;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin magique;;Place;Jardin;;Inconnue;VRAI;;;Aristolochia clematitis L.;;Jardin;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55352;;103c02f2-dcd1-457d-90c7-b8ff85bac305;19500493I0;Non determine;Artemisia vulgaris L.;Compositae;Giseke;;Artemisia;L.;;vulgaris;L.;;;;;;;;;;;;;;;XX-0-NEU-19500493;Culture de collection;;;;;;Jardin;;Inconnue;VRAI;;;Artemisia vulgaris L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55353;;e388a853-ee05-45ed-8dc0-ff44922369ea;19500494I0;Determine par une personne competente;Veronica austriaca L.;Plantaginaceae;Juss.;;Veronica;L.;;austriaca;L.;;;;;;;;;;;;;;;XX-0-NEU-19500494;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Alpes;Groupe;Jardin;;Inconnue;VRAI;;;Veronica austriaca L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55354;ACCID: 88-752;781c7866-48d9-4998-8821-d4f694be0065;19880003N0;Determine par une personne competente;Narcissus pseudonarcissus subsp. moschatus (L.) Baker;Amaryllidaceae;J.St.-Hil.;;Narcissus;L.;;pseudonarcissus;L.;;moschatus;(L.) Baker;;subsp.;;;;;;;;;;ES-0-NEU-1988752;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Pyrenees;Groupe;Jardin;;Inconnue;VRAI;;;Narcissus L.;El Turbón, La Ribagorza, Aragon, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55355;;cd501bf1-f997-4630-8750-733b8260ea41;20150054N2;Determine par une personne competente;Sedum album L.;Crassulaceae;J.St.-Hil.;;Sedum;L.;;album;L.;;;;;;;;;;;;;;;CH-0-NEU-20150054;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Carpates;Groupe;Jardin;;Inconnue;VRAI;;;Sedum album L.;;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55356;;3c6eac6a-6b7f-4753-90f6-4900e437a705;20150070I0;Non determine;Saxifraga marginata Sternb.;Saxifragaceae;Juss.;;Saxifraga;L.;;marginata;Sternb.;;;;;;;;;;;;;;;XX-0-NEU-20150070;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Balkans;Groupe;Jardin;;Inconnue;VRAI;;;Saxifraga marginata Sternb.;;Inconnue;J;;;;CHAMP$;Jardin Botanique Alpin;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55357;ACCID: 86-21;af29a5e7-7eb8-4b79-8b7e-4e71a7bbc58a;19860002I0;Determine par une personne competente;Saxifraga longifolia Lapeyr. subsp. longifolia;Saxifragaceae;Juss.;;Saxifraga;L.;;longifolia;Lapeyr.;;longifolia;Lapeyr.;;subsp.;;;;;;;;;;XX-0-NEU-19860021;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Pyrenees;Groupe;Jardin;;Inconnue;VRAI;;;Saxifraga longifolia Lapeyr.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55358;;f75a83d8-9a3c-46e0-94f0-d03d2f72b45c;19500495I0;Determine par une personne competente;Stachys tymphaea Hausskn.;Lamiaceae;Martinov;;Stachys;L.;;tymphaea;Hausskn.;;;;;;;;;;;;;;;XX-0-NEU-19500495;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Apennins;Groupe;Jardin;;Inconnue;VRAI;;;Stachys tymphaea Hausskn.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55359;;b52a0def-bf43-4caa-bcef-cc965f2dd927;19500496I0;Determine par une personne competente;Cistus laurifolius L.;Cistaceae;Juss.;;Cistus;L.;;laurifolius;L.;;;;;;;;;;;;;;;XX-0-NEU-19500496;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Peninsule Iberique;Groupe;Jardin;;Inconnue;VRAI;;;Cistus laurifolius L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55360;;95e79718-b6c8-4ccc-9378-704811d2f9a9;19500115I2;Non determine;Iris graminea L.;Iridaceae;Juss.;;Iris;L.;;graminea;L.;;;;;;;;;;;;;;;XX-0-NEU-19500115;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Apennins;Groupe;Jardin;;Inconnue;VRAI;;;Iris graminea L.;;Inconnue;J;;;;BGAT;Wien Österreichische Bundesgärten;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
55361;;fd0d4dad-2e06-48af-9aa1-3b4637a49db7;19500479I1;Determine par une personne competente;Tanacetum corymbosum (L.) Sch.Bip. subsp. corymbosum;Compositae;Giseke;;Tanacetum;L.;;corymbosum;(L.) Sch.Bip.;;corymbosum;(L.) Sch.Bip.;;subsp.;;;;;;;;;;XX-0-NEU-19500479;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Jura;Groupe;Jardin;;Absent;VRAI;;;Tanacetum L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
