Id;Code interne;UID;Numero de specimen cultive;Status de determination;Determination acceptee;Famille;Familie Citation d'auteurs;Familie Hybride;Genre;Genre Citation d'auteurs;Genre Hybride;Espece;Espece Citation d'auteurs;Espece Hybride;Sous-espece;Sous-espece Citation d'auteurs;Sous-espece Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Obtenteur;Date d'obtention;Pays d'obtention;Nom commercial;Nom s  commun s ;Type biologique;Habitat;Code ipen;Objectif de culture;Site;Aire;Groupe;Sous-groupe;Type d'emplacement;Secteur;Jardinier ere ;Etat de l'etiquette;Vivant;Date de mort;Cause de mort;Nom d'acquisition;Geolocalisation;Type de provenance;Type d'acquisition;Sexe;Aire de distribution;Type de culture;Acronyme   Code  interne  du correspondant;Correspondant;Remarque;Remarque sur l'acquisition;Remarque sur la nomenclature;Main courante;Feuillage Particularites;Floraison Particularites;General Particularites;Morphologie;Complements
53536;;b627004c-6671-4a85-aed8-1242fc849426;20170028C0;Non determine;Argania spinosa (L.) Skeels;Sapotaceae;Juss.;;Argania;Roem. & Schult.;;spinosa;(L.) Skeels;;;;;;;;;;;;;;;MA-0-NEU-20170064;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Argania spinosa (L.) Skeels;Al-Mad?na, Essaouira, Province Essaouira, Maroc, Afrique, Monde;Sauvage (cultive);J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53538;;1e608adf-43ff-4022-9e4e-2f96f273a212;20170030J0;Non determine;Euphorbia dendroides L.;Euphorbiaceae;Juss.;;Euphorbia;L.;;dendroides;L.;;;;;;;;;;;;;;;XX-0-NEU-20170068;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Euphorbia dendroides L.;;Jardin;J;;;;BC;Jardí Botanic de Barcelona;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53539;;c9a1aecf-4d9a-4da0-bcff-454446f3d5d6;20170031C0;Non determine;Tetraclinis articulata (Vahl) Mast.;Cupressaceae;Gray;;Tetraclinis;Mast.;;articulata;(Vahl) Mast.;;;;;;;;;;;;;;;MA-0-NEU-20170069;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Tetraclynis articulata;Maroc, Afrique, Monde;Sauvage (cultive);J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53540;;5a6e3684-9482-4e8a-86a5-89c66ea1d821;20170031C1;Non determine;Tetraclinis articulata (Vahl) Mast.;Cupressaceae;Gray;;Tetraclinis;Mast.;;articulata;(Vahl) Mast.;;;;;;;;;;;;;;;MA-0-NEU-20170069;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Tetraclynis articulata;Maroc, Afrique, Monde;Sauvage (cultive);J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53542;;a5643059-ef37-4d33-a73c-1d3a0a13211d;20170032C0;Non determine;Juniperus L.;Cupressaceae;Gray;;Juniperus;L.;;;;;;;;;;;;;;;;;;MA-0-NEU-20170070;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Juniperus L.;Maroc, Afrique, Monde;Sauvage (cultive);J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53543;;c1825f25-1949-4578-82ca-3ffce7d129b7;20170033C0;Non determine;Juniperus oxycedrus subsp. rufescens (Link) Debeaux;Cupressaceae;Gray;;Juniperus;L.;;oxycedrus;L.;;rufescens;(Link) Debeaux;;subsp.;;;;;;;;;;MA-0-NEU-20170071;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Juniperus oxycedrus subsp. rufescens (Link) Debeaux;Maroc, Afrique, Monde;Sauvage (cultive);J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53544;;c89e00ac-6284-4327-8042-973ebc360a12;20170034C0;Non determine;Juniperus phoenicea L.;Cupressaceae;Gray;;Juniperus;L.;;phoenicea;L.;;;;;;;;;;;;;;;MA-0-NEU-20170073;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Juniperus phoenicea subsp. lycia;Al-Mad?na, Essaouira, Province Essaouira, Maroc, Afrique, Monde;Sauvage (cultive);J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53545;;84056b9b-e045-48fb-a661-96bafbe99997;20200239C0;Non determine;Acorus calamus L.;Acoraceae;Martinov;;Acorus;L.;;calamus;L.;;;;;;;;;;;;;;;CH-0-NEU-20200239;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Milieux humides;Groupe;Jardin;;Inconnue;VRAI;;;Acorus calamus L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53547;;898aa334-88f4-42e8-ab9f-27b43d45ad75;20200241C0;Non determine;Anemone narcissiflora L.;Ranunculaceae;Juss.;;Anemone;L.;;narcissiflora;L.;;;;;;;;;;;;;;;CH-0-NEU-20200241;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;;Place;Jardin;;Inconnue;VRAI;;;Anemone narcissiflora L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53548;;048b8502-ff1c-4bb6-b485-5187151fabdc;20200242C0;Non determine;Angelica sylvestris L.;Apiaceae;Lindl.;;Angelica;L.;;sylvestris;L.;;;;;;;;;;;;;;;CH-0-NEU-20200242;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin de l'evolution;Campanulidees2;Groupe;Jardin;;Inconnue;VRAI;;;Angelica sylvestris L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53549;;e6d4a0d7-6a8f-4af4-8b97-bc1ccbb6fb6f;20200243C0;Non determine;Athamanta cretensis L.;Apiaceae;Lindl.;;Athamanta;L.;;cretensis;L.;;;;;;;;;;;;;;;CH-0-NEU-20200243;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;;Place;Jardin;;Inconnue;VRAI;;;Athamanta cretensis L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53550;;e5c0001c-f3e7-417e-9998-7434e1d0ed84;20200244C0;Non determine;Cephalaria alpina (L.) Roem. & Schult.;Caprifoliaceae;Juss.;;Cephalaria;Schrad.;;alpina;(L.) Roem. & Schult.;;;;;;;;;;;;;;;CH-0-NEU-20200244;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin de l'evolution;Campanulidees2;Groupe;Jardin;;Inconnue;VRAI;;;Cephalaria alpina (L.) Roem. & Schult.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53551;;fa866a9b-8fef-4cda-8701-dad4497ca364;20200245C0;Non determine;Clematis alpina (L.) Mill.;Ranunculaceae;Juss.;;Clematis;L.;;alpina;(L.) Mill.;;;;;;;;;;;;;;;CH-0-NEU-20200245;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;;Place;Jardin;;Inconnue;VRAI;;;Clematis alpina (L.) Mill.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53552;;9206ce2d-ee28-4631-93be-2f45105d59e7;20200246C0;Non determine;Erinus alpinus L.;Plantaginaceae;Juss.;;Erinus;L.;;alpinus;L.;;;;;;;;;;;;;;;CH-0-NEU-20200246;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;;Place;Jardin;;Inconnue;VRAI;;;Erinus alpinus L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53553;;d9a17be0-7684-48e1-9797-d6276e4565aa;20200247C0;Non determine;Gentiana lutea L.;Gentianaceae;Juss.;;Gentiana;L.;;lutea;L.;;;;;;;;;;;;;;;CH-0-NEU-20200247;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Prairies et pâturages;Groupe;Jardin;;Inconnue;VRAI;;;Gentiana lutea L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53554;;29ff0d54-654a-4163-81c0-09eb3ce198d2;20200248C0;Non determine;Heracleum sphondylium L.;Apiaceae;Lindl.;;Heracleum;L.;;sphondylium;L.;;;;;;;;;;;;;;;CH-0-NEU-20200248;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Prairies et pâturages;Groupe;Jardin;;Inconnue;VRAI;;;Heracleum sphondylium L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53556;;0ad200a9-2d8c-420d-b40e-3ed73dd44d7e;20200250C0;Non determine;Inula helenium L.;Compositae;Giseke;;Inula;L.;;helenium;L.;;;;;;;;;;;;;;;CH-0-NEU-20200250;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin de l'evolution;;Place;Jardin;;Inconnue;VRAI;;;Inula helenium L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53557;;8c7101f0-f0dc-4457-ad39-5e646b4dcaf0;20200251C0;Non determine;Laserpitium latifolium L.;Apiaceae;Lindl.;;Laserpitium;L.;;latifolium;L.;;;;;;;;;;;;;;;CH-0-NEU-20200251;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin de l'evolution;;Place;Jardin;;Inconnue;VRAI;;;Laserpitium latifolium L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53558;;8394482e-6820-45dd-9668-c07bd93b1375;20200252C0;Non determine;Mentha aquatica L.;Lamiaceae;Martinov;;Mentha;L.;;aquatica;L.;;;;;;;;;;;;;;;CH-0-NEU-20200252;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Milieux humides;Groupe;Jardin;;Inconnue;VRAI;;;Mentha aquatica L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53559;;233726b4-7a92-41d5-8853-5055109c45c1;20200253C0;Non determine;Paris quadrifolia L.;Melanthiaceae;Batsch ex Borkh.;;Paris;L.;;quadrifolia;L.;;;;;;;;;;;;;;;CH-0-NEU-20200253;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Forêt;Groupe;Jardin;;Inconnue;VRAI;;;Paris quadrifolia L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53560;;25131787-2126-4b1c-8079-8eb7f30e34f0;20200255C0;Non determine;Phyteuma spicatum L.;Campanulaceae;Juss.;;Phyteuma;L.;;spicatum;L.;;;;;;;;;;;;;;;CH-0-NEU-20200255;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin de l'evolution;;Place;Jardin;;Inconnue;VRAI;;;Phyteuma spicatum L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53561;;db6e7a9a-01cc-45b1-9db2-d5557e2b886b;20200256C0;Non determine;Potentilla erecta (L.) Raeusch.;Rosaceae;Juss.;;Potentilla;L.;;erecta;(L.) Raeusch.;;;;;;;;;;;;;;;XX-0-NEU-20200256;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Milieux humides;Groupe;Jardin;;Inconnue;VRAI;;;Potentilla erecta (L.) Raeusch.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53562;;a21a4620-78fd-4fee-8630-7a433f2440df;20200257C0;Non determine;Symphytum officinale L.;Boraginaceae;Juss.;;Symphytum;L.;;officinale;L.;;;;;;;;;;;;;;;CH-0-NEU-20200257;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Milieux humides;Groupe;Jardin;;Inconnue;VRAI;;;Symphytum officinale L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53563;;a15daab2-ef51-4e5c-85d8-efcc9cd84adf;20200258C0;Non determine;Verbena officinalis L.;Verbenaceae;J.St.-Hil.;;Verbena;L.;;officinalis;L.;;;;;;;;;;;;;;;CH-0-NEU-20200258;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Friche;Groupe;Jardin;;Inconnue;VRAI;;;Verbena officinalis L.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53564;;aea4a0d8-8bc6-471d-8b88-567cd602b3c4;20200259C0;Non determine;Vincetoxicum hirundinaria Medik.;Apocynaceae;Juss.;;Vincetoxicum;Wolf;;hirundinaria;Medik.;;;;;;;;;;;;;;;CH-0-NEU-20200259;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin des simples;Forêt;Groupe;Jardin;;Inconnue;VRAI;;;Vincetoxicum hirundinaria Medik.;Suisse, Europe, Monde;Sauvage (cultive);J;;;;PAWI;Die Wildstaudengärtnerei Patricia Willi;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53566;;183f3c00-a950-46da-8202-6c4f0ba5b3d0;20200260J0;Non determine;Cistus hirsutus Lam.;Cistaceae;Juss.;;Cistus;L.;;hirsutus;Lam.;;;;;;;;;;;;;;;XX-0-NEU-20200260;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Matorral;Groupe;Jardin;;Inconnue;VRAI;;;Cistus hirsutus Lam.;;Jardin;J;;;;BERN;Bern Botanischer Garten;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53567;;4edf8bfe-d622-49b2-839d-08270765d471;20200261C0;Non determine;Cistus crispus L.;Cistaceae;Juss.;;Cistus;L.;;crispus;L.;;;;;;;;;;;;;;;ES-0-NEU-20200261;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Cistus crispus L.;Espagne, Europe, Monde;Sauvage (cultive);J;;;;BERN;Bern Botanischer Garten;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53569;;730d5679-f5ce-4ba7-9689-e75416cb622d;20200269H0;Non determine;Lavandula dentata L.;Lamiaceae;Martinov;;Lavandula;L.;;dentata;L.;;;;;;;;;;;;;;;XX-0-NEU-20200269;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Lavandula dentata L.;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53570;;8dce82c8-ae52-4a8f-b488-eafe3c9aaeb5;19940001N0;Non determine;Arbutus unedo L.;Ericaceae;Juss.;;Arbutus;L.;;unedo;L.;;;;;;;;;;;;;;;FR-0-NEU-19940470;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Matorral;Groupe;Jardin;;Inconnue;VRAI;;;Arbutus unedo L.;Saint-Guilhem-le-Desert, Herault, France metropolitaine, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53571;;4ce4e7ac-3675-42fa-9db8-ad715cef65f2;19960001J0;Non determine;Ceratonia siliqua L.;Fabaceae;Juss.;;Ceratonia;L.;;siliqua;L.;;;;;;;;;;;;;;;XX-0-NEU-19960285;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Ceratonia siliqua L.;;Jardin;J;;;;BLAN;"Marimurtra""Jardi Botanic ""Marimurtra""";;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53572;;1b20e43f-cdfa-4d0c-a245-9157475deff2;19980001H0;Non determine;Vitex agnus-castus L.;Lamiaceae;Martinov;;Vitex;L.;;agnus-castus;L.;;;;;;;;;;;;;;;XX-0-NEU-19980241;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Vitex agnus-castus L.;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53573;;ee7da4ad-b26a-4faf-9673-b8f92fdea226;19980002I0;Non determine;Olea europaea L.;Oleaceae;Hoffmanns. & Link;;Olea;L.;;europaea;L.;;;;;;;;;;;;;;;XX-0-NEU-19980008;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Olea cf leucocarpa;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53574;ACCID: 94-155;b45801e2-274b-4f9a-a15f-d27d24a0379a;19940002N0;Non determine;Phillyrea angustifolia L.;Oleaceae;Hoffmanns. & Link;;Phillyrea;L.;;angustifolia;L.;;;;;;;;;;;;;;;FR-0-NEU-19940155;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Phillyrea angustifolia L.;France metropolitaine, Europe, Monde;Sauvage;J;;;;MARSM;Marseille Jardin Botanique E.-M. Heckel;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53575;;5e11a59c-44ed-4704-8791-e6f538fe9e70;19970004H0;Non determine;Phoenix roebelenii O'Brien;Arecaceae;Bercht. & J.Presl;;Phoenix;L.;;roebelenii;O'Brien;;;;;;;;;;;;;;;XX-0-NEU-19970327;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Phoenix roebelenii O'Brien;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53576;;dd103f19-bcc9-4842-97fc-59c7fbeaf914;19910001N0;Non determine;Rosmarinus officinalis L.;Lamiaceae;Martinov;;Rosmarinus;L.;;officinalis;L.;;;;;;;;;;;;;;;IT-0-NEU-19910770;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Rosmarinus officinalis L.;Durgali/Dorgali, Sardaigne, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53577;;cb5b08bf-6b47-4f78-88f7-e18e1b035eb8;19970005N0;Non determine;Ruscus aculeatus L.;Asparagaceae;Juss.;;Ruscus;L.;;aculeatus;L.;;;;;;;;;;;;;;;IT-0-NEU-19970149;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Ruscus aculeatus L.;Borgo Alzetta, Montereale Valcellina, Frioul-Venetie julienne, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53578;;d7f22715-75d6-42c1-b279-339b4bc97665;19970002H0;Non determine;Chamaerops humilis L.;Arecaceae;Bercht. & J.Presl;;Chamaerops;L.;;humilis;L.;;;;;;;;;;;;;;;XX-0-NEU-19970332;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Chamaerops humilis L.;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53579;;9bcb78c2-cbee-4282-be0e-5f8889ed9ff1;19970003I0;Non determine;Citrus reticulata Blanco;Rutaceae;Juss.;;Citrus;L.;;reticulata;Blanco;;;;;;;;;;;;;;;XX-0-NEU-19970334;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 6;;Place;Jardin;;Inconnue;VRAI;;;Citrus nobilis var. deliciosa;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53580;;57c00357-c7d9-4649-bfa9-823040f70f14;19890001C0;Non determine;Colutea persica Boiss.;Fabaceae;Juss.;;Colutea;L.;;persica;Boiss.;;;;;;;;;;;;;;;IR-0-NEU-19890605;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Matorral;Groupe;Jardin;;Inconnue;VRAI;;;Colutea persica Boiss.;Iran, Asie, Monde;Sauvage (cultive);J;;;;TEHFR;National Botanical Garden of Iran;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53581;;3a943507-7ec3-4349-bd3d-fe3b38dc8259;19820001J0;Non determine;Ficus carica L.;Moraceae;Gaudich.;;Ficus;L.;;carica;L.;;;;;;;;;;;;;;;XX-0-NEU-19820827;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Ficus carica L.;;Jardin;J;;;;BUC;University of Bucarest;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53582;;917fb5ad-00c3-4490-ad0d-3f7ba89e9821;19740001C0;Non determine;Genista sylvestris Scop.;Fabaceae;Juss.;;Genista;L.;;sylvestris;Scop.;;;;;;;;;;;;;;;SI-0-NEU-19740574;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Genista sylvestris ssp. innocua;Nanos, Slovenie, Europe, Monde;Sauvage (cultive);J;;;;LAU;Jardin botanique de Lausanne;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53583;;3ffbdcce-f597-47b3-9cee-a71b87ca7e0d;19890002C0;Non determine;Schinus molle L.;Anacardiaceae;R.Br.;;Schinus;L.;;molle;L.;;;;;;;;;;;;;;;PE-0-NEU-19890302;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Schinus molle L.;Lima, Lima, Amerique du Sud, Monde;Sauvage (cultive);J;;;;LZ;Leipzig Botanischer Garten;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53584;;1ff8c766-c30c-4c80-9967-23dc054520d0;20170037C0;Non determine;Knautia arvensis (L.) Coult.;Caprifoliaceae;Juss.;;Knautia;L.;;arvensis;(L.) Coult.;;;;;;;;;;;;;;;BE-0-BR-2016120950;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin de l'evolution;Campanulidees2;Groupe;Jardin;;Inconnue;VRAI;;;Knautia arvensis (L.) Coult.;;Sauvage (cultive);J;;;;BR;Meise Botanic Garden;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53585;;619420ff-792c-4c93-a50b-e487d44aac93;20170038J0;Non determine;Oenanthe lachenalii C.C.Gmel.;Apiaceae;Lindl.;;Oenanthe;L.;;lachenalii;C.C.Gmel.;;;;;;;;;;;;;;;XX-0-ROST-2003-F-3070;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin de l'evolution;Campanulidees2;Groupe;Jardin;;Absent;VRAI;;;Oenanthe lachenalii C. C. Gmel.;;Jardin;J;;;;ROST;Rostock Botanischer Garten;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53586;;1e55dc55-cf44-4f12-a268-a5806b32c501;20170039C0;Non determine;Dianthus chinensis L.;Caryophyllaceae;Juss.;;Dianthus;L.;;chinensis;L.;;;;;;;;;;;;;;;GE-0-LZ-S-592006;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin de l'evolution;Asteridees;Groupe;Jardin;;Inconnue;VRAI;;;Dianthus chinensis L.;;Sauvage (cultive);J;;;;LZ;Leipzig Botanischer Garten;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53587;;bd4bfbd9-fcac-4bf4-a728-421d257b64f4;20190112N0;Non determine;Thlaspi montanum L.;Brassicaceae;Burnett;;Thlaspi;L.;;montanum;L.;;;;;;;;;;;;;;;CH-0-NEU-20190112;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Jura;Groupe;Jardin;;Inconnue;VRAI;;;Thlaspi montanum L.;Ravellenweg, Bezirk Gäu, Soleure, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53588;;cfd3f453-8106-4d5e-9c47-751a5235f2d5;20040001I0;Non determine;Acanthus mollis L.;Acanthaceae;Juss.;;Acanthus;L.;;mollis;L.;;;;;;;;;;;;;;;XX-0-NEU-20040040;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Acanthus mollis L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53589;;5cc5962a-2b6c-4acb-8116-f4a7579d4ba5;20040002I0;Non determine;Achillea ageratum L.;Compositae;Giseke;;Achillea;L.;;ageratum;L.;;;;;;;;;;;;;;;XX-0-NEU-20040041;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Achillea ageratum L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
