Numéro de spécimen cultivé;Détermination acceptée;famille;Familie Citation d'auteurs;genre;Genre Citation d'auteurs;Genre Hybride;espece;Espèce Citation d'auteurs;Espèce Hybride;Sous-espèce;Sous-espèce Citation d'auteurs;Sous-espèce Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Code ipen;Secteur
20241330N0;Picea omorika (Pancic) Purk.;Pinaceae;Spreng. ex Rudolphi;Picea;A.Dietr.;;omorika;(Pancic) Purk.;;;;;;(Pancic) Purk.;;XX-0-G-20241330;Entretien général et dendrologie
20241331N0;Sambucus tigranii Troitsky;Viburnaceae;Raf.;Sambucus;L.;;tigranii;Troitsky;;;;;;Troitsky;;GE-0-G-20241331;Entretien général et dendrologie
20241332N0;Arctium lappa L.;Asteraceae;Giseke;Arctium;L.;;lappa;L.;;;;;;L.;;PL-0-G-20241332;Rocailles
20241333H0;Hyssopus officinalis L.;Lamiaceae;Martinov;Hyssopus;L.;;officinalis;L.;;;;;;L.;;XX-0-G-20241333;Agriculture et Conservation
20241334H0;Satureja montana L.;Lamiaceae;Martinov;Satureja;L.;;montana;L.;;;;;;L.;;XX-0-G-20241334;Agriculture et Conservation
20241335N0;Lophospermum erubescens D.Don;Plantaginaceae;Juss.;Lophospermum;D.Don;;erubescens;D.Don;;;;;;D.Don;;XX-0-G-20241335;Agriculture et Conservation
20241335N1;Lophospermum erubescens D.Don;Plantaginaceae;Juss.;Lophospermum;D.Don;;erubescens;D.Don;;;;;;D.Don;;XX-0-G-20241335;Agriculture et Conservation
20220882N1;Euphorbia pithyusa L.;Euphorbiaceae;Juss.;Euphorbia;L.;;pithyusa;L.;;;;;;L.;;FR-0-P-2020g085;Entretien général et dendrologie
20180995C1;Pancratium maritimum L.;Amaryllidaceae;J.St.-Hil.;Pancratium;L.;;maritimum;L.;;;;;;;;ES0VAL94390;Entretien général et dendrologie
20221404J1;Pelargonium aridum R.A.Dyer;Geraniaceae;Juss.;Pelargonium;L'Hér.;;aridum;R.A.Dyer;;;;;;R. A. Dyer;;XX0BHUG200637;Entretien général et dendrologie
20236989J2;Sideritis cypria Post;Lamiaceae;Martinov;Sideritis;L.;;cypria;Post;;;;;;Post;;XX0G20180229;Entretien général et dendrologie
20236871J2;Lessertia frutescens (L.) Goldblatt & J.C.Manning;Fabaceae;Juss.;Lessertia;DC.;;frutescens;(L.) Goldblatt & J.C.Manning;;;;;;(L.) Goldblatt & J.C.Manning;;XX0G20131157;Entretien général et dendrologie
20241340I0;Colutea buhsei (Boiss.) Shap.;Fabaceae;Juss.;Colutea;L.;;buhsei;(Boiss.) Shap.;;;;;;(Boiss.) Shap.;;CH-0-G-20241340;Entretien général et dendrologie
20241341I0;Rostrinucula dependens Kudô;Lamiaceae;Martinov;Rostrinucula;Kudô;;dependens;Kudô;;;;;;Kudô;;XX-0-G-20241341;Entretien général et dendrologie
20241342J0;Nepeta granatensis Boiss.;Lamiaceae;Martinov;Nepeta;L.;;granatensis;Boiss.;;;;;;Boiss.;;ES-0-KIEL-20180914-70-389;Rocailles
20241343J0;Gypsophila imbricata Rupr.;Caryophyllaceae;Juss.;Gypsophila;L.;;imbricata;Rupr.;;;;;;Rupr.;;RU-0-IB-007558;Rocailles
20241344J0;Saxifraga longifolia Lapeyr.;Saxifragaceae;Juss.;Saxifraga;L.;;longifolia;Lapeyr.;;;;;;Lapeyr.;;ES-0-NEU-19860021;Rocailles
20241345J0;Hypochaeris robertia (Sch.Bip.) Fiori;Asteraceae;Giseke;Hypochaeris;L.;;robertia;(Sch.Bip.) Fiori;;;;;;(Sch.Bip.) Fiori;;IT-0-JENA-7935971;Rocailles
20241346J0;Pulsatilla alpina (L.) Delarbre;Ranunculaceae;Juss.;Pulsatilla;Mill.;;alpina;(L.) Delarbre;;;;;;(L.) Delarbre;;CH-0-NEU-20200672;Rocailles
20241347J0;Micromeria juliana Benth.;Lamiaceae;Martinov;Micromeria;Benth.;;juliana;Benth.;;;;;;Benth.;;GR-0-JENA-2011/1152;Rocailles
20241348J0;Sideritis scardica Griseb.;Lamiaceae;Martinov;Sideritis;L.;;scardica;Griseb.;;;;;;Griseb.;;GR-0-B-2419292;Rocailles
20160044J1;Salvia africana-lutea L.;Lamiaceae;Martinov;Salvia;L.;;africana-lutea;L.;;;;;;;;XX0BRISS20114286;Agriculture et Conservation
20241349I0;Tagetes lemmoni A.Gray;Asteraceae;Giseke;Tagetes;L.;;lemmoni;A.Gray;;;;;;A.Gray;;XX-0-G-20241349;Agriculture et Conservation
20230528J1;Eryngium foetidum L.;Apiaceae;Lindl.;Eryngium;L.;;foetidum;L.;;;;;;L.;;XX-0-BONN-26668;Agriculture et Conservation
20241350I0;Paederia lanuginosa Wall.;Rubiaceae;Juss.;Paederia;L.;;lanuginosa;Wall.;;;;;;Wall.;;XX-0-G-20241350;Agriculture et Conservation
20241351J0;Achimenes erecta (Lam.) H.P.Fuchs;Gesneriaceae;Rich. & Juss.;Achimenes;P.Browne;;erecta;(Lam.) H.P.Fuchs;;;;;;(Lam.) H.P.Fuchs;;XX-0-LZ-ZG-279-2003;Serres
20241352J0;Achimenes patens Benth.;Gesneriaceae;Rich. & Juss.;Achimenes;P.Browne;;patens;Benth.;;;;;;Benth.;;XX-0-LZ-I-44-2004;Serres
20241353J0;Microchirita involucrata (Craib) Yin Z.Wang;Gesneriaceae;Rich. & Juss.;Microchirita;(C.B.Clarke) Yin Z.Wang;;involucrata;(Craib) Yin Z.Wang;;;;;;(Craib) Yin Z.Wang;;XX-0-LZ-I-37-2022;Serres
20241354J0;Streptocarpus gardenii Hook.;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;gardenii;Hook.;;;;;;Hook.;;XX-0-POTSD-2016-0147;Serres
20241355J0;Rosa sericea Lindl.;Rosaceae;Juss.;Rosa;L.;;sericea;Lindl.;;;;;;Lindl.;;XX-0-LZ-ZF-31-1997;Entretien général et dendrologie
20241356J0;Acer hyrcanum Fisch. & C.A.Mey.;Sapindaceae;Juss.;Acer;L.;;hyrcanum;Fisch. & C.A.Mey.;;;;;;Fisch. & C.A.Mey.;;XX-0-LZ-ZF-347-1997;Entretien général et dendrologie
20241357J0;Agave mitis var. albidior (Salm-Dyck) B.Ullrich;Asparagaceae;Juss.;Agave;L.;;mitis;Mart.;;albidior;(Salm-Dyck) B.Ullrich;;var.;(Salm-Dyck) B.Ullrich;;XX-0-LZ-AN-13682-1970;Serres
20241358J0;Trimezia martinicensis (Jacq.) Herb.;Iridaceae;Juss.;Trimezia;Salisb. ex Herb.;;martinicensis;(Jacq.) Herb.;;;;;;(Jacq.) Herb.;;BR-0-M-2013/0871;Entretien général et dendrologie
20241359J0;Tulipa sprengeri Baker;Liliaceae;Juss.;Tulipa;L.;;sprengeri;Baker;;;;;;Baker;;XX-0-LZ-STO-16-2023;Entretien général et dendrologie
20241360N0;Rhytidophyllum exsertum Griseb.;Gesneriaceae;Rich. & Juss.;Rhytidophyllum;Mart.;;exsertum;Griseb.;;;;;;Griseb.;;CU-0-LZ-ZG-2-2011;Serres
20241361J0;Streptocarpus haygarthii N.E.Br. ex C.B.Clarke;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;haygarthii;N.E.Br. ex C.B.Clarke;;;;;;N.E.Br. ex C.B.Clarke;;XX-0-STUTZ-002902;Serres
20241362J0;Streptocarpus rexii (Bowie ex Hook.) Lindl.;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;rexii;(Bowie ex Hook.) Lindl.;;;;;;(Bowie ex Hook.) Lindl.;;XX-0-POTSD-2016-0144;Serres
20241363J0;Gardenia thunbergia Thunb.;Rubiaceae;Juss.;Gardenia;J.Ellis;;thunbergia;Thunb.;;;;;;Thunb.;;XX-0-LZ-I-401-1994;Serres
20241364J0;Tulipa sprengeri Baker;Liliaceae;Juss.;Tulipa;L.;;sprengeri;Baker;;;;;;Baker;;XX-0-LZ-STO-31-2022;Entretien général et dendrologie
20241365J0;Chaerophyllum bulbosum L.;Apiaceae;Lindl.;Chaerophyllum;L.;;bulbosum;L.;;;;;;L.;;XX-0-G-20241365;Entretien général et dendrologie
20241366N0;Gymnocladus dioicus (L.) K.Koch;Fabaceae;Juss.;Gymnocladus;Lam.;;dioicus;(L.) K.Koch;;;;;;(L.) K.Koch;;XX-0-G-20241366;Entretien général et dendrologie
20241367N0;Ostrya carpinifolia Scop.;Betulaceae;Gray;Ostrya;Scop.;;carpinifolia;Scop.;;;;;;Scop.;;XX-0-G-20241367;Entretien général et dendrologie
20241368N0;Pinus parviflora Siebold & Zucc.;Pinaceae;Spreng. ex Rudolphi;Pinus;L.;;parviflora;Siebold & Zucc.;;;;;;Siebold & Zucc.;;XX-0-G-20241368;Entretien général et dendrologie
20241369N0;Pinus thunbergii Parl.;Pinaceae;Spreng. ex Rudolphi;Pinus;L.;;thunbergii;Parl.;;;;;;Parl.;;XX-0-G-20241369;Entretien général et dendrologie
20241370N0;Robinia viscosa Michx. ex Vent.;Fabaceae;Juss.;Robinia;L.;;viscosa;Michx. ex Vent.;;;;;;Michx. ex Vent.;;XX-0-G-20241370;Entretien général et dendrologie
20140356N1;Anthriscus sylvestris (L.) Hoffm.;Apiaceae;Lindl.;Anthriscus;Pers.;;sylvestris;(L.) Hoffm.;;;;;;;;DE0HAL131651;Agriculture et Conservation
19783405I1;Stachys sylvatica L.;Lamiaceae;Martinov;Stachys;L.;;sylvatica;L.;;;;;;;;XX0G19783405;Agriculture et Conservation
19781899N1;Allium ursinum L.;Amaryllidaceae;J.St.-Hil.;Allium;L.;;ursinum;L.;;;;;;;;XX0G19781899;Agriculture et Conservation
19782607I1;Alchemilla xanthochlora aggr.;Rosaceae;Juss.;Alchemilla;L.;;xanthochlora;aggr.;;;;;;;;XX0G19782607;Agriculture et Conservation
20241371J0;Draba tibetica Hook.f. & Thomson;Brassicaceae;Burnett;Draba;L.;;tibetica;Hook.f. & Thomson;;;;;;Hook.f. & Thomson;;XX-0-G-20210498;Rocailles
20241372H0;Thymus vulgaris L. 'Fragrantissimus';Lamiaceae;Martinov;Thymus;L.;;vulgaris;L.;;;;;;;Fragrantissimus;XX-0-G-20241372;Agriculture et Conservation
20036388N2;Myosotis rehsteineri Wartm.;Boraginaceae;Juss.;Myosotis;L.;;rehsteineri;Wartm.;;;;;;;;DE0G20036388;Rocailles
20016735N5;Littorella uniflora (L.) Asch.;Plantaginaceae;Juss.;Littorella;P.J.Bergius;;uniflora;(L.) Asch.;;;;;;;;FR0G20016735;Conservation
20210459J1;Polemonium boreale Adams;Polemoniaceae;Juss.;Polemonium;L.;;boreale;Adams;;;;;;;;XX-0-G-20210459;Rocailles
20171835N2;Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell.;Caryophyllaceae;Juss.;Silene;L.;;vulgaris;(Moench) Garcke;;prostrata;(Gaudin) Schinz & Thell.;;subsp.;;;CH0G20171835;Rocailles
20150474N2;Calluna vulgaris (L.) Hull;Ericaceae;Juss.;Calluna;Salisb.;;vulgaris;(L.) Hull;;;;;;;;CH0G20150474;Rocailles
20241373J0;Odontarrhena muralis (Waldst. & Kit.) Endl.;Brassicaceae;Burnett;Odontarrhena;C.A.Mey.;;muralis;(Waldst. & Kit.) Endl.;;;;;;(Waldst. & Kit.) Endl.;;HR-0-ZAVRT-8463;Rocailles
20241374J0;Odontarrhena muralis (Waldst. & Kit.) Endl.;Brassicaceae;Burnett;Odontarrhena;C.A.Mey.;;muralis;(Waldst. & Kit.) Endl.;;;;;;(Waldst. & Kit.) Endl.;;DE-0-KIEL-19850296-70-100;Rocailles
20241375I0;Euphorbia bulbispina Rauh & Razaf.;Euphorbiaceae;Juss.;Euphorbia;L.;;bulbispina;Rauh & Razaf.;;;;;;Rauh & Razaf.;;XX-0-G-20241375;Serres
20241376I0;Macrozamia communis L.A.S.Johnson;Zamiaceae;Horan.;Macrozamia;Miq.;;communis;L.A.S.Johnson;;;;;;L.A.S.Johnson;;XX-0-G-20241376;Serres
20241377I0;Dioon edule Lindl.;Zamiaceae;Horan.;Dioon;Lindl.;;edule;Lindl.;;;;;;Lindl.;;XX-0-G-20241377;Serres
20241378I0;Zamia integrifolia L.f.;Zamiaceae;Horan.;Zamia;L.;;integrifolia;L.f.;;;;;;L.f.;;XX-0-G-20241378;Serres
20241379J0;Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch;Bromeliaceae;Juss.;Acanthostachys;Link, Klotzsch & Otto;;strobilacea;(Schult. & Schult.f.) Klotzsch;;;;;;(Schult. & Schult.f.) Klotzsch;;XX-0-GIESS-0-U-1323;Serres
20241380N0;Angelica archangelica L.;Apiaceae;Lindl.;Angelica;L.;;archangelica;L.;;;;;;L.;;IS-0-LYAK-2022-0260;Entretien général et dendrologie
20241381N0;Tripleurospermum maritimum (L.) W.D.J.Koch;Asteraceae;Giseke;Tripleurospermum;Sch.Bip.;;maritimum;(L.) W.D.J.Koch;;;;;;(L.) W.D.J.Koch;;IS-0-LYAK-2022-0251;Entretien général et dendrologie
20241382N0;Mertensia maritima (L.) Gray;Boraginaceae;Juss.;Mertensia;Roth;;maritima;(L.) Gray;;;;;;(L.) Gray;;IS-0-LYAK-2022-0235;Entretien général et dendrologie
20241383I0;Acanthostachys pitcairnioides (Mez) Rauh & Barthlott;Bromeliaceae;Juss.;Acanthostachys;Klotzsch;;pitcairnioides;(Mez) Rauh & Barthlott;;;;;;(Mez) Rauh & Barthlott;;XX-0-G-20241383;Serres
20241384I0;Aloe juvenna Brandham & S.Carter;Asphodelaceae;Juss.;Aloe;L.;;juvenna;Brandham & S.Carter;;;;;;Brandham & S.Carter;;XX-0-G-20241384;Serres
20241385I0;Amalophyllon rupestre Brandegee;Gesneriaceae;Rich. & Juss.;Amalophyllon;Brandegee;;rupestre;Brandegee;;;;;;Brandegee;;XX-0-G-20241385;Serres
20241386I0;Anthurium Schott;Araceae;Juss.;Anthurium;Schott;;;;;;;;;Schott;;XX-0-G-20241386;Serres
20241387I0;Anthurium pseudogustavii Croat;Araceae;Juss.;Anthurium;Schott;;pseudogustavii;Croat;;;;;;Croat;;XX-0-G-20241387;Serres
20241388I0;Anthurium ivanportillae Croat;Araceae;Juss.;Anthurium;Schott;;ivanportillae;Croat;;;;;;Croat;;XX-0-G-20241388;Serres
20241389I0;Anthurium macdanielii Croat;Araceae;Juss.;Anthurium;Schott;;macdanielii;Croat;;;;;;Croat;;XX-0-G-20241389;Serres
20241390I0;Anthurium pallidiflorum Engl.;Araceae;Juss.;Anthurium;Schott;;pallidiflorum;Engl.;;;;;;Engl.;;XX-0-G-20241390;Serres
20241391J0;Euphorbia ceratocarpa Ten.;Euphorbiaceae;Juss.;Euphorbia;L.;;ceratocarpa;Ten.;;;;;;Ten.;;XX-0-G-20241391;Rocailles
20241392C0;Kohleria tigridia (Ohlend.) Roalson & Boggan;Gesneriaceae;Rich. & Juss.;Kohleria;Regel;;tigridia;(Ohlend.) Roalson & Boggan;;;;;;(Ohlend.) Roalson & Boggan;;CO-0-Z-20190658;Serres
20241393C0;Kohleria affinis (Fritsch) Roalson & Boggan;Gesneriaceae;Rich. & Juss.;Kohleria;Regel;;affinis;(Fritsch) Roalson & Boggan;;;;;;(Fritsch) Roalson & Boggan;;CO-0-Z-20190659;Serres
20241394C0;Kohleria affinis (Fritsch) Roalson & Boggan;Gesneriaceae;Rich. & Juss.;Kohleria;Regel;;affinis;(Fritsch) Roalson & Boggan;;;;;;(Fritsch) Roalson & Boggan;;CO-0-Z-20190660;Serres
20241395J0;Columnea L.;Gesneriaceae;Rich. & Juss.;Columnea;L.;;;;;;;;;L.;;CO-0-Z-20190672;Serres
20241396I0;Anthurium Schott 'Morona';Araceae;Juss.;Anthurium;Schott;;;;;;;;;;Morona;XX-0-G-20241396;Serres
20241397I0;Philodendron lupinum E.G.Gonç. & J.B.Carvalho;Araceae;Juss.;Philodendron;Schott;;lupinum;E.G.Gonç. & J.B.Carvalho;;;;;;E.G.Gonç. & J.B.Carvalho;;XX-0-G-20241397;Serres
20241398J0;Romulea bulbocodium (L.) Sebast. & Mauri;Iridaceae;Juss.;Romulea;Maratti;;bulbocodium;(L.) Sebast. & Mauri;;;;;;(L.) Sebast. & Mauri;;XX0G19880796;Rocailles
20241399N0;Helianthemum squamatum (L.) Dum.Cours.;Cistaceae;Juss.;Helianthemum;Mill.;;squamatum;(L.) Dum.Cours.;;;;;;(L.) Dum.Cours.;;ES-0-G-20241399;Rocailles
20241400N0;Helianthemum syriacum (Jacq.) Dum.Cours.;Cistaceae;Juss.;Helianthemum;Mill.;;syriacum;(Jacq.) Dum.Cours.;;;;;;(Jacq.) Dum.Cours.;;ES-0-G-20241400;Rocailles
20241401N0;Lepidium subulatum L.;Brassicaceae;Burnett;Lepidium;L.;;subulatum;L.;;;;;;L.;;ES-0-G-20241401;Rocailles
20241402J0;Dovyalis caffra (Hook.f. & Harv.) Warb.;Salicaceae;Mirb.;Dovyalis;E.Mey. ex Arn.;;caffra;(Hook.f. & Harv.) Warb.;;;;;;(Hook.f. & Harv.) Warb.;;XX-0-G-20241402;Entretien général et dendrologie
20241403N0;Linum suffruticosum L.;Linaceae;DC. ex Perleb;Linum;L.;;suffruticosum;L.;;;;;;L.;;ES-0-G-20241403;Rocailles
20241404N0;Antirrhinum majus subsp. litigiosum (Pau) Rothm.;Plantaginaceae;Juss.;Antirrhinum;L.;;majus;L.;;litigiosum;(Pau) Rothm.;;subsp.;(Pau) Rothm.;;ES-0-G-20241404;Rocailles
20241405N0;Mesembryanthemum crystallinum L.;Aizoaceae;Martinov;Mesembryanthemum;L.;;crystallinum;L.;;;;;;L.;;PT-0-P-2023g156;Rocailles
20241406N0;Laserpitium latifolium L.;Apiaceae;Lindl.;Laserpitium;L.;;latifolium;L.;;;;;;L.;;FR-0-P-2023g148;Rocailles
20241407N0;Artemisia argentea L'Hér.;Asteraceae;Giseke;Artemisia;L.;;argentea;L'Hér.;;;;;;L'Hér.;;FR-0-P-2023g106;Rocailles
20241408J0;Artemisia biennis Willd.;Asteraceae;Giseke;Artemisia;L.;;biennis;Willd.;;;;;;Willd.;;FR-0-P-2016g011;Rocailles
20241409J0;Silene waldsteinii Griseb.;Caryophyllaceae;Juss.;Silene;L.;;waldsteinii;Griseb.;;;;;;Griseb.;;GR-0-P-2019g223;Rocailles
20241410H0;Monarda didyma L.;Lamiaceae;Martinov;Monarda;L.;;didyma;L.;;;;;;L.;;XX-0-G-20241410;Agriculture et Conservation
20241411H0;Stevia rebaudiana Bertoni;Asteraceae;Giseke;Stevia;Cav.;;rebaudiana;Bertoni;;;;;;Bertoni;;XX-0-G-20241411;Agriculture et Conservation
20241412H0;Tagetes minuta L.;Asteraceae;Giseke;Tagetes;L.;;minuta;L.;;;;;;L.;;XX-0-G-20241412;Agriculture et Conservation
20241413H0;Thymus ×citriodorus (Pers.) Schreb.;Lamiaceae;Martinov;Thymus;L.;;×citriodorus;(Pers.) Schreb.;VRAI;;;;;(Pers.) Schreb.;;XX-0-G-20241413;Agriculture et Conservation
20241414H0;Tropaeolum majus L.;Tropaeolaceae;Juss. ex DC.;Tropaeolum;L.;;majus;L.;;;;;;L.;;XX-0-G-20241414;Agriculture et Conservation
20241415H0;Porophyllum ruderale (Jacq.) Cass.;Asteraceae;Giseke;Porophyllum;Guett.;;ruderale;(Jacq.) Cass.;;;;;;(Jacq.) Cass.;;XX-0-G-20241415;Agriculture et Conservation
20241416H0;Thymus pulegioides L.;Lamiaceae;Martinov;Thymus;L.;;pulegioides;L.;;;;;;L.;;XX-0-G-20241416;Agriculture et Conservation
20241417H0;Aloysia citrodora Paláu;Verbenaceae;J.St.-Hil.;Aloysia;Paláu;;citrodora;Paláu;;;;;;Paláu;;XX-0-G-20241417;Agriculture et Conservation
20241418H0;Tagetes filifolia Lag.;Asteraceae;Giseke;Tagetes;L.;;filifolia;Lag.;;;;;;Lag.;;XX-0-G-20241418;Agriculture et Conservation
20241419H0;Lippia dulcis Trevir.;Verbenaceae;J.St.-Hil.;Lippia;L.;;dulcis;Trevir.;;;;;;(Pers.) Moldenke;;XX-0-G-20241419;Agriculture et Conservation
20241420N0;Quercus pubescens subsp. subpyrenaica (Villar) Rivas Mart. & Sáenz de Rivas;Fagaceae;Dumort.;Quercus;L.;;pubescens;Willd.;;subpyrenaica;(Villar) Rivas Mart. & Sáenz de Rivas;;subsp.;(Villar) Rivas Mart. & Sáenz de Rivas;;ES-0-G-20241420;Entretien général et dendrologie
20241421N0;Phillyrea latifolia L.;Oleaceae;Hoffmanns. & Link;Phillyrea;L.;;latifolia;L.;;;;;;L.;;ES-0-G-20241421;Entretien général et dendrologie
20241422I0;Lophophora williamsii (Salm-Dyck) J.M.Coult.;Cactaceae;Juss.;Lophophora;J.M.Coult.;;williamsii;(Salm-Dyck) J.M.Coult.;;;;;;(Salm-Dyck) J.M.Coult.;;XX-0-G-20241422;Serres
20241423I0;Lophophora diffusa (Croizat) Bravo;Cactaceae;Juss.;Lophophora;J.M.Coult.;;diffusa;(Croizat) Bravo;;;;;;(Croizat) Bravo;;XX-0-G-20241423;Serres
20241424I0;Strombocactus disciformis (DC.) Britton & Rose;Cactaceae;Juss.;Strombocactus;Britton & Rose;;disciformis;(DC.) Britton & Rose;;;;;;(DC.) Britton & Rose;;XX-0-G-20241424;Serres
20241425I0;Turbinicarpus schmiedickeanus (Boed.) Buxb. & Backeb.;Cactaceae;Juss.;Turbinicarpus;(Backeb.) Buxb. & Backeb.;;schmiedickeanus;(Boed.) Buxb. & Backeb.;;;;;;in Cat. Jar.;;XX-0-G-20241425;Serres
20241426I0;Ariocarpus fissuratus (Engelm.) K.Schum.;Cactaceae;Juss.;Ariocarpus;Scheidw.;;fissuratus;(Engelm.) K.Schum.;;;;;;(Engelm.) K.Schum.;;XX-0-G-20241426;Serres
20241427I0;Geohintonia mexicana Glass & W.A.Fitz Maur.;Cactaceae;Juss.;Geohintonia;Glass & W.A.Fitz Maur.;;mexicana;Glass & W.A.Fitz Maur.;;;;;;Glass & W.A.Fitz Maur.;;XX-0-G-20241427;Serres
20241428I0;Aztekium ritteri (Boed.) Boed.;Cactaceae;Juss.;Aztekium;Boed.;;ritteri;(Boed.) Boed.;;;;;;(Boed.) Boed.;;XX-0-G-20241428;Serres
20241429I0;Weingartia canigueralii (Cárdenas) F.H.Brandt;Cactaceae;Juss.;Weingartia;Werderm.;;canigueralii;(Cárdenas) F.H.Brandt;;;;;;(Cárdenas) F.H.Brandt;;XX-0-G-20241429;Serres
20241430I0;Aloe vera (L.) Burm.f.;Asphodelaceae;Juss.;Aloe;L.;;vera;(L.) Burm.f.;;;;;;(L.) Burm.f.;;XX0G20150895;Agriculture et Conservation
20237611H0;Chamaemelum nobile (L.) All.;Asteraceae;Giseke;Chamaemelum;Mill.;;nobile;(L.) All.;;;;;;(L.) All.;;XX-0-G-20237611;Agriculture et Conservation
20241431H0;Chamaemelum nobile (L.) All.;Asteraceae;Giseke;Chamaemelum;Mill.;;nobile;(L.) All.;;;;;;(L.) All.;;XX-0-G-20241431;Agriculture et Conservation
20241432N0;Veratrum album L.;Melanthiaceae;Batsch ex Borkh.;Veratrum;L.;;album;L.;;;;;;L.;;CH-0-MEY-20210153W;Rocailles
20241433N0;Saxifraga bryoides L.;Saxifragaceae;Juss.;Saxifraga;L.;;bryoides;L.;;;;;;L.;;CH-0-MEY-20210066W;Rocailles
20241434N0;Saxifraga exarata subsp. moschata (Wulfen) Cavill.;Saxifragaceae;Juss.;Saxifraga;L.;;exarata;Vill.;;moschata;(Wulfen) Cavill.;;subsp.;(Wulfen) Cavill.;;FR-0-MEY-20220031W;Rocailles
20241435N0;Micranthes stellaris (L.) Galasso, Banfi & Soldano;Saxifragaceae;Juss.;Micranthes;Haw.;;stellaris;(L.) Galasso, Banfi & Soldano;;;;;;(L.) Galasso, Banfi & Soldano;;CH-0-MEY-20230064W;Rocailles
20241436J0;Thymus serpylloides Bory subsp. serpylloides;Lamiaceae;Martinov;Thymus;L.;;serpylloides;Bory;;serpylloides;Bory;;subsp.;Bory;;XX-0-G-20241436;Rocailles
20241437H0;Limonium platyphyllum Lincz.;Plumbaginaceae;Juss.;Limonium;Mill.;;platyphyllum;Lincz.;;;;;;Lincz.;;XX-0-G-20241437;Agriculture et Conservation
20241438H0;Physostegia virginiana Benth. 'Alba';Lamiaceae;Martinov;Physostegia;Benth.;;virginiana;Benth.;;;;;;;Alba;XX-0-G-20241438;Agriculture et Conservation
20241439H0;Salvia nemorosa L. 'Pink Beauty';Lamiaceae;Martinov;Salvia;L.;;nemorosa;L.;;;;;;;Pink Beauty;XX-0-G-20241439;Agriculture et Conservation
20241440H0;Erodium manescavi Coss.;Geraniaceae;Juss.;Erodium;L'Hér.;;manescavi;Coss.;;;;;;Coss.;;XX-0-G-20241440;Agriculture et Conservation
20241441N0;Daucus carota L.;Apiaceae;Lindl.;Daucus;L.;;carota;L.;;;;;;L.;;DE-0-HAL-237561;Entretien général et dendrologie
20241442J0;Lactuca perennis L.;Asteraceae;Giseke;Lactuca;L.;;perennis;L.;;;;;;L.;;XX-0-HAL-1199;Entretien général et dendrologie
20241444J0;Brassica nigra W.D.J.Koch;Brassicaceae;Burnett;Brassica;L.;;nigra;W.D.J.Koch;;;;;;W.D.J.Koch;;XX-0-HAL-388;Entretien général et dendrologie
20241445J0;Sinapis alba L.;Brassicaceae;Burnett;Sinapis;L.;;alba;L.;;;;;;L.;;XX-0-HAL-407;Entretien général et dendrologie
20241446N0;Triosteum pinnatifidum Maxim.;Caprifoliaceae;Juss.;Triosteum;L.;;pinnatifidum;Maxim.;;;;;;Maxim.;;XX-0-HAL-5443;Entretien général et dendrologie
20241447N0;Tamus communis L.;Dioscoreaceae;R.Br.;Tamus;L.;;communis;L.;;;;;;L.;;XX-0-HAL-5872;Entretien général et dendrologie
20241448J0;Lens culinaris Medik.;Fabaceae;Juss.;Lens;Mill.;;culinaris;Medik.;;;;;;Medik.;;XX-0-HAL-1859;Entretien général et dendrologie
20241449J0;Satureja hortensis L.;Lamiaceae;Martinov;Satureja;L.;;hortensis;L.;;;;;;L.;;XX-0-HAL-834;Entretien général et dendrologie
20241450J0;Triticum aestivum subsp. spelta (L.) Thell.;Poaceae;Barnhart;Triticum;L.;;aestivum;L.;;spelta;(L.) Thell.;;subsp.;(L.) Thell.;;XX-0-HAL-5450;Entretien général et dendrologie
20241451J0;Fagopyrum esculentum Moench;Polygonaceae;Juss.;Fagopyrum;Mill.;;esculentum;Moench;;;;;;Moench;;XX-0-HAL-1729;Entretien général et dendrologie
20241452J0;Saxifraga tenella Wulfen;Saxifragaceae;Juss.;Saxifraga;L.;;tenella;Wulfen;;;;;;Wulfen;;XX-0-HAL-5052;Rocailles
20241453J0;Cardiospermum halicacabum L.;Sapindaceae;Juss.;Cardiospermum;L.;;halicacabum;L.;;;;;;L.;;XX-0-SIENA-02106;Rocailles
20241454J0;Zantedeschia aethiopica (L.) Spreng.;Araceae;Juss.;Zantedeschia;Spreng.;;aethiopica;(L.) Spreng.;;;;;;(L.) Spreng.;;XX-0-SIENA-001874;Serres
20241455J0;Hoya longifolia Wall. ex Wight;Apocynaceae;Juss.;Hoya;R.Br.;;longifolia;Wall. ex Wight;;;;;;Wall. ex Wight;;XX-0-G-20241455;Serres
20241456J0;Hoya obscura Elmer ex C.M.Burton;Apocynaceae;Juss.;Hoya;R.Br.;;obscura;Elmer ex C.M.Burton;;;;;;Elmer ex C.M.Burton;;XX-0-G-20241456;Serres
20241457J0;Osmoxylon lineare (Merr.) Philipson;Araliaceae;Juss.;Osmoxylon;Miq.;;lineare;(Merr.) Philipson;;;;;;(Merr.) Philipson;;XX-0-G-20241457;Serres
