"Code.emplacement","No.Semis","Taxons","Nom.acquisition","genus","family"
"RocailleJ00","205526","Campanula incurva","Campanula incurva","Campanula","Campanulaceae"
"RocailleJ00","200351","Origanum x suendermanii","Origanum sundermannii",NA,NA
"RocailleJ00","203135","Silene compacta","Silene compacta Fisch.","Silene","Caryophyllaceae"
"RocailleJ00","205527","Colchicum laetum","Colchicum laetum","Colchicum","Colchicaceae"
"RocailleJ00","205528","Cerinthe glabra subsp. tenuiflora","Cerinthe tenuifolia","Cerinthe","Boraginaceae"
"RocailleJ01","221392","Acanthus hungaricus","Acanthus hungaricus","Acanthus","Acanthaceae"
"RocailleJ01","221394","Asplenium ceterach","Asplenium ceterach","Asplenium","Aspleniaceae"
"RocailleJ01","","","",NA,NA
"RocailleJ01","221395","Santolina chamaecyparissus","Santolina chamaecyparissus","Santolina","Asteraceae"
"RocailleJ01","221396","Geranium sanguineum","Geranium sanguineum","Geranium","Geraniaceae"
"RocailleJ01","221397","","Ononis ? ",NA,NA
"RocailleJ01","221398","Origanum laevigatum","Origanum  laevigatum","Origanum","Lamiaceae"
"RocailleJ01","221399","Erodium chrysanthum","Erodium chrysanthum","Erodium","Geraniaceae"
"RocailleJ01","221400","Dianthus sp.","Dianthus anatolicus ?",NA,NA
"RocailleJ01","221401","Dianthus sp.","Dianthus sp",NA,NA
"RocailleJ01","221159","Geranium robertianum subsp. purpureum","Geranium robertianum purpureum","Geranium","Geraniaceae"
"RocailleJ01","222069","Bellevalia paradoxa","Muscari paradoxum","Bellevalia","Asparagaceae"
"RocailleJ02","205677","Orlaya grandiflora","Orlaya  grandiflora (L.) Hoffm.","Orlaya","Apiaceae"
"RocailleJ02","221166","Lithodora zahnii","Lithodora zahnii","Lithodora","Boraginaceae"
"RocailleJ02","221388","Gladiolus atroviolaceus","Gladiolus atroviolaceus","Gladiolus","Iridaceae"
"RocailleJ02","221389","Sternbergia lutea","Stenberga  lutea","Sternbergia","Amaryllidaceae"
"RocailleJ02","221390","Cytisus emeriflorus","Cytisus  emeriflorus","Cytisus","Fabaceae"
"RocailleJ02","221391","Thymus serpyllum var. minor","Thymus serpyllum var. minor",NA,NA
"RocailleJ03","205524","Allium karataviense","Allium karataviense","Allium","Amaryllidaceae"
"RocailleJ03","97526","Serratula nudicaulis","Serratula nudicaulis  (L.) DC.","Serratula","Asteraceae"
"RocailleJ03","220070","Prunus dulcis ‘Blanches du Portugal’","Prunus dulcis var. Weiser Portugal ",NA,NA
"RocailleJ03","205532","Iris suaveolens","Iris rubro-marginata","Iris","Iridaceae"
"RocailleJ03","205529","Tulipa pulchella","Tulipa pulchella","Tulipa","Liliaceae"
"RocailleJ03","205534","Muscari botryoides","Muscari botryoides","Muscari","Asparagaceae"
"RocailleJ03","222071","Crocus kotschyanus subsp. kotschyanus","Crocus kotschyanus subsp. kotschyanus","Crocus","Iridaceae"
"RocailleJ04","220304","Daphne blagayana","Daphne blagayana ","Daphne","Thymelaeaceae"
"RocailleJ04","221074","Crocus flavus","Crocus flavus","Crocus","Iridaceae"
"RocailleJ04","204232","Saxifraga scardica","Saxifraga scardica","Saxifraga","Saxifragaceae"
"RocailleJ04","222073","Crocus robertianus","Crocus robertianus","Crocus","Iridaceae"
"RocailleJ04","200361","Cypripedium x ‘Emil’","Cypripedium X cv. ‘Emil‘",NA,NA
"RocailleJ04","99139","Fritillaria acmopetala","Fritillaria acmopetala","Fritillaria","Liliaceae"
"RocailleJ04","205541","Saxifraga umbrosa ‘Variegata aurea’","Saxifraga umbrosa cv. ‘Variegata aurea‘",NA,NA
"RocailleJ04","221394","Asplenium ceterach","Asplenium ceterach","Asplenium","Aspleniaceae"
"RocailleJ04","221409","Potentilla pedata","Potentilla pedata","Potentilla","Rosaceae"
"RocailleJ04","221410","Lamium orvala","Lamium orvala","Lamium","Lamiaceae"
"RocailleJ04","221411","Cypripedium reginae","Cypripedium reginae","Cypripedium","Orchidaceae"
"RocailleJ04","201149","Allium monadelphum","Allium monadelphum Turcz. ex Kunth.","Allium","Amaryllidaceae"
"RocailleJ04","221412","Anemone nemorosa ‘Robinsoniana’","Anemone nemorosa 'Robinsonia'",NA,NA
"RocailleJ04","221413","Saxifraga ferdinandi-coburgi","Saxifraga ferdinandi-coburgi","Saxifraga","Saxifragaceae"
"RocailleJ04","221413","Saxifraga ferdinandi-coburgi","Saxifraga ferdinandi-coburgi","Saxifraga","Saxifragaceae"
"RocailleJ04","221414","Helictotrichon sempervirens","Helictotrichon sempervirens","Helictotrichon","Poaceae"
"RocailleJ04","221418","Trillium luteum","Trilium luteum","Trillium","Melanthiaceae"
"RocailleJ04","221419","Polystichum aculeatum","Polystichum aculeatum","Polystichum","Dryopteridaceae"
"RocailleJ04","221420","Dryopteris filix-mas","Dryopteris filix-mas","Dryopteris","Dryopteridaceae"
"RocailleJ04","221421","Athyrium filix-femina","Athyrium filix-femina","Athyrium","Aspleniaceae"
"RocailleJ04","221422","Saxifraga juniperifolia","Saxifraga juniperifolia","Saxifraga","Saxifragaceae"
"RocailleJ05","201168","Trillium cernuum","Trillium cernuum L.","Trillium","Melanthiaceae"
"RocailleJ05","221407","Clematis recta","Clematis recta","Clematis","Ranunculaceae"
"RocailleJ05","221408","Haberlea ferdinandi-coburgii","Haberlea ferdinandi","Haberlea","Gesneriaceae"
"RocailleJ05","222074","Tripleurospermum caucasicum","Chrysanthemum oreades","Tripleurospermum","Asteraceae"
"RocailleJ06","221404","Paeonia daurica","Paeonia daurica","Paeonia","Paeoniaceae"
"RocailleJ06","221405","Helleborus cyclophyllus","Helleborus cyclophyllus","Helleborus","Ranunculaceae"
"RocailleJ06","222067","Chionodoxa luciliae","Chionodoxa gigantea","Chionodoxa","Asparagaceae"
"RocailleJ06","201158","Paeonia wittmanniana","Paeonia wittmanniana Hartwiss subsp. wittmanniana ","Paeonia","Paeoniaceae"
"RocailleJ07","206867","Potentilla salesoviana","Potentilla salesoviana","Potentilla","Rosaceae"
"RocailleJ07","221402","Cornus nuttallii","Cornus nuttallii","Cornus","Cornaceae"
"RocailleJ07","221403","","Tulipa aucheriana ?",NA,NA
"RocailleJ07","220394","Allium insubricum","Allium  insubricum ","Allium","Amaryllidaceae"
"RocailleJ08","221196","Iris sibirica f. Alba","Iris sibirica cv. ‘Alba‘",NA,NA
"RocailleJ08","200474","Listera ovata","Listera ovata (L.) R. Br.","Listera","Orchidaceae"
"RocailleJ08
","218112","Adiantum pedatum","Adiantum pedatum","Adiantum","Pteridaceae"
"RocailleJ09","203192","Crocus sieberi subsp. sublimis f. tricolor","Crocus sieberi cv. ‘Tricolor‘",NA,NA
"RocailleJ09","784524","Iris sintenisii","Iris sintenisii Janka","Iris","Iridaceae"
"RocailleJ09","205518","","Iris sp.",NA,NA
"RocailleJ09","205521","Crocus kotschyanus","Crocus kotschyanus subsp. kotschyanus ","Crocus","Iridaceae"
"RocailleJ09","205521","Crocus kotschyanus","Crocus kotschyanus subsp. kotschyanus ","Crocus","Iridaceae"
"RocailleJ09","205522","","Caryophyllacées Sp ",NA,NA
"RocailleJ09","221252","Dracocephalum ruyschiana","Dracocephalum ruyschiana","Dracocephalum","Lamiaceae"
"RocailleJ09","221309","","Centaurea ragusina",NA,NA
"RocailleJ09","221397","","Ononis ? ",NA,NA
"RocailleJ09","221415","","Hypericum ? ",NA,NA
"RocailleJ09","221875","Centaurea macrocephala","Centaurea macrocephala","Centaurea","Asteraceae"
"RocailleJ09","221873","Paeonia officinalis subsp. banatica","Paeonia officinalis subsp. banatica","Paeonia","Paeoniaceae"
"RocailleJ10","203154","Campanula incurva","Campanula incurva Aucher ex A.DC.","Campanula","Campanulaceae"
"RocailleJ10","206865","Cardiocrinum giganteum","Cardiocrinum giganteum","Cardiocrinum","Liliaceae"
"RocailleJ10","205530","Draba bruniifolia subsp. olympica","Draba diversifolia","Draba","Brassicaceae"
"RocailleJ10","205531","Veronica pectinata","Veronica pectinata","Veronica","Plantaginaceae"
"RocailleJ10","203154","Campanula incurva","Campanula incurva Aucher ex A.DC.","Campanula","Campanulaceae"
"RocailleJ10","205533","Achillea moschata X umbellata","Achillea moschata X umbellata",NA,NA
"RocailleJ10","205535","","Eryngium sp.",NA,NA
"RocailleJ10","205536","Cyclamen coum","Cyclamen coum","Cyclamen","Primulaceae"
"RocailleJ10","205538","Achillea ageratifolia","Achillea ageratifolia","Achillea","Asteraceae"
"RocailleJ10","205540","Pseudomuscari sp.","Hyacintella azurea",NA,NA
"RocailleK00","217068","Draba aizoides","Draba aizoides","Draba","Brassicaceae"
"RocailleK00","200204","Saxifraga x elisabethae","Saxifraga elisabethae",NA,NA
"RocailleK00","217070","Saxifraga bronchialis","Saxifraga bronchialis","Saxifraga","Saxifragaceae"
"RocailleK01","221454","Dianthus subacaulis","Dianthus subacaulis","Dianthus","Caryophyllaceae"
"RocailleK01","221460","Thymus praecox subsp. arcticus","Thymus praecox ssp. articus","Thymus","Lamiaceae"
"RocailleK01","221457","Helianthemum nummularium subsp. pyrenaicum","Helianthemum numula spp. pyrenaicum","Helianthemum","Cistaceae"
"RocailleK01","221473","","Geranium sanguineum var. prostratum",NA,NA
"RocailleK01","90870","Juniperus x pfitzeriana","Juniperus chinensis""pfitzeriana""","Juniperus","Cupressaceae"
"RocailleK02","206854","Amsonia orientalis","Rhazia orientalis","Amsonia","Apocynaceae"
"RocailleK02","221452","Antirrhinum molle","Antirrhium molle","Antirrhinum","Plantaginaceae"
"RocailleK02","221461","Galium album","Gallium album spp. album","Galium","Rubiaceae"
"RocailleK02","221883","Acis ionica","Acis ionica","Acis","Amaryllidaceae"
"RocailleK03","218065","Allium roseum","Allium roseum subsp. roseum ","Allium","Amaryllidaceae"
"RocailleK04","203192","Crocus sieberi subsp. sublimis f. tricolor","Crocus sieberi cv. ‘Tricolor‘",NA,NA
"RocailleK04","221463","Veronica spicata subsp. incana","Veronica spicata spp. ineana","Veronica","Plantaginaceae"
"RocailleK04","221464","","Origanum vulgare spp. hirtum",NA,NA
"RocailleK04","221466","Paeonia x tenuifolia ‘Early Scout’","Paeonia tenuifolia 'Hybrida'",NA,NA
"RocailleK04","221465","","Erodium sp.",NA,NA
"RocailleK04","221467","","Geranium sp.",NA,NA
"RocailleK04","221468","Scutellaria albida","Scutellaria albida","Scutellaria","Lamiaceae"
"RocailleK04","222075","Parapimpinella siifolia","Pimpinella siifolia","Parapimpinella","Apiaceae"
"RocailleK04","222076","Veronica spicata subsp. incana","Veronica spicata subsp. incana","Veronica","Plantaginaceae"
"RocailleK04","222077","Allium neapolitanum","Allium neapolitanum","Allium","Amaryllidaceae"
"RocailleK04","222078","Gladiolus communis","Gladiolus communis subsp. bysantinus","Gladiolus","Iridaceae"
"RocailleK05","218074","Daphne sericea","Daphne sericea","Daphne","Thymelaeaceae"
"RocailleK05","221462","Paeonia tenuifolia","Paeonia tenuifolia","Paeonia","Paeoniaceae"
"RocailleK06","200249","Geranium endressii","Geranium endressi","Geranium","Geraniaceae"
"RocailleK06","200295","Saponaria caespitosa","Saponaria caespitosa","Saponaria","Caryophyllaceae"
"RocailleK07","882919","Erinacea anthyllis","Erinacea anthylis","Erinacea","Fabaceae"
"RocailleK07","221178","Globularia nudicaulis","Globularia nudicaulis","Globularia","Plantaginaceae"
"RocailleK07","90787","Glandora oleifolia","Lithodora oleifolia (Lapeyr.) Griseb.","Glandora","Boraginaceae"
"RocailleK07","200227","Saxifraga umbrosa","Saxifraga umbrosa","Saxifraga","Saxifragaceae"
"RocailleK07","206846","Eryngium bourgatii","Eryngium bourgatti","Eryngium","Apiaceae"
"RocailleK07","221453","Brunnera macrophylla","Brunnera macrophylla","Brunnera","Boraginaceae"
"RocailleK07","221456","Erodium manescavi","Erodium manescavi","Erodium","Geraniaceae"
"RocailleK07","221458","Potentilla pyrenaica","Potentilla pyrenaica","Potentilla","Rosaceae"
"RocailleK07","221459","Teucrium pyrenaicum","Teucrium pyrenaicum","Teucrium","Lamiaceae"
"RocailleK07","221469","Teucrium chamaedrys","Teucrium chamaedrys","Teucrium","Lamiaceae"
"RocailleK07","221470","","Helianthemum sp.",NA,NA
"RocailleK07","221471","Geum pyrenaicum","Geum pyrenaicum","Geum","Rosaceae"
"RocailleK07","221472","Echinospartum horridum","Echinospermum horridum","Echinospartum","Fabaceae"
"RocailleK07","221471","Geum pyrenaicum","Geum pyrenaicum","Geum","Rosaceae"
"RocailleK07","200474","Listera ovata","Listera ovata (L.) R. Br.","Listera","Orchidaceae"
"RocailleK07","215323","Globularia nudicaulis","Globularia nudicaulis","Globularia","Plantaginaceae"
"RocailleK07","221550","Digitalis grandiflora","Digitalis grandiflora","Digitalis","Plantaginaceae"
"RocailleK07","221406","Saxifraga umbrosa","Saxifraga umbrosa","Saxifraga","Saxifragaceae"
"RocailleK07","96747","Adonis amurensis","Adonis amurensis Regel et Radde","Adonis","Ranunculaceae"
"RocailleK07","221453","Brunnera macrophylla","Brunnera macrophylla","Brunnera","Boraginaceae"
"RocailleK07","221295","Hypericum balearicum","Hypericum balearicum","Hypericum","Hypericaceae"
"RocailleK07","221883","Acis ionica","Acis ionica","Acis","Amaryllidaceae"
"RocailleK07","221884","Genista hispanica","Genista hispanica","Genista","Fabaceae"
"RocailleK07","221885","Sideritis hyssopifolia","Sideritis hyssopifolia","Sideritis","Lamiaceae"
"RocailleK07","221456","Erodium manescavi","Erodium manescavi","Erodium","Geraniaceae"
"RocailleK07","221547","Erysimum ochroleucum","Erysimum  ochroleucon","Erysimum","Brassicaceae"
"RocailleK07","221311","Hypericum balearicum","Hypericum balearicum","Hypericum","Hypericaceae"
"RocailleK07","221245","Cneorum tricoccon","Cneorum tricoccon","Cneorum","Rutaceae"
"RocailleK07","221306","","Phlomis
 lychnitis",NA,NA
"RocailleK08","216697","Asphodelus albus","Asphodelus albus Willd","Asphodelus","Asphodelaceae"
"RocailleK10","861482","Globularia gracilis","Globularia gracilis Rouy & J. richter","Globularia","Plantaginaceae"
"RocailleK10","205698","Prunella grandiflora subsp. pyrenaica","Prunella grandiflora subsp. pyrenaica ","Prunella","Lamiaceae"
"RocailleL00","205869","Geranium renardii","Geranium renardii","Geranium","Geraniaceae"
"RocailleL00","217071","Incarvillea olgae","Incarvillea olgae","Incarvillea","Bignoniaceae"
"RocailleL00","221179","Nonea lutea","Norea lutea","Nonea","Boraginaceae"
"RocailleL00","202226","Lychnis viscaria subsp. atropurpurea","Viscaria sartorii","Lychnis","Caryophyllaceae"
"RocailleL00","205704","Centaurea simplicicaulis","Centaurea simplicaulis","Centaurea","Asteraceae"
"RocailleL00","202098","Verbascum speciosum","Verbascum speciosum","Verbascum","Scrophulariaceae"
"RocailleL00","96741","Dracocephalum grandiflorum","Dracocephalum grandiflorum","Dracocephalum","Lamiaceae"
"RocailleL00","205929","Sedum cepaea","Sedum sp","Sedum","Crassulaceae"
"RocailleL00","202207","Crocus ancyrensis","Crocus ancyrensis","Crocus","Iridaceae"
"RocailleL00","205870","","Iris sp.",NA,NA
"RocailleL00","696968","Papaver orientale","Papaver orientalis","Papaver","Papaveraceae"
"RocailleL00","205925","Arenaria gypsophiloides","Arenaria gypsophilloides","Arenaria","Caryophyllaceae"
"RocailleL00","205930","Epipactis palustris","Epipactis palustris","Epipactis","Orchidaceae"
"RocailleL00","202258","","Dianthus sp.",NA,NA
"RocailleL00","205711","Incarvillea olgae","Incarvillea olgae","Incarvillea","Bignoniaceae"
"RocailleL00","202817","","Sedum ",NA,NA
"RocailleL00","205872","Phedimus aizoon","Sedum aizoon","Phedimus","Crassulaceae"
"RocailleL00","205926","Acantholimon ulicinum","Acantholimon ","Acantholimon","Plumbaginaceae"
"RocailleL00","202259","","Dianthus ou Armeria ",NA,NA
"RocailleL00","205927","Crocus kotschyanus f. flora-alba","Crocus kotchyanus f. flore-albo ",NA,NA
"RocailleL00","205931","Minuartia imbricata","Minuartia imbricata","Minuartia","Caryophyllaceae"
"RocailleL00","202209","Nepeta transcapia","Nepeta transcapia",NA,NA
"RocailleL00","205521","Crocus kotschyanus","Crocus kotschyanus subsp. kotschyanus ","Crocus","Iridaceae"
"RocailleL00","205521","Crocus kotschyanus","Crocus kotschyanus subsp. kotschyanus ","Crocus","Iridaceae"
"RocailleL00","205928","Iris pumila var. citrina","Iris pumila var. citrina ",NA,NA
"RocailleL00","872428","Dryas grandis","Dryas grandis","Dryas","Rosaceae"
"RocailleL00","202261","","Sedum populifolium",NA,NA
"RocailleL00","92019","Dianthus viscidus","Dianthus viscidus Bory &Chaub.","Dianthus","Caryophyllaceae"
"RocailleL00","84596","Dracocephalum nutans","Dracocephalum nutans L.","Dracocephalum","Lamiaceae"
"RocailleL00","201030","Campanula aucheri","Campanula aucheri","Campanula","Campanulaceae"
"RocailleL00","96696","Androsace sempervivoides","Androsace sempervivoides","Androsace","Primulaceae"
"RocailleL00","205874","Stachys lavandulifolia","Stachys lavandulifolia","Stachys","Lamiaceae"
"RocailleL00","815063","Silene saxatilis","Silene saxatilis","Silene","Caryophyllaceae"
"RocailleL00","202263","Pulsatilla vulgaris","Pulsatilla ucrainica","Pulsatilla","Ranunculaceae"
"RocailleL00","205713","Scutellaria orientalis","Scutellaria orientalis","Scutellaria","Lamiaceae"
"RocailleL00","211056","Penstemon azureus","Penstemon  azureus Benth.","Penstemon","Plantaginaceae"
"RocailleL00","84564","Acantholimon sp.","Acantholimon sp.",NA,NA
"RocailleL00","96685","Veronica petraea","Veronica petraea","Veronica","Plantaginaceae"
"RocailleL00","94083","Dianthus haematocalyx subsp. pindicola","Dianthus haemathocalyx subsp. pindicola ","Dianthus","Caryophyllaceae"
"RocailleL00","205910","Genista ovata","Genista ovata W. & K.","Genista","Fabaceae"
"RocailleL00","202265","Salvia aethiopis","Salvia aethiopis","Salvia","Lamiaceae"
"RocailleL00","626809","Geranium albiflorum","Geranium albiflorum","Geranium","Geraniaceae"
"RocailleL00","202214","Ramonda nathaliae","Ramonda nathaliae","Ramonda","Gesneriaceae"
"RocailleL00","202266","Tulipa humilis","Tulipa humilis","Tulipa","Liliaceae"
"RocailleL00","205912","","Antennaria sp.",NA,NA
"RocailleL00","205934","Serratula seoanei","Centaurea bella","Serratula","Asteraceae"
"RocailleL00","202267","Bellevalia wilhelmsii","Bellevalia wilhelmsii ","Bellevalia","Asparagaceae"
"RocailleL00","205913","Aster sibiricus","Aster sibiricus","Aster","Asteraceae"
"RocailleL00","205935","Crocus angustifolius","Crocus angustifolius West.","Crocus","Iridaceae"
"RocailleL00","202268","Anthemis marschalliana","Anthemis marchalliana","Anthemis","Asteraceae"
