Is Dead;Accession Number;Catalogue Number;Accepted Name;TaxonomicName;Genus;Family;Provenance Code;Legacy Provenance Code;Country ISO;Last Seen On
ALIVE;1987-3615;K:LCD-1987-3615*3;Melaleuca citrina;Melaleuca citrina;Melaleuca;Myrtaceae;;N - Natural Source and Progeny;Australia;01-10-2024
ALIVE;1998-1589;K:LCD-1998-1589*2;Sophora fulvida;Sophora fulvida;Sophora;Fabaceae;;N - Natural Source and Progeny;New Zealand;08-11-2023
ALIVE;1989-3957;K:LCD-1989-3957*1;Elaeocarpus sylvestris;Elaeocarpus sylvestris;Elaeocarpus;Elaeocarpaceae;;N - Natural Source and Progeny;Japan;22-05-2024
ALIVE;1988-1037;K:LCD-1988-1037*5;Leptospermum lanigerum;Leptospermum lanigerum;Leptospermum;Myrtaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;1985-8120;K:LCD-1985-8120*2;Clematicissus striata;Cissus striata;Cissus;Vitaceae;;N - Natural Source and Progeny;Chile;19-02-2024
ALIVE;1997-4570;K:LCD-1997-4570*3;Drosera capensis;Drosera capensis;Drosera;Droseraceae;;;;15-02-2024
ALIVE;1985-8135;K:LCD-1985-8135*4;Escallonia alpina;Escallonia alpina;Escallonia;Escalloniaceae;;N - Natural Source and Progeny;Chile;08-02-2024
ALIVE;2008-1427;K:LCD-2008-1427*1;Widdringtonia schwarzii;Widdringtonia schwarzii;Widdringtonia;Cupressaceae;;;;23-06-2022
ALIVE;1953-28801;K:LCD-1953-28801*4;Camellia reticulata;Camellia reticulata;Camellia;Theaceae;;;;02-01-2025
ALIVE;1973-1850;K:LCD-1973-1850*1;Brunfelsia australis;Brunfelsia australis;Brunfelsia;Solanaceae;;N - Natural Source and Progeny;Argentina;13-02-2024
ALIVE;1959-65110;K:LCD-1959-65110*2;Serissa japonica;Serissa japonica;Serissa;Rubiaceae;;;;20-05-2024
ALIVE;1985-1973;K:LCD-1985-1973*6;Rhododendron formosum;Rhododendron formosum;Rhododendron;Ericaceae;;;;21-05-2024
ALIVE;1994-3802;K:LCD-1994-3802*2;Cordyline cannifolia;Cordyline cannifolia;Cordyline;Asparagaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2017-1707;K:LCD-2017-1707*2;Melaleuca pityoides;Melaleuca pityoides;Melaleuca;Myrtaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2007-2434;K:LCD-2007-2434*2;Jasminum multipartitum;Jasminum multipartitum;Jasminum;Oleaceae;;;;11-06-2024
ALIVE;1973-12658;K:LCD-1973-12658*2;;Brunfelsia pauciflora 'Eximia';Brunfelsia;Solanaceae;;;;19-02-2024
ALIVE;2018-608;K:LCD-2018-608*2;Lysionotus pauciflorus;Lysionotus pauciflorus;Lysionotus;Gesneriaceae;;N - Natural Source and Progeny;Vietnam;20-01-2025
ALIVE;2001-3187;K:LCD-2001-3187*3;Drypetes integerrima;Drypetes integerrima;Drypetes;Putranjivaceae;;;Japan;20-05-2024
ALIVE;2003-2910;K:LCD-2003-2910*4;Banksia integrifolia subsp. integrifolia;Banksia integrifolia subsp. integrifolia;Banksia;Proteaceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;2001-566;K:LCD-2001-566*3;Echium pininana;Echium pininana;Echium;Boraginaceae;;N - Natural Source and Progeny;Spain;29-05-2024
ALIVE;2016-957;K:LCD-2016-957*1;Babiana fragrans;Babiana fragrans;Babiana;Iridaceae;;;;23-08-2023
ALIVE;1961-35201;K:LCD-1961-35201*3;Ficus obliqua;Ficus obliqua;Ficus;Moraceae;;;;28-12-2024
ALIVE;1982-537;K:LCD-1982-537*2;Simmondsia chinensis;Simmondsia chinensis;Simmondsia;Simmondsiaceae;;N - Natural Source and Progeny;United States;29-07-2022
ALIVE;2000-2121;K:LCD-2000-2121*3;Encephalartos altensteinii;Encephalartos altensteinii;Encephalartos;Zamiaceae;;;;21-02-2024
ALIVE;2018-120;K:LCD-2018-120*2;Oxalis megalorrhiza;Oxalis succulenta;Oxalis;Oxalidaceae;;;Peru;09-01-2025
ALIVE;1967-4501;K:LCD-1967-4501*4;Rhododendron laetum;Rhododendron laetum;Rhododendron;Ericaceae;;;;22-09-2023
ALIVE;2019-1236;K:LCD-2019-1236*1;Rhododendron veitchianum;Rhododendron veitchianum;Rhododendron;Ericaceae;;;Burma;18-07-2024
ALIVE;1949-39004;K:LCD-1949-39004*3;Prostanthera ovalifolia;Prostanthera ovalifolia;Prostanthera;Lamiaceae;;;;02-01-2025
ALIVE;1998-3004;K:LCD-1998-3004*1;Clivia nobilis;Clivia nobilis;Clivia;Amaryllidaceae;;;South Africa;23-06-2022
ALIVE;1971-1046;K:LCD-1971-1046*1;Pittosporum fairchildii;Pittosporum fairchildii;Pittosporum;Pittosporaceae;;N - Natural Source and Progeny;New Zealand;28-05-2024
ALIVE;2015-1504;K:LCD-2015-1504*2;Brassaiopsis;Brassaiopsis;Brassaiopsis;Araliaceae;;N - Natural Source and Progeny;Vietnam;20-05-2024
ALIVE;2016-992;K:LCD-2016-992*2;Melicytus crassifolius;Hymenanthera crassifolia;Hymenanthera;Violaceae;;;;08-11-2023
ALIVE;1946-18402;K:LCD-1946-18402*1;Saurauia;Saurauia;Saurauia;Actinidiaceae;;N - Natural Source and Progeny;;20-01-2025
ALIVE;1997-5944;K:LCD-1997-5944*1;Vitex lucens;Vitex lucens;Vitex;Lamiaceae;;N - Natural Source and Progeny;New Zealand;02-01-2025
ALIVE;2014-2043;K:LCD-2014-2043*5;;Brugmansia 'Salmon Perfektion';Brugmansia;Solanaceae;;;;13-02-2024
ALIVE;2021-142;K:LCD-2021-142*3;Alsophila smithii;Cyathea smithii;Cyathea;Cyatheaceae;;;;04-07-2024
ALIVE;2018-1883;K:LCD-2018-1883*1;Worsleya procera;Worsleya procera;Worsleya;Amaryllidaceae;;;Brazil;22-02-2024
ALIVE;2015-1678;K:LCD-2015-1678*1;Microlepia speluncae;Microlepia speluncae;Microlepia;Dennstaedtiaceae;;N - Natural Source and Progeny;Vietnam;20-05-2024
ALIVE;1973-21110;K:LCD-1973-21110*4;;Aspidistra elatior 'Variegata';Aspidistra;Asparagaceae;;;;24-05-2024
ALIVE;2015-388;K:LCD-2015-388*7;Deppea splendens;Deppea splendens;Deppea;Rubiaceae;;;;19-02-2024
ALIVE;1970-2112;K:LCD-1970-2112*1;Cryptocarya triplinervis;Cryptocarya triplinervis;Cryptocarya;Lauraceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2017-1721;K:LCD-2017-1721*1;Eucomis vandermerwei;Eucomis vandermerwei;Eucomis;Asparagaceae;;;;22-10-2024
ALIVE;1985-780;K:LCD-1985-780*1;Baloghia inophylla;Baloghia inophylla;Baloghia;Euphorbiaceae;;N - Natural Source and Progeny;Norfolk Island;28-12-2024
ALIVE;1973-21640;K:LCD-1973-21640*1;Encephalartos altensteinii;Encephalartos altensteinii;Encephalartos;Zamiaceae;;;;21-02-2024
ALIVE;2000-1737;K:LCD-2000-1737*3;Drynaria meyeniana;Aglaomorpha meyeniana;Aglaomorpha;Polypodiaceae;;;Philippines;21-02-2023
ALIVE;1994-3001;K:LCD-1994-3001*1;Stephanotis floribunda;Stephanotis floribunda;Stephanotis;Apocynaceae;;N - Natural Source and Progeny;Madagascar;08-08-2024
ALIVE;2001-83;K:LCD-2001-83*2;Canna indica;Canna indica;Canna;Cannaceae;;N - Natural Source and Progeny;Japan;28-11-2024
ALIVE;2015-622;K:LCD-2015-622*1;Boehmeria virgata subsp. macrophylla;Boehmeria macrophylla;Boehmeria;Urticaceae;;N - Natural Source and Progeny;Vietnam;20-05-2024
ALIVE;2006-1925;K:LCD-2006-1925*1;Jubaea chilensis;Jubaea chilensis;Jubaea;Arecaceae;;;;07-02-2024
ALIVE;1959-65110;K:LCD-1959-65110*1;Serissa japonica;Serissa japonica;Serissa;Rubiaceae;;;;01-10-2024
ALIVE;1938-27003;K:LCD-1938-27003*1;Trithrinax campestris;Trithrinax campestris;Trithrinax;Arecaceae;;;;29-01-2024
ALIVE;2017-1707;K:LCD-2017-1707*3;Melaleuca pityoides;Melaleuca pityoides;Melaleuca;Myrtaceae;;N - Natural Source and Progeny;Australia;18-07-2024
ALIVE;1978-6211;K:LCD-1978-6211*2;Rhododendron simsii;Rhododendron simsii;Rhododendron;Ericaceae;;;;24-05-2024
ALIVE;1984-2108;K:LCD-1984-2108*2;Lantana camara;Lantana camara;Lantana;Verbenaceae;;N - Natural Source and Progeny;Honduras;08-02-2024
ALIVE;1975-1250;K:LCD-1975-1250*1;Astelia menziesiana;Astelia menziesiana;Astelia;Asteliaceae;;N - Natural Source and Progeny;United States;04-07-2022
ALIVE;1987-8070;K:LCD-1987-8070*5;Argyrodendron peralatum;Argyrodendron peralatum;Argyrodendron;Malvaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;1992-2097;K:LCD-1992-2097*4;Begonia gehrtii;Begonia gehrtii;Begonia;Begoniaceae;;;;09-01-2025
ALIVE;1970-4816;K:LCD-1970-4816*1;Diospyros lycioides subsp. sericea;Diospyros lycioides subsp. sericea;Diospyros;Ebenaceae;;N - Natural Source and Progeny;South Africa;14-02-2024
ALIVE;2003-2466;K:LCD-2003-2466*6;Streptosolen jamesonii;Streptosolen jamesonii;Streptosolen;Solanaceae;;;;08-02-2024
ALIVE;1984-2355;K:LCD-1984-2355*2;Hardenbergia comptoniana;Hardenbergia comptoniana;Hardenbergia;Fabaceae;;;;28-12-2024
ALIVE;1969-51198;K:LCD-1969-51198*1;Asparagus ramosissimus;Asparagus ramosissimus;Asparagus;Asparagaceae;;;;21-02-2024
ALIVE;1971-3007;K:LCD-1971-3007*2;Jasminum abyssinicum;Jasminum abyssinicum;Jasminum;Oleaceae;;N - Natural Source and Progeny;Kenya;17-08-2023
ALIVE;1978-4468;K:LCD-1978-4468*2;Hypericum aegypticum subsp. maroccanum;Hypericum aegypticum subsp. maroccanum;Hypericum;Hypericaceae;;;Morocco;29-05-2024
ALIVE;1972-6329;K:LCD-1972-6329*1;Persicaria capitata;Persicaria capitata;Persicaria;Polygonaceae;;N - Natural Source and Progeny;Nepal;02-01-2025
ALIVE;1983-4887;K:LCD-1983-4887*2;;Rhapis excelsa 'Daruma';Rhapis;Arecaceae;;;;20-05-2024
ALIVE;1961-23001;K:LCD-1961-23001*3;Strobilanthes pentastemonoides;Goldfussia pentastemonoides;Goldfussia;Acanthaceae;;;;20-01-2025
ALIVE;1962-43701;K:LCD-1962-43701*2;Berberis napaulensis var. napaulensis;Mahonia acanthifolia;Mahonia;Berberidaceae;;;;17-10-2023
ALIVE;2017-1708;K:LCD-2017-1708*3;Melaleuca virens;Melaleuca virens;Melaleuca;Myrtaceae;;;;17-10-2023
ALIVE;1985-4556;K:LCD-1985-4556*2;Heptapleurum bodinieri;Schefflera bodinieri;Schefflera;Araliaceae;;N - Natural Source and Progeny;China;24-05-2024
ALIVE;1991-52;K:LCD-1991-52*1;Acacia decora;Acacia decora;Acacia;Fabaceae;;N - Natural Source and Progeny;Australia;18-07-2024
ALIVE;2014-810;K:LCD-2014-810*3;Agapetes serpens;Agapetes serpens;Agapetes;Ericaceae;;;;02-01-2025
ALIVE;2001-3389;K:LCD-2001-3389*1;Erica glandulosa;Erica glandulosa;Erica;Ericaceae;;;;22-10-2024
ALIVE;1969-17836;K:LCD-1969-17836*1;Encephalartos altensteinii;Encephalartos altensteinii;Encephalartos;Zamiaceae;;;;21-02-2024
ALIVE;1987-3615;K:LCD-1987-3615*5;Melaleuca citrina;Melaleuca citrina;Melaleuca;Myrtaceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;1998-3000;K:LCD-1998-3000*1;Clivia miniata;Clivia miniata;Clivia;Amaryllidaceae;;;South Africa;09-01-2025
ALIVE;1997-7421;K:LCD-1997-7421*4;Impatiens zombensis;Impatiens zombensis;Impatiens;Balsaminaceae;;;;28-11-2024
ALIVE;1998-3002;K:LCD-1998-3002*1;Clivia miniata;Clivia miniata;Clivia;Amaryllidaceae;;;South Africa;10-09-2024
ALIVE;1987-2572;K:LCD-1987-2572*2;;Rhapis excelsa 'Tenzan';Rhapis;Arecaceae;;;;20-05-2024
ALIVE;2012-1044;K:LCD-2012-1044*1;Jacaranda mimosifolia;Jacaranda mimosifolia;Jacaranda;Bignoniaceae;;;;07-02-2024
ALIVE;1985-4616;K:LCD-1985-4616*1;Phyllanthus puber;Glochidion puberum;Glochidion;Phyllanthaceae;;N - Natural Source and Progeny;China;24-05-2024
ALIVE;1979-1763;K:LCD-1979-1763*1;Rhododendron ciliicalyx;Rhododendron ciliicalyx;Rhododendron;Ericaceae;;;;24-05-2024
ALIVE;1967-41106;K:LCD-1967-41106*1;Plectranthus ambiguus;Plectranthus ambiguus;Plectranthus;Lamiaceae;;;;21-06-2022
ALIVE;1965-75315;K:LCD-1965-75315*1;Cuphea hyssopifolia;Cuphea hyssopifolia;Cuphea;Lythraceae;;;;28-11-2024
ALIVE;2018-612;K:LCD-2018-612*2;Phymatosorus cuspidatus;Microsorum cuspidatum;Microsorum;Polypodiaceae;;N - Natural Source and Progeny;Vietnam;20-01-2025
ALIVE;1991-2311;K:LCD-1991-2311*2;Begonia grandis subsp. sinensis;Begonia grandis subsp. sinensis;Begonia;Begoniaceae;;N - Natural Source and Progeny;China;01-10-2024
ALIVE;2020-1006;K:LCD-2020-1006*3;Sonchus fruticosus;Sonchus fruticosus;Sonchus;Asteraceae;;;;18-04-2024
ALIVE;1949-39004;K:LCD-1949-39004*6;Prostanthera ovalifolia;Prostanthera ovalifolia;Prostanthera;Lamiaceae;;;;13-02-2024
ALIVE;1984-2337;K:LCD-1984-2337*2;Diplazium filamentosum;Diplazium nigropaleaceum;Diplazium;Aspleniaceae;;N - Natural Source and Progeny;Saint Helena, Ascension, and Tristan da Cunha;28-07-2022
ALIVE;1965-69602;K:LCD-1965-69602*2;Cestrum nocturnum;Cestrum nocturnum;Cestrum;Solanaceae;;;;08-02-2024
ALIVE;1960-46401;K:LCD-1960-46401*1;Trevesia palmata;Trevesia palmata;Trevesia;Araliaceae;;;;20-01-2025
ALIVE;1973-12142;K:LCD-1973-12142*1;Maurocenia frangula;Maurocenia frangula;Maurocenia;Celastraceae;;;;14-02-2024
ALIVE;1977-3212;K:LCD-1977-3212*2;Gymnosporia royleana;Maytenus royleana;Maytenus;Celastraceae;;N - Natural Source and Progeny;Yemen;20-01-2025
ALIVE;2000-4131;K:LCD-2000-4131*5;Banksia montana;Banksia montana;Banksia;Proteaceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;1973-12013;K:LCD-1973-12013*1;Adiantum hispidulum;Adiantum hispidulum;Adiantum;Pteridaceae;;;;27-07-2022
ALIVE;1978-6210;K:LCD-1978-6210*4;Rhododendron crassum;Rhododendron manipurense;Rhododendron;Ericaceae;;;;24-05-2024
ALIVE;1935-55201;K:LCD-1935-55201*2;Cyrtanthus falcatus;Cyrtanthus falcatus;Cyrtanthus;Amaryllidaceae;;;;29-02-2024
ALIVE;1969-5445;K:LCD-1969-5445*1;Kniphofia;Kniphofia;Kniphofia;Asphodelaceae;;N - Natural Source and Progeny;South Africa;13-02-2024
ALIVE;1979-1764;K:LCD-1979-1764*2;Rhododendron formosum;Rhododendron formosum;Rhododendron;Ericaceae;;;;28-05-2024
ALIVE;1946-11501;K:LCD-1946-11501*2;Pseudopanax lessonii;Pseudopanax lessonii;Pseudopanax;Araliaceae;;;;27-03-2024
ALIVE;1986-3018;K:LCD-1986-3018*3;Chuniophoenix nana;Chuniophoenix nana;Chuniophoenix;Arecaceae;;;;24-05-2024
ALIVE;2010-2373;K:LCD-2010-2373*3;Rhopalostylis sapida;Rhopalostylis sapida;Rhopalostylis;Arecaceae;;;New Zealand;27-03-2024
ALIVE;1988-5298;K:LCD-1988-5298*2;Dendrocalamus hamiltonii;Dendrocalamus hamiltonii;Dendrocalamus;Poaceae;;;India;22-05-2024
ALIVE;2009-2213;K:LCD-2009-2213*1;Butia capitata;Butia capitata;Butia;Arecaceae;;;;29-01-2024
ALIVE;1952-42101;K:LCD-1952-42101*1;Pittosporum multiflorum;Pittosporum multiflorum;Pittosporum;Pittosporaceae;;;;28-12-2024
ALIVE;1981-4896;K:LCD-1981-4896*2;Phragmipedium longifolium;Phragmipedium longifolium;Phragmipedium;Orchidaceae;;;;08-02-2024
ALIVE;1973-1869;K:LCD-1973-1869*1;Brugmansia aurea;Brugmansia aurea;Brugmansia;Solanaceae;;N - Natural Source and Progeny;Ecuador;06-02-2024
ALIVE;1969-50088;K:LCD-1969-50088*5;Strobilanthes glutinosa;Strobilanthes glutinosa;Strobilanthes;Acanthaceae;;;;02-01-2025
ALIVE;1955-57401;K:LCD-1955-57401*2;Crocosmia masoniorum;Crocosmia masoniorum;Crocosmia;Iridaceae;;;;25-02-2024
ALIVE;1997-6314;K:LCD-1997-6314*1;Inga insignis;Inga insignis;Inga;Fabaceae;;N - Natural Source and Progeny;Ecuador;06-02-2024
ALIVE;2015-1934;K:LCD-2015-1934*1;Alyxia ruscifolia;Alyxia ruscifolia;Alyxia;Apocynaceae;;N - Natural Source and Progeny;Australia;04-07-2022
ALIVE;2014-1974;K:LCD-2014-1974*5;Metrosideros excelsa;Metrosideros tomentosa;Metrosideros;Myrtaceae;;;New Zealand;27-03-2024
ALIVE;1970-2756;K:LCD-1970-2756*3;Metrosideros nervulosa;Metrosideros nervulosa;Metrosideros;Myrtaceae;;;Australia;13-03-2024
ALIVE;1997-4481;K:LCD-1997-4481*1;Chamaedorea elegans;Chamaedorea elegans;Chamaedorea;Arecaceae;;N - Natural Source and Progeny;Mexico;29-07-2022
ALIVE;2005-2053;K:LCD-2005-2053*4;Dioon spinulosum;Dioon spinulosum;Dioon;Zamiaceae;;;;01-02-2024
ALIVE;2001-3621;K:LCD-2001-3621*1;Erica canaliculata;Erica canaliculata;Erica;Ericaceae;;;;09-01-2025
ALIVE;1978-1733;K:LCD-1978-1733*1;Viola jalapaensis;Viola jalapaensis;Viola;Violaceae;;N - Natural Source and Progeny;Mexico;28-11-2024
ALIVE;1973-13238;K:LCD-1973-13238*1;Lastreopsis hispida;Lastreopsis hispida;Lastreopsis;Polypodiaceae;;;;27-03-2024
ALIVE;1973-6402;K:LCD-1973-6402*1;Tulbaghia capensis;Tulbaghia capensis;Tulbaghia;Amaryllidaceae;;N - Natural Source and Progeny;South Africa;07-02-2024
ALIVE;1969-17399;K:LCD-1969-17399*5;Strelitzia reginae;Strelitzia reginae;Strelitzia;Strelitziaceae;;;;15-02-2024
ALIVE;2015-2857;K:LCD-2015-2857*1;Banksia integrifolia;Banksia integrifolia;Banksia;Proteaceae;;;Australia;17-10-2023
ALIVE;1986-3620;K:LCD-1986-3620*1;Astelia banksii;Astelia banksii;Astelia;Asteliaceae;;;New Zealand;02-01-2025
ALIVE;1984-143;K:LCD-1984-143*2;Commidendrum robustum;Commidendrum robustum;Commidendrum;Asteraceae;;N - Natural Source and Progeny;Saint Helena, Ascension, and Tristan da Cunha;24-05-2024
ALIVE;1985-8273;K:LCD-1985-8273*3;Luculia gratissima;Luculia gratissima;Luculia;Rubiaceae;;N - Natural Source and Progeny;Nepal;02-01-2025
ALIVE;1989-4047;K:LCD-1989-4047*2;Neolitsea sericea;Neolitsea sericea;Neolitsea;Lauraceae;;N - Natural Source and Progeny;Japan;22-05-2024
ALIVE;2003-1209;K:LCD-2003-1209*2;Psidium cattleyanum;Psidium cattleyanum;Psidium;Myrtaceae;;;;29-01-2024
ALIVE;2001-3657;K:LCD-2001-3657*2;;Fuchsia 'Firecracker';Fuchsia;Onagraceae;;;;09-01-2025
ALIVE;1996-382;K:LCD-1996-382*1;;Trochetiopsis erythroxylon × ebenus;Trochetiopsis;Malvaceae;;;;24-05-2024
ALIVE;1976-3526;K:LCD-1976-3526*3;Adiantum hispidulum;Adiantum hispidulum;Adiantum;Pteridaceae;;N - Natural Source and Progeny;Philippines;24-05-2024
ALIVE;1969-51862;K:LCD-1969-51862*1;Ficus erecta;Ficus erecta;Ficus;Moraceae;;;;20-05-2024
ALIVE;1998-3484;K:LCD-1998-3484*2;Pelargonium inquinans;Pelargonium inquinans;Pelargonium;Geraniaceae;;;;21-06-2022
ALIVE;1973-12446;K:LCD-1973-12446*1;Phymosia umbellata;Phymosia umbellata;Phymosia;Malvaceae;;;;08-02-2024
ALIVE;1983-4888;K:LCD-1983-4888*1;;Rhapis excelsa 'Kodaruma';Rhapis;Arecaceae;;;;21-05-2024
ALIVE;1988-8612;K:LCD-1988-8612*1;Litsea cubeba;Litsea cubeba;Litsea;Lauraceae;;N - Natural Source and Progeny;China;21-05-2024
ALIVE;1973-21634;K:LCD-1973-21634*3;Roldana petasitis;Roldana petasitis;Roldana;Asteraceae;;;;19-02-2024
ALIVE;2020-982;K:LCD-2020-982*3;Iochroma fuchsioides;Iochroma fuchsioides;Iochroma;Solanaceae;;;;29-05-2024
ALIVE;1969-5426;K:LCD-1969-5426*1;Clivia gardenii;Clivia gardenii;Clivia;Amaryllidaceae;;N - Natural Source and Progeny;;08-08-2024
ALIVE;1997-5591;K:LCD-1997-5591*1;Tecoma stans;Tecoma stans;Tecoma;Bignoniaceae;;N - Natural Source and Progeny;Peru;19-02-2024
ALIVE;1978-4489;K:LCD-1978-4489*2;Phyllanthus purpusii;Phyllanthus purpusii;Phyllanthus;Phyllanthaceae;;N - Natural Source and Progeny;Mexico;25-07-2022
ALIVE;1973-1850;K:LCD-1973-1850*3;Brunfelsia australis;Brunfelsia australis;Brunfelsia;Solanaceae;;N - Natural Source and Progeny;Argentina;08-02-2024
ALIVE;2010-2373;K:LCD-2010-2373*4;Rhopalostylis sapida;Rhopalostylis sapida;Rhopalostylis;Arecaceae;;;New Zealand;27-03-2024
ALIVE;2015-388;K:LCD-2015-388*3;Deppea splendens;Deppea splendens;Deppea;Rubiaceae;;;;09-01-2025
ALIVE;1989-3463;K:LCD-1989-3463*2;Fuchsia coccinea;Fuchsia coccinea;Fuchsia;Onagraceae;;;;18-07-2024
ALIVE;1987-8058;K:LCD-1987-8058*1;Ripogonum album;Ripogonum album;Ripogonum;Ripogonaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2008-3079;K:LCD-2008-3079*2;Scadoxus membranaceus;Scadoxus membranaceus;Scadoxus;Amaryllidaceae;;N - Natural Source and Progeny;South Africa;08-08-2024
ALIVE;1973-12489;K:LCD-1973-12489*1;Strelitzia nicolai;Strelitzia nicolai;Strelitzia;Strelitziaceae;;;;21-06-2022
ALIVE;2000-1493;K:LCD-2000-1493*5;Correa alba;Correa alba;Correa;Rutaceae;;;;28-12-2024
ALIVE;1981-2577;K:LCD-1981-2577*1;Ruizia mauritiana;Ruizia mauritiana;Ruizia;Malvaceae;;N - Natural Source and Progeny;Mauritius;05-09-2023
ALIVE;1978-6242;K:LCD-1978-6242*1;Saxifraga stolonifera;Saxifraga stolonifera;Saxifraga;Saxifragaceae;;N - Natural Source and Progeny;China;21-05-2024
ALIVE;2008-1423;K:LCD-2008-1423*1;Wachendorfia thyrsiflora;Wachendorfia thyrsiflora;Wachendorfia;Haemodoraceae;;;;18-08-2023
ALIVE;1967-34901;K:LCD-1967-34901*1;Cartrema floridana;Osmanthus americanus var. megacarpus;Osmanthus;Oleaceae;;N - Natural Source and Progeny;United States;25-07-2022
ALIVE;2018-913;K:LCD-2018-913*1;Luculia pinceana;Luculia pinceana;Luculia;Rubiaceae;;N - Natural Source and Progeny;Vietnam;02-01-2025
ALIVE;1986-3623;K:LCD-1986-3623*3;Ceodes umbellifera;Pisonia umbellifera;Pisonia;Nyctaginaceae;;;;02-01-2025
ALIVE;1951-43701;K:LCD-1951-43701*3;;Fuchsia magellanica × lycioides;Fuchsia;Onagraceae;;;;19-07-2024
ALIVE;1982-1172;K:LCD-1982-1172*1;Iochroma calycinum;Iochroma calycinum;Iochroma;Solanaceae;;N - Natural Source and Progeny;Ecuador;08-02-2024
ALIVE;1992-1872;K:LCD-1992-1872*3;Salvia madrensis;Salvia madrensis;Salvia;Lamiaceae;;N - Natural Source and Progeny;Mexico;28-11-2024
ALIVE;1985-4475;K:LCD-1985-4475*1;Heptapleurum delavayi;Schefflera delavayi;Schefflera;Araliaceae;;N - Natural Source and Progeny;China;24-05-2024
ALIVE;2001-404;K:LCD-2001-404*1;Erica mammosa;Erica mammosa;Erica;Ericaceae;;;;19-02-2024
ALIVE;1969-19809;K:LCD-1969-19809*3;Rhaphiolepis indica;Rhaphiolepis indica;Rhaphiolepis;Rosaceae;;;;21-11-2024
ALIVE;1961-35201;K:LCD-1961-35201*2;Ficus obliqua;Ficus obliqua;Ficus;Moraceae;;;;28-12-2024
ALIVE;1967-34909;K:LCD-1967-34909*2;Jasminum tortuosum;Jasminum tortuosum;Jasminum;Oleaceae;;;;22-10-2024
ALIVE;1973-12085;K:LCD-1973-12085*3;Asplenium bulbiferum;Asplenium bulbiferum;Asplenium;Aspleniaceae;;;;27-03-2024
ALIVE;1984-5283;K:LCD-1984-5283*2;Fuchsia boliviana;Fuchsia boliviana;Fuchsia;Onagraceae;;N - Natural Source and Progeny;Mexico;01-08-2024
ALIVE;1981-2280;K:LCD-1981-2280*1;Pittosporum michiei;Pittosporum michiei;Pittosporum;Pittosporaceae;;N - Natural Source and Progeny;New Zealand;21-11-2024
ALIVE;1973-12262;K:LCD-1973-12262*2;;Cinnamomum camphora 'Variegata';Cinnamomum;Lauraceae;;;;24-05-2024
ALIVE;1925-63901;K:LCD-1925-63901*2;Osmanthus fragrans;Osmanthus fragrans;Osmanthus;Oleaceae;;;;24-05-2024
ALIVE;1963-23902;K:LCD-1963-23902*1;Cyperus polystachyos;Pycreus polystachyos;Pycreus;Cyperaceae;;;;18-08-2023
ALIVE;2015-2828;K:LCD-2015-2828*2;Salvia buchananii;Salvia buchananii;Salvia;Lamiaceae;;;;10-10-2024
ALIVE;1988-8807;K:LCD-1988-8807*1;;Correa 'Dusky Bells';Correa;Rutaceae;;;;02-01-2025
ALIVE;2008-2988;K:LCD-2008-2988*5;Mitraria coccinea;Mitraria coccinea;Mitraria;Gesneriaceae;;N - Natural Source and Progeny;Chile;11-09-2024
ALIVE;1963-44202;K:LCD-1963-44202*3;Felicia amelloides;Felicia amelloides;Felicia;Asteraceae;;;;09-01-2025
ALIVE;1971-2556;K:LCD-1971-2556*3;Selliguea plantaginea;Selliguea plantaginea;Selliguea;Polypodiaceae;;N - Natural Source and Progeny;Vanuatu;21-02-2023
ALIVE;1986-3596;K:LCD-1986-3596*1;Shawia solandri;Olearia solandri;Olearia;Asteraceae;;;New Zealand;08-11-2023
ALIVE;1980-234;K:LCD-1980-234*5;Rhododendron parryae;Rhododendron parryae;Rhododendron;Ericaceae;;;;13-02-2024
ALIVE;1982-1912;K:LCD-1982-1912*1;Sibthorpia peregrina;Sibthorpia peregrina;Sibthorpia;Plantaginaceae;;N - Natural Source and Progeny;Portugal;14-10-2024
ALIVE;1967-68003;K:LCD-1967-68003*5;Rhododendron dendricola;Rhododendron dendricola;Rhododendron;Ericaceae;;;;24-05-2024
ALIVE;2014-1514;K:LCD-2014-1514*3;Laurelia sempervirens;Laurelia sempervirens;Laurelia;Atherospermataceae;;N - Natural Source and Progeny;Chile;13-02-2024
ALIVE;1973-12529;K:LCD-1973-12529*1;Syzygium paniculatum;Syzygium paniculatum;Syzygium;Myrtaceae;;;;28-12-2024
ALIVE;1959-3404;K:LCD-1959-3404*1;;Citrus × aurantium 'Glen Red';Citrus;Rutaceae;;;;15-02-2024
ALIVE;1976-27502;K:LCD-1976-27502*1;Dietes grandiflora;Dietes grandiflora;Dietes;Iridaceae;;;;08-08-2024
