Is Dead;Accession Number;Catalogue Number;Accepted Name;TaxonomicName;Genus;Family;Provenance Code;Legacy Provenance Code;Country ISO;Last Seen On
ALIVE;2013-576;K:LCD-2013-576*3;Citrus hystrix;Citrus hystrix;Citrus;Rutaceae;;;;25-07-2025
ALIVE;2019-2286;K:LCD-2019-2286*6;Campanula kachethica;Campanula kachethica;Campanula;Campanulaceae;;N - Natural Source and Progeny;Georgia;16-07-2025
ALIVE;2018-917;K:LCD-2018-917*1;Rubiaceae;Rubiaceae;;Rubiaceae;;N - Natural Source and Progeny;Vietnam;16-07-2025
ALIVE;2010-568;K:LCD-2010-568*1;Magnolia × alba;Magnolia × alba;Magnolia;Magnoliaceae;;;Mexico;16-07-2025
ALIVE;2015-1496;K:LCD-2015-1496*1;Lygodium japonicum;Lygodium japonicum;Lygodium;Schizaeaceae;;N - Natural Source and Progeny;Vietnam;15-07-2025
ALIVE;1961-48702;K:LCD-1961-48702*3;Impatiens campanulata;Impatiens campanulata;Impatiens;Balsaminaceae;;;;15-07-2025
ALIVE;2000-384;K:LCD-2000-384*1;;Hedychium × raffillii 'C. P. Raffill';Hedychium;Zingiberaceae;;;;15-07-2025
ALIVE;1963-67306;K:LCD-1963-67306*6;Arachniodes chinensis;Arachniodes chinensis;Arachniodes;Polypodiaceae;;;;15-07-2025
ALIVE;1966-21802;K:LCD-1966-21802*2;Clematis buchananiana;Clematis buchananiana;Clematis;Ranunculaceae;;N - Natural Source and Progeny;Nepal;18-07-2024
ALIVE;1989-3952;K:LCD-1989-3952*2;Kadsura japonica;Kadsura japonica;Kadsura;Schisandraceae;;N - Natural Source and Progeny;Japan;24-05-2024
ALIVE;1985-5438;K:LCD-1985-5438*1;Dioscorea deltoidea;Dioscorea deltoidea;Dioscorea;Dioscoreaceae;;N - Natural Source and Progeny;India;15-07-2025
ALIVE;1946-26101;K:LCD-1946-26101*1;Stephania glandulifera;Stephania glandulifera;Stephania;Menispermaceae;;;;24-05-2024
ALIVE;1985-4543;K:LCD-1985-4543*1;Berchemia polyphylla var. leioclada;Berchemia polyphylla var. leioclada;Berchemia;Rhamnaceae;;N - Natural Source and Progeny;China;24-05-2024
ALIVE;1969-17220;K:LCD-1969-17220*1;Smilax china;Smilax china;Smilax;Smilacaceae;;;;24-05-2024
ALIVE;1969-16941;K:LCD-1969-16941*1;Jasminum polyanthum;Jasminum polyanthum;Jasminum;Oleaceae;;;;18-07-2024
ALIVE;1969-18325;K:LCD-1969-18325*1;Trachelospermum jasminoides;Trachelospermum jasminoides;Trachelospermum;Apocynaceae;;;;24-05-2024
ALIVE;1988-4508;K:LCD-1988-4508*2;Thladiantha villosula;Thladiantha villosula;Thladiantha;Cucurbitaceae;;N - Natural Source and Progeny;China;24-05-2024
ALIVE;1960-47501;K:LCD-1960-47501*1;Tetrapanax papyrifer;Tetrapanax papyrifer;Tetrapanax;Araliaceae;;;;15-07-2025
ALIVE;1963-67306;K:LCD-1963-67306*4;Arachniodes chinensis;Arachniodes chinensis;Arachniodes;Polypodiaceae;;;;15-07-2025
ALIVE;1971-1901;K:LCD-1971-1901*1;Achyranthes bidentata;Achyranthes bidentata;Achyranthes;Amaranthaceae;;N - Natural Source and Progeny;Japan;15-07-2025
ALIVE;1973-12236;K:LCD-1973-12236*2;Himalayacalamus hookerianus;Himalayacalamus hookerianus;Himalayacalamus;Poaceae;;;;15-07-2025
ALIVE;1973-12236;K:LCD-1973-12236*1;Himalayacalamus hookerianus;Himalayacalamus hookerianus;Himalayacalamus;Poaceae;;;;15-07-2025
ALIVE;1959-70601;K:LCD-1959-70601*1;Boehmeria splitgerbera;Boehmeria biloba;Boehmeria;Urticaceae;;;;22-05-2024
ALIVE;1985-866;K:LCD-1985-866*1;Rohdea nepalensis;Tupistra aurantiaca;Tupistra;Asparagaceae;;N - Natural Source and Progeny;Nepal;15-07-2025
ALIVE;1985-866;K:LCD-1985-866*2;Rohdea nepalensis;Tupistra aurantiaca;Tupistra;Asparagaceae;;N - Natural Source and Progeny;Nepal;15-07-2025
ALIVE;1969-50088;K:LCD-1969-50088*2;Strobilanthes glutinosa;Strobilanthes glutinosa;Strobilanthes;Acanthaceae;;;;15-07-2025
ALIVE;1969-50088;K:LCD-1969-50088*7;Strobilanthes glutinosa;Strobilanthes glutinosa;Strobilanthes;Acanthaceae;;;;15-07-2025
ALIVE;2013-136;K:LCD-2013-136*2;Trachycarpus ukhrulensis;Trachycarpus ukhrulensis;Trachycarpus;Arecaceae;;N - Natural Source and Progeny;;15-07-2025
ALIVE;2018-605;K:LCD-2018-605*1;Pyrrosia lingua;Pyrrosia lingua;Pyrrosia;Polypodiaceae;;N - Natural Source and Progeny;Vietnam;15-07-2025
ALIVE;2000-3326;K:LCD-2000-3326*2;Hedychium coccineum;Hedychium coccineum;Hedychium;Zingiberaceae;;N - Natural Source and Progeny;Nepal;08-03-2018
ALIVE;2015-1688;K:LCD-2015-1688*1;Hedychium;Hedychium;Hedychium;Zingiberaceae;;N - Natural Source and Progeny;Vietnam;08-03-2018
ALIVE;1959-67001;K:LCD-1959-67001*3;Colquhounia coccinea;Colquhounia coccinea;Colquhounia;Lamiaceae;;;;09-07-2024
ALIVE;2006-561;K:LCD-2006-561*5;Bletilla striata;Bletilla striata;Bletilla;Orchidaceae;;;;15-07-2025
ALIVE;1985-4552;K:LCD-1985-4552*1;Acorus gramineus;Acorus gramineus;Acorus;Acoraceae;;N - Natural Source and Progeny;China;15-07-2025
ALIVE;2004-3191;K:LCD-2004-3191*1;Rehmannia piasezkii;Rehmannia angulata;Rehmannia;Orobanchaceae;;;;18-07-2024
ALIVE;2014-810;K:LCD-2014-810*5;Agapetes serpens;Agapetes serpens;Agapetes;Ericaceae;;;;21-05-2024
ALIVE;2014-1443;K:LCD-2014-1443*3;Agapetes saligna;Agapetes saligna;Agapetes;Ericaceae;;;;28-05-2024
ALIVE;1969-16943;K:LCD-1969-16943*4;Agapetes obovata;Agapetes obovata;Agapetes;Ericaceae;;;;28-05-2024
ALIVE;2014-1442;K:LCD-2014-1442*2;Agapetes obovata;Agapetes obovata;Agapetes;Ericaceae;;;;28-05-2024
ALIVE;1985-8585;K:LCD-1985-8585*2;Eleutherococcus trifoliatus;Eleutherococcus trifoliatus;Eleutherococcus;Araliaceae;;N - Natural Source and Progeny;China;19-02-2024
ALIVE;2000-384;K:LCD-2000-384*2;;Hedychium × raffillii 'C. P. Raffill';Hedychium;Zingiberaceae;;;;20-01-2025
ALIVE;1949-48602;K:LCD-1949-48602*1;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;N - Natural Source and Progeny;Egypt;20-05-2024
ALIVE;1969-17797;K:LCD-1969-17797*1;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;;;21-05-2024
ALIVE;1981-8688;K:LCD-1981-8688*1;Cycas revoluta;Cycas taitungensis;Cycas;Cycadaceae;;;;20-05-2024
ALIVE;1995-2090;K:LCD-1995-2090*1;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;;;20-05-2024
ALIVE;1995-3724;K:LCD-1995-3724*1;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;;;04-07-2024
ALIVE;2004-2125;K:LCD-2004-2125*1;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;;;20-05-2024
ALIVE;2004-368;K:LCD-2004-368*2;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;;;20-05-2024
ALIVE;2005-2092;K:LCD-2005-2092*1;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;;;28-05-2024
ALIVE;2023-1088;K:LCD-2023-1088*3;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;;;15-02-2024
ALIVE;2023-1088;K:LCD-2023-1088*4;Cycas revoluta;Cycas revoluta;Cycas;Cycadaceae;;;;15-02-2024
ALIVE;2022-89;K:LCD-2022-89*3;Washingtonia filifera;Washingtonia filifera;Washingtonia;Arecaceae;;N - Natural Source and Progeny;Mexico;19-02-2025
ALIVE;2002-1364;K:LCD-2002-1364*3;Sabal rosei;Sabal rosei;Sabal;Arecaceae;;;Germany;26-03-2025
ALIVE;1969-13997;K:LCD-1969-13997*3;Glycosmis pentaphylla;Glycosmis pentaphylla;Glycosmis;Rutaceae;;;;15-02-2024
ALIVE;1956-7801;K:LCD-1956-7801*1;Trachelospermum asiaticum;Trachelospermum asiaticum;Trachelospermum;Apocynaceae;;;;21-05-2024
ALIVE;1989-3991;K:LCD-1989-3991*1;Ternstroemia gymnanthera;Ternstroemia gymnanthera;Ternstroemia;Pentaphylacaceae;;N - Natural Source and Progeny;Japan;20-05-2024
ALIVE;1985-8684;K:LCD-1985-8684*1;Actinidia chinensis var. deliciosa;Actinidia chinensis var. deliciosa;Actinidia;Actinidiaceae;;N - Natural Source and Progeny;China;20-05-2024
ALIVE;1919-6403;K:LCD-1919-6403*1;Stephania rotunda;Stephania rotunda;Stephania;Menispermaceae;;;;20-05-2024
ALIVE;2016-2164;K:LCD-2016-2164*1;Codonopsis javanica subsp. japonica;Codonopsis javanica subsp. japonica;Codonopsis;Campanulaceae;;N - Natural Source and Progeny;Vietnam;20-05-2024
ALIVE;2001-1691;K:LCD-2001-1691*1;Gynostemma pentaphyllum;Gynostemma pentaphyllum;Gynostemma;Cucurbitaceae;;;Japan;20-05-2024
ALIVE;1985-4488;K:LCD-1985-4488*2;Kadsura heteroclita;Kadsura heteroclita;Kadsura;Schisandraceae;;N - Natural Source and Progeny;China;20-05-2024
ALIVE;1964-25702;K:LCD-1964-25702*2;Mucuna sempervirens;Mucuna sempervirens;Mucuna;Fabaceae;;;;20-05-2024
ALIVE;1966-67818;K:LCD-1966-67818*1;Jasminum dispermum;Jasminum dispermum;Jasminum;Oleaceae;;;Nepal;20-05-2024
ALIVE;2015-1736;K:LCD-2015-1736*1;Trichosanthes pilosa;Trichosanthes pilosa;Trichosanthes;Cucurbitaceae;;N - Natural Source and Progeny;Vietnam;01-10-2024
ALIVE;1953-28801;K:LCD-1953-28801*3;Camellia reticulata;Camellia reticulata;Camellia;Theaceae;;;;02-01-2025
ALIVE;1955-32901;K:LCD-1955-32901*1;Camellia tsaii;Camellia tsaii;Camellia;Theaceae;;;;02-01-2025
ALIVE;1994-3392;K:LCD-1994-3392*1;Ephedra foeminea;Ephedra foeminea;Ephedra;Ephedraceae;;;Saudi Arabia;15-02-2024
ALIVE;2017-2357;K:LCD-2017-2357*1;Araucaria heterophylla;Araucaria heterophylla;Araucaria;Araucariaceae;;;Norfolk Island;27-03-2024
ALIVE;2004-318;K:LCD-2004-318*1;Encephalartos horridus;Encephalartos horridus;Encephalartos;Zamiaceae;;;;17-08-2023
ALIVE;1899-31101;K:LCD-1899-31101*1;Encephalartos woodii;Encephalartos woodii;Encephalartos;Zamiaceae;;;South Africa;21-06-2022
ALIVE;2010-2377;K:LCD-2010-2377*1;Agathis robusta;Agathis robusta;Agathis;Araucariaceae;;;;28-12-2024
ALIVE;2005-1809;K:LCD-2005-1809*6;Sonchus brassicifolius;Sonchus brassicifolius;Sonchus;Asteraceae;;N - Natural Source and Progeny;Chile;15-06-2024
ALIVE;1985-4487;K:LCD-1985-4487*1;Potentilla indica;Potentilla indica;Potentilla;Rosaceae;;N - Natural Source and Progeny;China;01-10-2024
ALIVE;2016-568;K:LCD-2016-568*1;Joinvillea plicata;Joinvillea plicata;Joinvillea;Joinvilleaceae;;N - Natural Source and Progeny;New Caledonia;01-01-2023
ALIVE;2016-599;K:LCD-2016-599*1;Veronica salicifolia;Veronica salicifolia;Veronica;Plantaginaceae;;N - Natural Source and Progeny;New Zealand;08-11-2023
ALIVE;1943-1203;K:LCD-1943-1203*1;Hibiscus scottii;Hibiscus scottii;Hibiscus;Malvaceae;;;;01-08-2024
ALIVE;1972-3743;K:LCD-1972-3743*1;Solanum luteoalbum;Solanum luteoalbum;Solanum;Solanaceae;;N - Natural Source and Progeny;Peru;29-07-2022
ALIVE;1965-76301;K:LCD-1965-76301*1;Malacomeles denticulata;Malacomeles denticulata;Malacomeles;Rosaceae;;N - Natural Source and Progeny;;28-11-2024
ALIVE;1948-60704;K:LCD-1948-60704*3;Doryanthes palmeri;Doryanthes palmeri;Doryanthes;Doryanthaceae;;;;17-10-2023
ALIVE;1971-5160;K:LCD-1971-5160*7;Rhododendron johnstoneanum;Rhododendron johnstoneanum;Rhododendron;Ericaceae;;;;20-11-2023
ALIVE;2016-689;K:LCD-2016-689*1;Sannantha crenulata;Sannantha crenulata;Sannantha;Myrtaceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;1988-817;K:LCD-1988-817*1;Lysimachia nemorum;Lysimachia nemorum;Lysimachia;Primulaceae;;N - Natural Source and Progeny;Portugal;28-07-2022
ALIVE;2007-2143;K:LCD-2007-2143*4;Acacia koa;Acacia koaia;Acacia;Fabaceae;;;;20-09-2023
ALIVE;2016-589;K:LCD-2016-589*2;Veronica speciosa;Veronica speciosa;Veronica;Plantaginaceae;;N - Natural Source and Progeny;New Zealand;18-04-2024
ALIVE;2016-1333;K:LCD-2016-1333*2;Adesmia balsamica;Adesmia balsamica;Adesmia;Fabaceae;;N - Natural Source and Progeny;Chile;30-01-2024
ALIVE;1971-2778;K:LCD-1971-2778*1;Alyxia ruscifolia;Alyxia ruscifolia;Alyxia;Apocynaceae;;N - Natural Source and Progeny;Australia;09-01-2025
ALIVE;1971-5160;K:LCD-1971-5160*6;Rhododendron johnstoneanum;Rhododendron johnstoneanum;Rhododendron;Ericaceae;;;;20-11-2023
ALIVE;2020-1433;K:LCD-2020-1433*2;Crowea saligna;Crowea saligna;Crowea;Rutaceae;;N - Natural Source and Progeny;Australia;01-10-2024
ALIVE;2009-250;K:LCD-2009-250*2;Coptosperma nigrescens;Coptosperma nigrescens;Coptosperma;Rubiaceae;;N - Natural Source and Progeny;Madagascar;08-08-2024
ALIVE;2008-1793;K:LCD-2008-1793*5;Protea cynaroides;Protea cynaroides;Protea;Proteaceae;;N - Natural Source and Progeny;;15-02-2024
ALIVE;2008-842;K:LCD-2008-842*4;Piper excelsum;Macropiper excelsum;Macropiper;Piperaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;2016-600;K:LCD-2016-600*1;Veronica traversii;Veronica traversii;Veronica;Plantaginaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;2016-593;K:LCD-2016-593*1;Apodasmia similis;Apodasmia similis;Apodasmia;Restionaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1970-3550;K:LCD-1970-3550*6;Coleus shirensis;Plectranthus shirensis;Plectranthus;Lamiaceae;;N - Natural Source and Progeny;Malawi;29-05-2024
ALIVE;2004-758;K:LCD-2004-758*1;Mutisia coccinea var. dealbata;Mutisia coccinea var. dealbata;Mutisia;Asteraceae;;;;29-01-2024
ALIVE;1999-993;K:LCD-1999-993*5;Mellissia begoniifolia;Withania begoniifolia;Withania;Solanaceae;;N - Natural Source and Progeny;Saint Helena, Ascension, and Tristan da Cunha;22-05-2024
ALIVE;1966-57107;K:LCD-1966-57107*2;Eriolarynx australis;Iochroma australe;Iochroma;Solanaceae;;N - Natural Source and Progeny;Argentina;19-02-2024
ALIVE;2016-298;K:LCD-2016-298*1;Buckinghamia celsissima;Buckinghamia celsissima;Buckinghamia;Proteaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;1997-5260;K:LCD-1997-5260*1;Myoporum laetum;Myoporum laetum;Myoporum;Scrophulariaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1993-3571;K:LCD-1993-3571*4;Coleus habrophyllus;Plectranthus habrophyllus;Plectranthus;Lamiaceae;;N - Natural Source and Progeny;Australia;01-10-2024
ALIVE;2000-4558;K:LCD-2000-4558*1;Cordyline stricta;Cordyline stricta;Cordyline;Asparagaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;1966-57107;K:LCD-1966-57107*1;Eriolarynx australis;Iochroma australe;Iochroma;Solanaceae;;N - Natural Source and Progeny;Argentina;19-02-2024
ALIVE;1990-1688;K:LCD-1990-1688*1;Rhinacanthus gracilis;Rhinacanthus gracilis;Rhinacanthus;Acanthaceae;;N - Natural Source and Progeny;South Africa;09-01-2025
ALIVE;2016-323;K:LCD-2016-323*2;Livistona decora;Livistona decora;Livistona;Arecaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2002-441;K:LCD-2002-441*3;Lachenalia viridiflora;Lachenalia viridiflora;Lachenalia;Asparagaceae;;;;14-10-2024
ALIVE;2016-295;K:LCD-2016-295*1;Leucozoma elatum;Coronidium elatum;Coronidium;Asteraceae;;N - Natural Source and Progeny;Australia;02-01-2025
ALIVE;1986-3023;K:LCD-1986-3023*4;Hamelia patens;Hamelia patens;Hamelia;Rubiaceae;;N - Natural Source and Progeny;United States;14-02-2024
ALIVE;2006-1708;K:LCD-2006-1708*7;Fuchsia excorticata;Fuchsia excorticata;Fuchsia;Onagraceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1976-1005;K:LCD-1976-1005*3;Plectranthus ciliatus;Plectranthus ciliatus;Plectranthus;Lamiaceae;;N - Natural Source and Progeny;South Africa;28-11-2024
ALIVE;1993-1793;K:LCD-1993-1793*2;Melhania ebenus;Trochetiopsis ebenus;Trochetiopsis;Malvaceae;;N - Natural Source and Progeny;Saint Helena, Ascension, and Tristan da Cunha;24-05-2024
ALIVE;1969-6301;K:LCD-1969-6301*2;Senna septemtrionalis;Senna septemtrionalis;Senna;Fabaceae;;N - Natural Source and Progeny;Indonesia;29-01-2024
ALIVE;1993-823;K:LCD-1993-823*1;Saruma henryi;Saruma henryi;Saruma;Aristolochiaceae;;;;21-05-2024
ALIVE;2009-2765;K:LCD-2009-2765*4;Salvia caymanensis;Salvia caymanensis;Salvia;Lamiaceae;;N - Natural Source and Progeny;Cayman Islands;21-10-2024
ALIVE;2013-33;K:LCD-2013-33*1;Impatiens teitensis subsp. teitensis;Impatiens teitensis subsp. teitensis;Impatiens;Balsaminaceae;;N - Natural Source and Progeny;Kenya;09-01-2025
ALIVE;2008-1985;K:LCD-2008-1985*1;Sparaxis metelerkampiae;Sparaxis metelerkampiae;Sparaxis;Iridaceae;;N - Natural Source and Progeny;;22-08-2023
ALIVE;1965-63002;K:LCD-1965-63002*4;Metrosideros carminea;Metrosideros carminea;Metrosideros;Myrtaceae;;;New Zealand;21-06-2024
ALIVE;2016-588;K:LCD-2016-588*1;Solanum laciniatum;Solanum laciniatum;Solanum;Solanaceae;;N - Natural Source and Progeny;New Zealand;18-07-2024
ALIVE;2010-509;K:LCD-2010-509*1;Abutilon pitcairnense;Abutilon pitcairnense;Abutilon;Malvaceae;;N - Natural Source and Progeny;Pitcairn Islands;09-01-2025
ALIVE;2016-1019;K:LCD-2016-1019*4;Olearia pannosa subsp. cardiophylla;Olearia pannosa subsp. cardiophylla;Olearia;Asteraceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;1998-685;K:LCD-1998-685*1;Libertia grandiflora;Libertia grandiflora;Libertia;Iridaceae;;;;27-03-2024
ALIVE;2021-940;K:LCD-2021-940*2;Schinus molle;Schinus molle;Schinus;Anacardiaceae;;N - Natural Source and Progeny;;10-12-2024
ALIVE;2016-689;K:LCD-2016-689*5;Sannantha crenulata;Sannantha crenulata;Sannantha;Myrtaceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;2018-1711;K:LCD-2018-1711*1;Ensete ventricosum;Ensete ventricosum;Ensete;Musaceae;;N - Natural Source and Progeny;Madagascar;30-07-2023
ALIVE;1988-169;K:LCD-1988-169*3;Chenopodium sanctae-clarae;Chenopodium sanctae-clarae;Chenopodium;Amaranthaceae;;N - Natural Source and Progeny;Chile;21-05-2024
ALIVE;1998-3140;K:LCD-1998-3140*2;Hibiscus hamabo;Hibiscus hamabo;Hibiscus;Malvaceae;;N - Natural Source and Progeny;Japan;28-05-2024
ALIVE;2011-545;K:LCD-2011-545*3;Prosopis;Prosopis;Prosopis;Fabaceae;;N - Natural Source and Progeny;Peru;21-06-2022
ALIVE;1984-4295;K:LCD-1984-4295*4;Rhopalostylis baueri;Rhopalostylis baueri var. cheesemanii;Rhopalostylis;Arecaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1991-1096;K:LCD-1991-1096*1;Hibiscadelphus hualalaiensis;Hibiscadelphus hualalaiensis;Hibiscadelphus;Malvaceae;;N - Natural Source and Progeny;United States;28-07-2022
ALIVE;1991-1771;K:LCD-1991-1771*2;Buddleja curviflora;Buddleja curviflora;Buddleja;Scrophulariaceae;;N - Natural Source and Progeny;Taiwan;21-06-2024
ALIVE;2011-2015;K:LCD-2011-2015*3;Syagrus romanzoffiana;Syagrus romanzoffiana;Syagrus;Arecaceae;;N - Natural Source and Progeny;Germany;01-02-2024
ALIVE;2014-813;K:LCD-2014-813*3;Digitalis canariensis;Digitalis canariensis;Digitalis;Plantaginaceae;;;Spain;19-09-2024
ALIVE;2017-874;K:LCD-2017-874*5;Pomaderris vacciniifolia;Pomaderris vacciniifolia;Pomaderris;Rhamnaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;1989-898;K:LCD-1989-898*1;Brugmansia arborea;Brugmansia arborea;Brugmansia;Solanaceae;;N - Natural Source and Progeny;Colombia;28-11-2024
ALIVE;2021-446;K:LCD-2021-446*1;Leucospermum catherinae;Leucospermum catherinae;Leucospermum;Proteaceae;;N - Natural Source and Progeny;South Africa;28-09-2023
ALIVE;1988-120;K:LCD-1988-120*7;Nesocodon mauritianus;Nesocodon mauritianus;Nesocodon;Campanulaceae;;;Mauritius;28-05-2024
ALIVE;2016-1333;K:LCD-2016-1333*1;Adesmia balsamica;Adesmia balsamica;Adesmia;Fabaceae;;N - Natural Source and Progeny;Chile;01-02-2024
ALIVE;2007-2143;K:LCD-2007-2143*3;Acacia koa;Acacia koaia;Acacia;Fabaceae;;;;22-01-2024
ALIVE;1999-10;K:LCD-1999-10*5;Coleus argentatus;Plectranthus argentatus;Plectranthus;Lamiaceae;;;;18-07-2024
ALIVE;2007-1897;K:LCD-2007-1897*1;Phoenix dactylifera;Phoenix dactylifera;Phoenix;Arecaceae;;N - Natural Source and Progeny;Germany;21-06-2022
ALIVE;2015-835;K:LCD-2015-835*3;Pericallis webbii;Pericallis webbii;Pericallis;Asteraceae;;N - Natural Source and Progeny;;25-10-2024
ALIVE;2021-320;K:LCD-2021-320*6;Banksia verticillata;Banksia verticillata;Banksia;Proteaceae;;N - Natural Source and Progeny;Australia;09-12-2024
ALIVE;1993-2923;K:LCD-1993-2923*2;Bulbine latifolia;Bulbine latifolia;Bulbine;Asphodelaceae;;N - Natural Source and Progeny;South Africa;17-08-2023
ALIVE;2016-1308;K:LCD-2016-1308*1;Ageratum corymbosum;Ageratum corymbosum;Ageratum;Asteraceae;;N - Natural Source and Progeny;Mexico;15-06-2024
ALIVE;1948-60704;K:LCD-1948-60704*1;Doryanthes palmeri;Doryanthes palmeri;Doryanthes;Doryanthaceae;;;;28-12-2024
ALIVE;2003-727;K:LCD-2003-727*5;Barbacenia purpurea;Barbacenia purpurea;Barbacenia;Velloziaceae;;;;08-02-2024
ALIVE;1984-4295;K:LCD-1984-4295*2;Rhopalostylis baueri;Rhopalostylis baueri var. cheesemanii;Rhopalostylis;Arecaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;2009-2765;K:LCD-2009-2765*3;Salvia caymanensis;Salvia caymanensis;Salvia;Lamiaceae;;N - Natural Source and Progeny;Cayman Islands;21-10-2024
ALIVE;1954-37601;K:LCD-1954-37601*3;Elingamita johnsonii;Elingamita johnsonii;Elingamita;Primulaceae;;;;27-03-2024
ALIVE;1998-3140;K:LCD-1998-3140*6;Hibiscus hamabo;Hibiscus hamabo;Hibiscus;Malvaceae;;N - Natural Source and Progeny;Japan;28-05-2024
ALIVE;2009-2765;K:LCD-2009-2765*2;Salvia caymanensis;Salvia caymanensis;Salvia;Lamiaceae;;N - Natural Source and Progeny;Cayman Islands;21-10-2024
ALIVE;2020-1003;K:LCD-2020-1003*2;Dombeya mollis;Dombeya mollis;Dombeya;Malvaceae;;N - Natural Source and Progeny;Madagascar;08-08-2024
ALIVE;2011-2015;K:LCD-2011-2015*2;Syagrus romanzoffiana;Syagrus romanzoffiana;Syagrus;Arecaceae;;N - Natural Source and Progeny;Germany;15-02-2024
ALIVE;1973-1207;K:LCD-1973-1207*1;Coleus lanuginosus;Plectranthus lanuginosus;Plectranthus;Lamiaceae;;N - Natural Source and Progeny;Somalia;09-01-2025
ALIVE;2016-1019;K:LCD-2016-1019*3;Olearia pannosa subsp. cardiophylla;Olearia pannosa subsp. cardiophylla;Olearia;Asteraceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;1997-5259;K:LCD-1997-5259*3;Melicytus ramiflorus;Melicytus ramiflorus;Melicytus;Violaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1994-2129;K:LCD-1994-2129*1;Agastache palmeri var. palmeri;Agastache palmeri var. palmeri;Agastache;Lamiaceae;;N - Natural Source and Progeny;Mexico;28-07-2022
ALIVE;1984-4295;K:LCD-1984-4295*3;Rhopalostylis baueri;Rhopalostylis baueri var. cheesemanii;Rhopalostylis;Arecaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;2010-455;K:LCD-2010-455*2;Dodonaea madagascariensis;Dodonaea madagascariensis;Dodonaea;Sapindaceae;;N - Natural Source and Progeny;Madagascar;10-04-2024
ALIVE;1990-2977;K:LCD-1990-2977*1;Leptospermum polygalifolium subsp. transmontanum;Leptospermum polygalifolium subsp. transmontanum;Leptospermum;Myrtaceae;;N - Natural Source and Progeny;Australia;21-05-2024
ALIVE;1990-2977;K:LCD-1990-2977*3;Leptospermum polygalifolium subsp. transmontanum;Leptospermum polygalifolium subsp. transmontanum;Leptospermum;Myrtaceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;2016-1019;K:LCD-2016-1019*2;Olearia pannosa subsp. cardiophylla;Olearia pannosa subsp. cardiophylla;Olearia;Asteraceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;2008-1683;K:LCD-2008-1683*5;Ruizia blackburniana;Trochetia blackburniana;Trochetia;Malvaceae;;N - Natural Source and Progeny;Mauritius;22-05-2024
ALIVE;1978-1921;K:LCD-1978-1921*1;Barleria oenotheroides;Barleria oenotheroides;Barleria;Acanthaceae;;N - Natural Source and Progeny;Mexico;29-07-2022
ALIVE;2003-556;K:LCD-2003-556*4;Disa tripetaloides;Disa tripetaloides;Disa;Orchidaceae;;;;15-02-2024
ALIVE;2016-1019;K:LCD-2016-1019*1;Olearia pannosa subsp. cardiophylla;Olearia pannosa subsp. cardiophylla;Olearia;Asteraceae;;N - Natural Source and Progeny;Australia;21-05-2024
ALIVE;1996-1902;K:LCD-1996-1902*5;Angraecum eburneum subsp. xerophilum;Angraecum eburneum subsp. xerophilum;Angraecum;Orchidaceae;;N - Natural Source and Progeny;Madagascar;29-07-2022
ALIVE;2009-2767;K:LCD-2009-2767*3;Salvia caymanensis;Salvia caymanensis;Salvia;Lamiaceae;;N - Natural Source and Progeny;Cayman Islands;21-10-2024
ALIVE;2003-2460;K:LCD-2003-2460*2;Wigandia urens;Wigandia caracasana;Wigandia;Boraginaceae;;;;29-05-2024
ALIVE;2013-39;K:LCD-2013-39*2;Commidendrum rugosum;Commidendrum rugosum;Commidendrum;Asteraceae;;N - Natural Source and Progeny;Saint Helena, Ascension, and Tristan da Cunha;31-01-2024
ALIVE;2008-838;K:LCD-2008-838*1;Pittosporum eugenioides;Pittosporum eugenioides;Pittosporum;Pittosporaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
