Catalogue Number;Full Name;Store Level1;Store Level2;Store Level3;Store Level4
K:LCD-1973-12931*2;Syzygium jambos;Princess of Wales Conservatory;02;08;
K:LCD-1971-1996*3;Davallodes hirsuta;Princess of Wales Conservatory;04;11;
K:LCD-1973-3210*2;Crassula muscosa;Princess of Wales Conservatory;10;01;
K:LCD-1973-4427*3;Crassula setulosa var. jenkensii;Princess of Wales Conservatory;03;02;
K:LCD-1969-17611*2;Pelargonium × lawranceanum;Princess of Wales Conservatory;03;10;
K:LCD-1966-56802*2;Brillantaisia nyanzarum;Princess of Wales Conservatory;01;03;
K:LCD-1973-12622*2;Passiflora × decaisneana;Princess of Wales Conservatory;01;23;
K:LCD-1988-3029*2;Pilea peperomioides;Princess of Wales Conservatory;01;22;
K:LCD-2000-1341*1;Nypa fruticans;Princess of Wales Conservatory;01;26;
K:LCD-2013-1492*4;Costus vargasii;Princess of Wales Conservatory;01;04;
K:LCD-1974-2557*1;Hymenocallis speciosa;Princess of Wales Conservatory;01;19;
K:LCD-1943-12244*2;Haworthia planifolia;Princess of Wales Conservatory;03;01;
K:LCD-1973-728*3;Calathea bella;Princess of Wales Conservatory;01;19;
K:LCD-1998-4010*3;Selaginella kraussiana var. aurea;Princess of Wales Conservatory;04;08;
K:LCD-1986-2517*1;Senecio crassissimus;Princess of Wales Conservatory;03;22;
K:LCD-1970-533*2;Monstera tenuis;Princess of Wales Conservatory;01;22;
K:LCD-1978-1273*1;Anthurium lilacinum;Princess of Wales Conservatory;01;08;
K:LCD-1981-6017*2;Phragmipedium Nitidissimum gx;Princess of Wales Conservatory;06;02;
K:LCD-1963-57805*2;Polypodium subauriculatum;Princess of Wales Conservatory;04;08;
K:LCD-1964-64901*1;Ixora coccinea;Princess of Wales Conservatory;04;08;
K:LCD-1984-5509*2;Sedum 'Burito';Princess of Wales Conservatory;03;23;
K:LCD-1996-4617*3;Rhododendron maddenii;Princess of Wales Conservatory;02;06;
K:LCD-2004-2611*2;Philodendron mamei;Princess of Wales Conservatory;01;07;
K:LCD-2004-2564*2;Pelargonium denticulatum;Princess of Wales Conservatory;03;09;
K:LCD-1954-42003*1;Haworthia resendeana;Princess of Wales Conservatory;03;02;
K:LCD-1953-18601*3;Capparis spinosa;Princess of Wales Conservatory;03;13;
K:LCD-2011-1926*2;Passiflora 'Connor Cailean';Princess of Wales Conservatory;02;CONTAINER;
K:LCD-1982-4609*3;Culcasia striolata;Princess of Wales Conservatory;01;22;
K:LCD-1986-3410*2;Costus scaber;Princess of Wales Conservatory;01;06;
K:LCD-1978-1764*1;Crinum erubescens;Princess of Wales Conservatory;01;26;
K:LCD-1982-5708*2;Saintpaulia ionantha subsp. pendula;Princess of Wales Conservatory;01;22;
K:LCD-1973-12215*1;Rhododendron simsii;Princess of Wales Conservatory;02;06;
K:LCD-1981-4606*2;Tillandsia heteromorpha;Princess of Wales Conservatory;01;02;
K:LCD-1981-8275*1;Rhaphidophora glauca;Princess of Wales Conservatory;01;29;
K:LCD-1973-4908*2;Hydrotrida caroliniana;Princess of Wales Conservatory;01;26;
K:LCD-1981-5659*4;Alpinia aquatica;Princess of Wales Conservatory;01;24;
K:LCD-1974-2878*1;Saintpaulia ionantha subsp. grotei;Princess of Wales Conservatory;01;22;
K:LCD-2005-88*2;Pelargonium setulosum;Princess of Wales Conservatory;03;09;
K:LCD-1978-155*6;Anthurium cordatum;Princess of Wales Conservatory;01;08;
K:LCD-2000-3044*3;Tillandsia samaipatensis;Princess of Wales Conservatory;01;11;
K:LCD-1992-883*1;Ficus binnendijkii 'Amstel Queen';Princess of Wales Conservatory;01;11;
K:LCD-1994-894*2;Kleinia pendula;Princess of Wales Conservatory;10;01;
K:LCD-1982-2034*3;Goeppertia vaginata;Princess of Wales Conservatory;01;19;
K:LCD-1977-2814*2;Selaginella erythropus;Princess of Wales Conservatory;04;01;
K:LCD-1973-121*6;Salvia broussonetii;Princess of Wales Conservatory;03;13;
K:LCD-1955-26801*2;Arthropteris orientalis;Princess of Wales Conservatory;04;02;
K:LCD-1998-4017*3;Selaginella lyallii;Princess of Wales Conservatory;04;11;
K:LCD-1966-42402*2;Haworthia planifolia;Princess of Wales Conservatory;03;06;
K:LCD-1988-8618*3;Freycinetia scandens;Princess of Wales Conservatory;01;02;
K:LCD-1974-7246*1;Aegiceras corniculatum;Princess of Wales Conservatory;01;22;
K:LCD-1981-3728*3;Philodendron inconcinnum;Princess of Wales Conservatory;01;08;
K:LCD-1949-16702*3;Begonia fernandoi-costae;Princess of Wales Conservatory;01;23;
K:LCD-2012-156*1;Passiflora jussieui;Princess of Wales Conservatory;01;22;E2
K:LCD-1998-3481*4;Pelargonium × fragrans;Princess of Wales Conservatory;03;11;
K:LCD-1992-2097*3;Begonia gehrtii;Princess of Wales Conservatory;01;03;
K:LCD-1975-3118*2;Aechmea dichlamydea var. trinitensis;Princess of Wales Conservatory;01;11;
K:LCD-1966-40624*2;Aechmea pimenti-velosoi;Princess of Wales Conservatory;01;11;
K:LCD-2004-2185*1;Pelargonium × schottii;Princess of Wales Conservatory;03;09;
K:LCD-1986-3405*2;Costus guanaiensis var. tarmicus;Princess of Wales Conservatory;01;08;
K:LCD-1971-2554*2;Asplenium bipinnatifidum;Princess of Wales Conservatory;04;08;
K:LCD-1998-986*3;Achimenes misera;Princess of Wales Conservatory;01;18;
K:LCD-2001-3042*2;Adromischus filicaulis;Princess of Wales Conservatory;03;02;
K:LCD-1991-751*3;Piper sarmentosum;Princess of Wales Conservatory;01;22;
K:LCD-1981-1026*1;Plectranthus coerulescens;Princess of Wales Conservatory;03;05;
K:LCD-1979-2684*2;Hemionitis achariorum;Princess of Wales Conservatory;06;05;
K:LCD-1981-3817*7;Dendrobium 'Juno';Princess of Wales Conservatory;06;02;TREE
K:LCD-1965-50022*2;Anthurium lindmanianum;Princess of Wales Conservatory;01;24;
K:LCD-1976-3655*2;Ruellia rosea;Princess of Wales Conservatory;01;25;
K:LCD-1979-3500*3;Maranta arundinacea;Princess of Wales Conservatory;01;26;
K:LCD-1994-2569*2;Cojoba donnell-smithii;Princess of Wales Conservatory;01;04;
K:LCD-1981-3872*1;Alpinia zerumbet;Princess of Wales Conservatory;01;18;
K:LCD-1986-5313*2;Alocasia cucullata;Princess of Wales Conservatory;01;POND;
K:LCD-1973-13261*2;Begonia manicata 'Aureo Maculata';Princess of Wales Conservatory;01;20;
K:LCD-1973-13469*1;Dracaena deremensis 'Souvenir de Schriever';Princess of Wales Conservatory;01;06;
K:LCD-2007-1161*2;Pelargonium panduriforme;Princess of Wales Conservatory;03;09;
K:LCD-1973-4400*1;Crassula lactea;Princess of Wales Conservatory;03;07;
K:LCD-1973-3507*1;Haworthia coarctata;Princess of Wales Conservatory;03;03;
K:LCD-1973-19927*2;Cheiridopsis;Princess of Wales Conservatory;03;08;
K:LCD-2001-4142*3;Lavandula dentata var. dentata;Princess of Wales Conservatory;03;13;
K:LCD-1977-531*1;Pelargonium carnosum;Princess of Wales Conservatory;03;03;
K:LCD-2005-2395*3;Pelargonium 'Olga Shipston';Princess of Wales Conservatory;03;10;
K:LCD-1977-2781*2;Platycerium bifurcatum var. hillii;Princess of Wales Conservatory;04;05;
K:LCD-1997-6114*6;Lavandula pinnata;Princess of Wales Conservatory;03;13;
K:LCD-1988-3849*1;Ctenanthe dasycarpa;Princess of Wales Conservatory;01;26;
K:LCD-1982-1584*1;Philodendron asplundii;Princess of Wales Conservatory;01;08;
K:LCD-1970-1040*2;Asplenium musifolium;Princess of Wales Conservatory;04;05;
K:LCD-2000-2842*9;Anthurium bonplandii subsp. guayanum;Princess of Wales Conservatory;;;
K:LCD-1976-266*1;Puya alpestris;Princess of Wales Conservatory;03;23;
K:LCD-1977-636*1;Aechmea blanchetiana;Princess of Wales Conservatory;01;14;
K:LCD-1998-4018*2;Selaginella martensii;Princess of Wales Conservatory;04;04;
K:LCD-2006-1651*4;Coccothrinax miraguama;Princess of Wales Conservatory;04;10;
K:LCD-1973-1458*3;Canistrum cyathiforme;Princess of Wales Conservatory;01;11;
K:LCD-1981-2382*5;Ctenanthe burle-marxii var. obscura 'Purple Tiger';Princess of Wales Conservatory;01;26;
K:LCD-1979-3163*4;Caladium bicolor;Princess of Wales Conservatory;04;09;
K:LCD-1979-6170*1;Anthurium salvinii;Princess of Wales Conservatory;06;05;
K:LCD-1998-3475*4;Pelargonium bowkeri;Princess of Wales Conservatory;03;11;
K:LCD-2009-1745*2;Nepenthes 'Tiveyi';Princess of Wales Conservatory;08;02;
K:LCD-1957-70101*1;Bolbitis repanda;Princess of Wales Conservatory;01;10;
K:LCD-2005-86*2;Pelargonium 'Sweet Mimosa';Princess of Wales Conservatory;03;10;
K:LCD-2014-809*2;Agapetes 'Ludgvan Cross';Princess of Wales Conservatory;02;HB;
K:LCD-1966-50424*2;Pancratium canariense;Princess of Wales Conservatory;03;13;
K:LCD-1973-4400*3;Crassula lactea;Princess of Wales Conservatory;03;02;
K:LCD-2002-1549*3;Philodendron verrucosum;Princess of Wales Conservatory;01;06;
K:LCD-1973-13012*2;Fittonia albivenis 'Argyroneura';Princess of Wales Conservatory;01;21;
K:LCD-1972-55*1;Bromelia antiacantha;Princess of Wales Conservatory;01;12;
K:LCD-1977-746*1;Monstera adansonii var. laniata;Princess of Wales Conservatory;01;04;W3
K:LCD-1986-641*4;Pelargonium viscosissimum;Princess of Wales Conservatory;09;06;
K:LCD-1995-108*4;Schaueria calytricha;Princess of Wales Conservatory;01;04;
K:LCD-2009-366*3;Passiflora tulae;Princess of Wales Conservatory;06;05;
K:LCD-1969-19884*1;Anthurium schlechtendalii;Princess of Wales Conservatory;01;06;
K:LCD-1997-6617*1;Platycerium alcicorne;Princess of Wales Conservatory;04;12;
K:LCD-1969-3844*1;Nopalea karwinskiana × cochenillifera;Princess of Wales Conservatory;03;19;
K:LCD-1987-2745*6;Nephrolepis biserrata;Princess of Wales Conservatory;04;HB;
K:LCD-1990-1434*3;Culcasia mannii;Princess of Wales Conservatory;01;06;
K:LCD-1972-54*2;Billbergia reichardtii;Princess of Wales Conservatory;01;02;
K:LCD-1965-62301*4;Maranta leuconeura var. leuconeura 'Fascinator';Princess of Wales Conservatory;01;21;
K:LCD-1983-2546*4;Goeppertia loeseneri;Princess of Wales Conservatory;01;28;
K:LCD-1964-73301*5;Doodia media;Princess of Wales Conservatory;07;02;
K:LCD-1973-13725*1;Peperomia magnoliifolia 'Variegata';Princess of Wales Conservatory;01;27;
K:LCD-2004-2896*6;Barleria strigosa;Princess of Wales Conservatory;04;11;
K:LCD-1969-17410*4;Rhododendron scopulorum;Princess of Wales Conservatory;07;02;
K:LCD-1998-3187*1;Octopoma calycinum;Princess of Wales Conservatory;03;07;
K:LCD-2000-4246*1;Dennstaedtia adiantoides;Princess of Wales Conservatory;04;10;
K:LCD-1969-16943*5;Agapetes obovata;Princess of Wales Conservatory;05;HB;
K:LCD-1961-63001*4;Nematanthus gregarius;Princess of Wales Conservatory;01;22;
K:LCD-1994-3364*4;Passiflora citrina;Princess of Wales Conservatory;02;05;
K:LCD-1998-3493*1;Pelargonium zonale;Princess of Wales Conservatory;03;09;
K:LCD-2014-1337*2;Ruta oreojasme;Princess of Wales Conservatory;03;13;
K:LCD-1968-27001*2;Begonia isoptera;Princess of Wales Conservatory;01;23;
K:LCD-1988-3822*2;Tillandsia ixioides;Princess of Wales Conservatory;01;02;
K:LCD-1997-114*2;Amorphophallus bulbifer;Princess of Wales Conservatory;08;01;
K:LCD-2001-3672*2;Lithops bromfieldii var. insularis 'Sulphurea';Princess of Wales Conservatory;03;08;
K:LCD-1965-75312*2;Deuterocohnia lorentziana;Princess of Wales Conservatory;03;23;
K:LCD-1981-4217*3;Monstera deliciosa 'Variegata';Princess of Wales Conservatory;04;03;
K:LCD-1972-254*3;Hylaeaicum eleutheropetalum;Princess of Wales Conservatory;01;11;
K:LCD-1973-13975*1;Microlepia platyphylla;Princess of Wales Conservatory;01;09;
K:LCD-1966-50408*5;Chrysanthemum ferulaceum;Princess of Wales Conservatory;03;13;
K:LCD-1994-1067*2;Diplazium esculentum;Princess of Wales Conservatory;04;10;
K:LCD-1979-3502*3;Calathea bachemiana;Princess of Wales Conservatory;01;22;
K:LCD-2004-2164*1;Pelargonium acraeum;Princess of Wales Conservatory;03;11;
K:LCD-1967-19024*1;Begonia roxburghii;Princess of Wales Conservatory;05;05;
K:LCD-1973-13779*7;Ctenanthe kummeriana;Princess of Wales Conservatory;01;28;
K:LCD-2008-607*2;Pinguicula 'Tina';Princess of Wales Conservatory;09;01;
K:LCD-1953-10604*1;Dracaena ellenbeckiana;Princess of Wales Conservatory;03;21;
K:LCD-1972-1470*1;Hohenbergia eriostachya;Princess of Wales Conservatory;01;11;
K:LCD-1979-3604*2;Lutheria glutinosa;Princess of Wales Conservatory;01;11;
K:LCD-2004-152*4;Anthurium wendlingeri;Princess of Wales Conservatory;01;22;EPIPHYTE
K:LCD-2000-3053*2;Chirita balansae;Princess of Wales Conservatory;01;21;
K:LCD-1969-17416*3;Rhododendron ciliatum;Princess of Wales Conservatory;02;08;
K:LCD-1986-1808*2;Ficus pumila;Princess of Wales Conservatory;04;04;
K:LCD-1973-13779*6;Ctenanthe kummeriana;Princess of Wales Conservatory;01;26;
K:LCD-1962-56701*1;Begonia 'Cleopatra';Princess of Wales Conservatory;01;23;
K:LCD-1969-12116*4;Crassula socialis;Princess of Wales Conservatory;03;02;
K:LCD-1962-13108*2;Kalanchoe tomentosa;Princess of Wales Conservatory;03;02;
K:LCD-1943-12214*1;Haworthia radula;Princess of Wales Conservatory;03;21;
K:LCD-1998-4020*2;Selaginella martensii var. albovariegata;Princess of Wales Conservatory;04;05;
K:LCD-1973-13278*1;Pithecoctenium aubletii;Princess of Wales Conservatory;01;28;
K:LCD-2008-949*2;Passiflora rovirosae;Princess of Wales Conservatory;01;05;
K:LCD-1974-1128*2;Begonia reniformis;Princess of Wales Conservatory;01;23;
K:LCD-1963-16006*4;Cibotium glaucum;Princess of Wales Conservatory;04;10;
K:LCD-2003-831*5;Phragmipedium Sedenii gx;Princess of Wales Conservatory;06;05;
K:LCD-1968-38225*2;Pseuderanthemum eldorado;Princess of Wales Conservatory;01;01;
K:LCD-1976-894*2;Impatiens walleriana;Princess of Wales Conservatory;01;23;
K:LCD-2009-1267*3;Sedum suaveolens;Princess of Wales Conservatory;03;14;
K:LCD-1981-1983*2;Crassula swaziensis;Princess of Wales Conservatory;03;02;
K:LCD-2011-1419*4;Stictocardia beraviensis;Princess of Wales Conservatory;01;09;
K:LCD-1970-1666*1;Dracaena steudneri;Princess of Wales Conservatory;01;04;
K:LCD-1969-51673*1;Pothos scandens;Princess of Wales Conservatory;01;07;
K:LCD-1985-3532*2;Echeveria × scaphylla;Princess of Wales Conservatory;03;23;
K:LCD-1997-5834*4;Steudnera kerrii;Princess of Wales Conservatory;01;08;
K:LCD-1981-2361*3;Calathea argyrophylla;Princess of Wales Conservatory;01;26;
K:LCD-1966-42402*3;Haworthia planifolia;Princess of Wales Conservatory;03;21;
K:LCD-1927-66101*4;Syzygium oleosum;Princess of Wales Conservatory;02;08;
K:LCD-1968-7401*2;Begonia acida;Princess of Wales Conservatory;01;23;
K:LCD-1934-75401*2;Thunbergia erecta;Princess of Wales Conservatory;01;01;
K:LCD-1991-1418*1;Anthurium itanhaense;Princess of Wales Conservatory;01;10;
K:LCD-1994-2610*2;Heliconia uxpanapensis;Princess of Wales Conservatory;01;09;
K:LCD-1969-51954*3;Selaginella velutina;Princess of Wales Conservatory;04;09;
K:LCD-1977-999*2;Peperomia tetraphylla;Princess of Wales Conservatory;01;28;
K:LCD-2001-2383*3;Adiantum peruvianum;Princess of Wales Conservatory;06;05;
K:LCD-1986-8004*1;Pyrrosia christii;Princess of Wales Conservatory;04;HB;
K:LCD-1963-5401*1;Adiantum raddianum 'Pacific Maid';Princess of Wales Conservatory;04;01;
K:LCD-1982-1657*2;Nautilocalyx;Princess of Wales Conservatory;01;21;
K:LCD-1989-951*2;Phyllarthron bernierianum;Princess of Wales Conservatory;03;22;
K:LCD-2009-3252*2;Drosera regia;Princess of Wales Conservatory;09;01;
K:LCD-1988-2069*3;Senecio scaposus;Princess of Wales Conservatory;03;21;
K:LCD-1978-1921*5;Barleria oenotheroides;Princess of Wales Conservatory;01;04;
K:LCD-1969-51769*5;Solandra grandiflora;Princess of Wales Conservatory;01;10;
K:LCD-1973-19558*1;Hemigraphis alternata;Princess of Wales Conservatory;01;06;
K:LCD-1984-2115*5;Calathea loeseneri;Princess of Wales Conservatory;01;28;
K:LCD-1994-3566*1;Bruguiera gymnorhiza;Princess of Wales Conservatory;01;22;
K:LCD-1982-1651*2;Peperomia;Princess of Wales Conservatory;01;27;01
K:LCD-2007-1266*2;Pelargonium 'Prince of Orange';Princess of Wales Conservatory;03;10;
K:LCD-1973-19840*3;Begonia luxurians;Princess of Wales Conservatory;02;07;
K:LCD-1966-55225*6;Stromanthe sanguinea;Princess of Wales Conservatory;01;26;
K:LCD-1987-1368*4;Saintpaulia ionantha;Princess of Wales Conservatory;01;21;
K:LCD-1977-4021*1;Kleinia abyssinica;Princess of Wales Conservatory;03;21;
K:LCD-2000-1434*1;Pleiostachya pruinosa;Princess of Wales Conservatory;01;26;
K:LCD-1969-1053*3;Adiantum incisum;Princess of Wales Conservatory;04;06;
K:LCD-1965-62301*2;Maranta leuconeura var. leuconeura 'Fascinator';Princess of Wales Conservatory;01;08;
K:LCD-1965-75313*1;Hechtia marnier-lapostollei;Princess of Wales Conservatory;03;23;
K:LCD-1973-728*4;Calathea bella;Princess of Wales Conservatory;01;04;
K:LCD-1988-2939*1;Justicia adhatoda;Princess of Wales Conservatory;01;03;
K:LCD-1973-13260*2;Begonia maculata var. wightii;Princess of Wales Conservatory;04;05;
K:LCD-1964-73301*6;Doodia media;Princess of Wales Conservatory;07;03;
K:LCD-1965-75304*3;Crassula marnieriana;Princess of Wales Conservatory;03;02;
K:LCD-2013-885*2;Polypodium vulgare;Princess of Wales Conservatory;02;06;
K:LCD-1980-973*2;Costus laevis;Princess of Wales Conservatory;01;02;
K:LCD-2003-828*1;Phragmipedium hybrid;Princess of Wales Conservatory;06;05;
K:LCD-1987-715*2;Kaempferia pulchra;Princess of Wales Conservatory;01;04;
K:LCD-1961-36602*1;Tradescantia sillamontana;Princess of Wales Conservatory;03;21;
K:LCD-1975-6344*1;Rhapis excelsa 'Kan Non Chiku';Princess of Wales Conservatory;01;06;
K:LCD-1959-84601*2;Begonia mazae;Princess of Wales Conservatory;01;23;
K:LCD-1975-2023*3;Kleinia gregorii;Princess of Wales Conservatory;10;01;
K:LCD-1982-2008*5;Dracunculus canariensis;Princess of Wales Conservatory;03;13;
K:LCD-1998-4015*2;Selaginella kraussiana var. poulteri;Princess of Wales Conservatory;05;05;
K:LCD-1973-13813*1;Cissus discolor;Princess of Wales Conservatory;04;03;
K:LCD-1983-4494*2;Rhaphidophora pachyphylla;Princess of Wales Conservatory;01;09;
K:LCD-2004-2691*1;Pelargonium cordifolium;Princess of Wales Conservatory;03;21;
K:LCD-2008-1997*2;Anthurium reflexum;Princess of Wales Conservatory;04;12;
K:LCD-1954-5103*1;Philodendron bipinnatifidum;Princess of Wales Conservatory;01;13;
K:LCD-2004-2570*2;Pelargonium acetosum;Princess of Wales Conservatory;03;09;
K:LCD-1979-3230*2;Cryptostegia madagascariensis;Princess of Wales Conservatory;01;05;
K:LCD-1999-3499*2;Utricularia sandersonii;Princess of Wales Conservatory;09;01;
K:LCD-1983-2024*2;Philodendron bipinnatifidum;Princess of Wales Conservatory;01;17;
K:LCD-1973-13402*1;Cibotium regale;Princess of Wales Conservatory;04;05;
K:LCD-1984-546*1;Rhizophora mangle;Princess of Wales Conservatory;01;22;
K:LCD-1973-3955*1;Haworthia pygmaea;Princess of Wales Conservatory;03;02;
K:LCD-1972-1851*1;Kalanchoe schimperiana;Princess of Wales Conservatory;03;21;
K:LCD-1951-23401*2;Strophanthus sarmentosus;Princess of Wales Conservatory;01;04;W3
K:LCD-2000-2842*8;Anthurium bonplandii subsp. guayanum;Princess of Wales Conservatory;01;06;
K:LCD-1970-2986*1;Anthericum suffruticosum;Princess of Wales Conservatory;03;06;
K:LCD-1981-2773*2;Agapetes moorei;Princess of Wales Conservatory;05;03;
K:LCD-1994-3468*2;Peperomia pseudovariegata;Princess of Wales Conservatory;01;06;
K:LCD-1996-479*4;Cystacanthus turgida;Princess of Wales Conservatory;01;06;
K:LCD-1973-13013*3;Fittonia albivenis 'Gigantea';Princess of Wales Conservatory;01;22;
K:LCD-1980-1285*2;Haworthia tessellata;Princess of Wales Conservatory;03;21;
K:LCD-1969-12356*1;Hechtia argentea;Princess of Wales Conservatory;03;23;
K:LCD-2013-877*2;Dryopteris erythrosora;Princess of Wales Conservatory;02;06;
K:LCD-1990-377*1;Davallia tyermannii;Princess of Wales Conservatory;05;01;
K:LCD-1965-62301*7;Maranta leuconeura var. leuconeura 'Fascinator';Princess of Wales Conservatory;04;01;
K:LCD-1972-2699*1;Euphorbia splendens 'Bojeri';Princess of Wales Conservatory;03;22;
K:LCD-2014-1443*2;Agapetes saligna;Princess of Wales Conservatory;02;HB;
K:LCD-1969-13714*1;Davallia solida var. fejeensis 'Plumosa';Princess of Wales Conservatory;04;01;
K:LCD-2005-67*2;Pelargonium caylae;Princess of Wales Conservatory;03;22;
K:LCD-1974-3588*5;Spathiphyllum cannifolium;Princess of Wales Conservatory;01;28;
K:LCD-1971-2211*1;Davallia solida;Princess of Wales Conservatory;04;HB;
K:LCD-1982-2039*1;Spathiphyllum blandum;Princess of Wales Conservatory;01;03;
K:LCD-1976-3235*2;Tectaria crenata;Princess of Wales Conservatory;04;04;
K:LCD-1929-28501*3;Musa 'Lacatan';Princess of Wales Conservatory;01;20;
K:LCD-1975-3947*4;Aeonium holochrysum;Princess of Wales Conservatory;03;13;
K:LCD-1999-2413*2;Drosera adelae;Princess of Wales Conservatory;09;05;
K:LCD-1974-286*3;Arthropteris articulata;Princess of Wales Conservatory;04;05;
K:LCD-1979-3163*2;Caladium bicolor;Princess of Wales Conservatory;01;03;
K:LCD-1973-13865*3;Goeppertia rufibarba;Princess of Wales Conservatory;01;23;
K:LCD-1966-55219*2;Quesnelia testudo;Princess of Wales Conservatory;01;03;
K:LCD-1973-20423*2;Marattia;Princess of Wales Conservatory;05;05;
K:LCD-1963-56807*4;Anthurium jenmanii;Princess of Wales Conservatory;01;05;
K:LCD-1987-1881*1;Senecio meuselii;Princess of Wales Conservatory;03;22;
K:LCD-2007-1197*1;Pelargonium salmoneum;Princess of Wales Conservatory;03;09;
K:LCD-1977-760*1;Portea grandiflora;Princess of Wales Conservatory;01;12;
K:LCD-1973-13516*2;Marcgravia umbellata;Princess of Wales Conservatory;01;06;
K:LCD-1943-12247*1;Haworthia herrei;Princess of Wales Conservatory;03;01;
K:LCD-2012-306*3;Pelargonium cotyledonis 'Ventnor';Princess of Wales Conservatory;03;01;
K:LCD-1966-38908*2;Schwantesia triebneri;Princess of Wales Conservatory;03;08;
K:LCD-1972-34*1;Neoregelia cruenta;Princess of Wales Conservatory;01;14;
K:LCD-2013-569*1;Fagraea ceilanica;Princess of Wales Conservatory;01;28;
K:LCD-1975-6050*3;Echium wildpretii;Princess of Wales Conservatory;03;13;
K:LCD-1980-1231*2;Geophila repens;Princess of Wales Conservatory;01;05;
K:LCD-1981-4589*2;Tillandsia fasciculata;Princess of Wales Conservatory;01;02;
K:LCD-1953-23206*2;Kleinia articulata;Princess of Wales Conservatory;03;21;
K:LCD-1947-5802*5;Ludovia lancifolia;Princess of Wales Conservatory;04;05;
K:LCD-1958-63002*2;Senecio medley-woodii;Princess of Wales Conservatory;03;06;
K:LCD-1970-4640*2;Begonia hispida var. cucullifera;Princess of Wales Conservatory;01;23;
K:LCD-1921-5902*2;Agave schottii;Princess of Wales Conservatory;03;12;
K:LCD-1981-4172*1;Calathea rufibarba 'Blue Grass';Princess of Wales Conservatory;01;28;
K:LCD-2007-1177*2;Pelargonium 'Miss Mckenzie';Princess of Wales Conservatory;03;10;
K:LCD-1982-2507*1;Haworthia jacobseniana;Princess of Wales Conservatory;03;03;
K:LCD-1986-1086*2;Echeveria prolifica;Princess of Wales Conservatory;03;23;
K:LCD-1979-3492*1;Goeppertia albertii;Princess of Wales Conservatory;01;28;
K:LCD-1973-13227*1;Polyscias guilfoylei;Princess of Wales Conservatory;01;06;
K:LCD-1962-57603*2;Nephrolepis biserrata;Princess of Wales Conservatory;04;HB;
K:LCD-1969-17744*2;Ipomoea horsfalliae;Princess of Wales Conservatory;01;27;
K:LCD-1974-1028*2;Dracaena reflexa;Princess of Wales Conservatory;01;28;
K:LCD-1988-5272*4;Impatiens hians;Princess of Wales Conservatory;01;05;
K:LCD-2004-2171*2;Pelargonium grandiflorum;Princess of Wales Conservatory;03;11;
K:LCD-1973-13092*3;Alocasia odora;Princess of Wales Conservatory;01;07;
K:LCD-1961-63001*3;Nematanthus gregarius;Princess of Wales Conservatory;01;HB;
K:LCD-1980-1582*1;Philodendron radiatum;Princess of Wales Conservatory;01;22;E3
K:LCD-1967-59001*2;Aechmea bracteata;Princess of Wales Conservatory;01;12;
K:LCD-1987-2681*3;Ficus lingua subsp. lingua;Princess of Wales Conservatory;08;01;
K:LCD-1955-54601*3;Nephrolepis falcata;Princess of Wales Conservatory;01;09;
K:LCD-1967-68003*1;Rhododendron dendricola;Princess of Wales Conservatory;02;08;
K:LCD-1969-50343*1;Microsorum scolopendria 'Cristatum';Princess of Wales Conservatory;04;02;
K:LCD-2005-147*2;Pelargonium 'Attar of Roses';Princess of Wales Conservatory;03;10;
K:LCD-2013-1238*4;Jatropha podagrica;Princess of Wales Conservatory;01;27;
K:LCD-2007-1163*2;Pelargonium tetragonum;Princess of Wales Conservatory;03;09;
K:LCD-1986-3405*3;Costus guanaiensis var. tarmicus;Princess of Wales Conservatory;01;02;
K:LCD-1968-9513*1;Kalanchoe bracteata;Princess of Wales Conservatory;03;22;
K:LCD-1997-7106*1;Drimiopsis maculata;Princess of Wales Conservatory;03;07;
K:LCD-1976-210*2;Thaumatococcus daniellii;Princess of Wales Conservatory;01;29;
K:LCD-2013-871*1;Arachniodes simplicior 'Variegata';Princess of Wales Conservatory;02;06;
K:LCD-1966-55225*5;Stromanthe sanguinea;Princess of Wales Conservatory;01;20;
K:LCD-1975-3134*4;Petrea volubilis 'Alba';Princess of Wales Conservatory;01;09;
K:LCD-1973-13472*2;Dracaena fragrans 'Victoriae';Princess of Wales Conservatory;06;03;
K:LCD-1973-20308*1;Aechmea lamarchei;Princess of Wales Conservatory;01;04;
K:LCD-1994-2589*3;Zingiber officinale;Princess of Wales Conservatory;01;06;
K:LCD-1980-1229*2;Niphaea oblonga;Princess of Wales Conservatory;01;20;
K:LCD-1975-149*1;Kleinia abyssinica var. hildebrandtii;Princess of Wales Conservatory;03;21;
K:LCD-1973-13209*1;Epipremnum pinnatum 'Aureum';Princess of Wales Conservatory;01;03;
K:LCD-1983-2012*2;Anthurium olfersianum;Princess of Wales Conservatory;01;HB;
K:LCD-1966-15703*2;Peperomia pseudoamplexicaulis;Princess of Wales Conservatory;01;06;
K:LCD-1972-3989*1;Aechmea warasii;Princess of Wales Conservatory;01;03;TREE
K:LCD-2001-4512*3;Kohleria spicata;Princess of Wales Conservatory;01;19;
K:LCD-1973-13484*2;Dracaena aubryana;Princess of Wales Conservatory;01;21;
K:LCD-1948-35701*2;Kalanchoe marnieriana;Princess of Wales Conservatory;03;22;
K:LCD-2013-1212*1;Heliconia schiedeana;Princess of Wales Conservatory;05;04;
K:LCD-1990-2728*2;Colysis wrightii;Princess of Wales Conservatory;04;07;
