"species","genus","family","garden"
"Laserpitium prutenicum","Laserpitium","Apiaceae","ch"
"Laserpitium gallicum","Laserpitium","Apiaceae","ch"
"Laserpitium krapfii","Laserpitium","Apiaceae","ch"
"Laserpitium nestleri","Laserpitium","Apiaceae","ch"
"Laserpitium siler","Laserpitium","Apiaceae","ch"
"Lathyrus linifolius","Lathyrus","Fabaceae ","ch"
"Lathyrus niger","Lathyrus","Fabaceae","ch"
"Lathyrus transsilvanus","Lathyrus","Fabaceae","ch"
"Lathyrus vernus","Lathyrus","Fabaceae","ch"
"Lavandula angustifolia","Lavandula","Lamiaceae","ch"
"Lavandula latifolia","Lavandula","Lamiaceae ","ch"
"Lavandula officinalis","Lavandula","Lamiaceae","ch"
"Lavandula rosea","Lavandula","Lamiaceae ","ch"
"Lavandula spica","Lavandula","Lamiaceae","ch"
"Leatris spicata","Leatris","","ch"
"Ledum palustre","Ledum","Ericaceae","ch"
"Leontodon autumnalis","Leontodon","Asteraceae","ch"
"Leontodon crispus","Leontodon","Asteraceae","ch"
"Leontodon hirtus","Leontodon","Asteraceae","ch"
"Leontodon hispidus","Leontodon","Asteraceae","ch"
"Leontodon montanus","Leontodon","Asteraceae","ch"
"Leontodpodium nivale","Leontodpodium","Asteraceae","ch"
"Leontopodium alpinum","Leontopodium","Asteraceae","ch"
"Leontopodium calocephalum","Leontopodium","Asteraceae","ch"
"Leontopodium discolor","Leontopodium","Asteraceae","ch"
"Leontopodium haplophylloides","Leontopodium","Asteraceae","ch"
"Leontopodium hayachinense","Leontopodium","Asteraceae","ch"
"Leontopodium japonicum","Leontopodium","Asteraceae","ch"
"Leontopodium kamtschaticum","Leontopodium","Asteraceae","ch"
"Leontopodium linearifolium","Leontopodium","Asteraceae","ch"
"Leontopodium longifolium","Leontopodium","Asteraceae","ch"
"Leontopodium palibinanum","Leontopodium","Asteraceae","ch"
"Leontopodium sinense","Leontopodium","Asteraceae","ch"
"Leontopodium soulieii","Leontopodium","Asteraceae","ch"
"Leontopodium sp.","Leontopodium","Asteraceae","ch"
"Leontopodium strachey","Leontopodium","Asteraceae","ch"
"Leontopodium.... Beauv.","Leontopodium....","Asteraceae","ch"
"Lepidium hirtum","Lepidium","Brassicaceae ","ch"
"Lepidium villarsii","Lepidium","Brassicaceae","ch"
"Lespedeza bicolor","Lespedeza","","ch"
"Leucanthemopsis alpina","Leucanthemopsis","Asteraceae","ch"
"Leucanthemopsis minima","Leucanthemopsis","Asteraceae","ch"
"Leucanthemum adustum","Leucanthemum","Asteraceae","ch"
"Leucanthemum atratum","Leucanthemum","Asteraceae","ch"
"Leucanthemum gaudinii","Leucanthemum","Asteraceae","ch"
"Leucanthemum leucolepis","Leucanthemum","Asteraceae","ch"
"Leucanthemum virgatum","Leucanthemum","Asteraceae","ch"
"Leucantheum halleri","Leucantheum","Asteraceae","ch"
"Leucojum aestivum","Leucojum","Amaryllidaceae","ch"
"Leuzea centauroides","Leuzea","Asteraceae","ch"
"Levisticum officinale","Levisticum","Apiaceae","ch"
"Lewisia columbiana","Lewisia","Montiaceae ","ch"
"Lewisia cotyledon","Lewisia","","ch"
"Liatris spicata","Liatris","Asteraceae","ch"
"Ligularia fischeri","Ligularia","","ch"
"Ligularia glabrescens","Ligularia","","ch"
"Ligularia przewalskii","Ligularia","","ch"
"Ligularia sachalinensis","Ligularia","","ch"
"Ligularia splendens","Ligularia","","ch"
"Ligularia thyrsoidea","Ligularia","","ch"
"Ligularia vorobievii","Ligularia","","ch"
"Ligusticum ferulaceum","Ligusticum","Apiaceae","ch"
"Ligusticum lucidum","Ligusticum","Apiaceae","ch"
"Ligustrum vulgare","Ligustrum","Oleaceae","ch"
"Lilium bulbiferum","Lilium","Liliaceae","ch"
"Lilium carniolicum","Lilium","Liliaceae","ch"
"Lilium croceum","Lilium","Liliaceae","ch"
"Lilium henryi","Lilium","Liliceae","ch"
"Lilium martagon","Lilium","Liliaceae","ch"
"Lilium pomponium","Lilium","Liliaceae ","ch"
"Lilium pyrenaicum","Lilium","Liliaceae","ch"
"Lilium sp.","Lilium","Liliaceae","ch"
"Lilium martagon","Lilium","Liliaceae","ch"
"Linaria alpina","Linaria","Plantaginaceae ","ch"
"Linaria hepaticifolia","Linaria","Scrophulariaceae","ch"
"Linaria macedonica","Linaria","Scrophulariaceae","ch"
"Linaria repens","Linaria","Plantaginaceae","ch"
"Linaria supina","Linaria","Plantaginaceae ","ch"
"Linaria vulgaris","Linaria","Plantaginaceae ","ch"
"Linnaea borealis","Linnaea","Caprifoliaceae","ch"
"Linum austriacum","Linum","Linaceae","ch"
"Linum campanulatum","Linum","Linaceae","ch"
"Linum capitatum","Linum","Linaceae","ch"
"Linum catharticum","Linum","Linaceae","ch"
"Linum dolomiticum","Linum","Linaceae","ch"
"Linum extraaxillare","Linum","Linaceae","ch"
"Linum flavum","Linum","Linaceae","ch"
"Linum perenne","Linum","Linaceae","ch"
"Linum salsoides","Linum","Linaceae","ch"
"Linum suffruticosum","Linum","Linaceae ","ch"
"Linum viscosum","Linum","Linaceae ","ch"
"Lithodora deifolia","Lithodora","Boraginaceae ","ch"
"Lithospermum arvense","Lithospermum","Boraginaceae","ch"
"Lithospermum gastonii","Lithospermum","Boraginaceae ","ch"
"Lithospermum graminifolium","Lithospermum","Boraginaceae","ch"
"Lithospermum intermedium","Lithospermum","Boraginaceae","ch"
"Lithospermum officinale","Lithospermum","Boraginaceae","ch"
"Lithospermum suffructicosum","Lithospermum","Boraginaceae","ch"
"Lolium ??","Lolium","Poaceae","ch"
"Lomelosia graminifolia","Lomelosia","Dipsacaceae","ch"
"Lomelosia graminifolia","Lomelosia","Caprifoliaceae","ch"
"Lonicera albertii","Lonicera","Caprifoliaceae","ch"
"Lonicera alpigena","Lonicera","Caprifoliaceae","ch"
"Lonicera altaica","Lonicera","Caprifoliaceae","ch"
"Lonicera caerulea","Lonicera","Caprifoliaceae","ch"
"Lonicera caprifolium","Lonicera","Caprifoliaceae","ch"
"Lonicera etrusca","Lonicera","Caprifoliaceae","ch"
"Lonicera henryi","Lonicera","Caprifoliaceae","ch"
"Lonicera nigra","Lonicera","Caprifoliaceae","ch"
"Lonicera obovata","Lonicera","Caprifoliaceae","ch"
"Lonicera orientalis","Lonicera","Caprifoliaceae","ch"
"Lonicera periclymenum","Lonicera","Caprifoliaceae","ch"
"Lonicera pyrenaica","Lonicera","Caprifoliaceae","ch"
"Lonicera rupicola","Lonicera","Caprifoliaceae","ch"
"Lonicera spinosa","Lonicera","Caprifoliaceae","ch"
"Lonicera tibetica,","Lonicera","Caprifoliaceae","ch"
"Lonicera xylosteum","Lonicera","Caprifoliaceae","ch"
"Lothyrus venatens","Lothyrus","","ch"
"Lotus maritimus","Lotus","Fabaceae","ch"
"lovibarba hirta","lovibarba","Crassulaceae","ch"
"Luzula alpinopilosa","Luzula","Juncaceae","ch"
"Luzula forsteri","Luzula","Juncaceae","ch"
"Luzula frigida","Luzula","Juncaceae","ch"
"Luzula lutea","Luzula","Juncaceae","ch"
"Luzula nivea","Luzula","Juncaceae","ch"
"Luzula pedemontana","Luzula","Juncaceae","ch"
"Luzula pediformis","Luzula","Juncaceae","ch"
"Luzula spec.","Luzula","Juncaceae","ch"
"Lyatris spicata","Lyatris","","ch"
"Lychnis viscaria","Lychnis","Caryophyllaceae","ch"
"Lycium barbarum","Lycium","Solanaceae","ch"
"Lysichitum americanum","Lysichitum","","ch"
"Lysimachia davucica","Lysimachia","Primulaceae","ch"
"Lysimachia nemorum","Lysimachia","Primulaceae ","ch"
"Lysimachia punctata","Lysimachia","Primulaceae","ch"
"Mahonia aquifolium","Mahonia","Berberidaceae","ch"
"Mahonia pumila","Mahonia","Berberidaceae","ch"
"Mahonia repens","Mahonia","Berberidaceae","ch"
"Maianthemum canadense","Maianthemum","Liliaceae","ch"
"Maianthemum canadense","Maianthemum","Asparagaceae","ch"
"Maianthemum dilatatum","Maianthemum","Liliaceae","ch"
"Malva moschata","Malva","Malvaceae ","ch"
"Malva sylvestris","Malva","Malvaceae ","ch"
"Marbechiella zanonii","Marbechiella","","ch"
"Marrubium libanotis","Marrubium","Lamiaceae","ch"
"Mathiola fruticulosa","Mathiola","Brassicaceae ","ch"
"Matricaria chamomilla","Matricaria","Asteraceae","ch"
"Matricaria tchihatchewii","Matricaria","Asteraceae","ch"
"Matteuccia struthiopteris","Matteuccia","","ch"
"Matthiola fruticulosa","Matthiola","Brassicaceae","ch"
"Matthiola valesiaca","Matthiola","Brassicaceae","ch"
"Mazus radicans","Mazus","","ch"
"Meconopsis cambrica","Meconopsis","Papaveraceae","ch"
"Mede clancophylla","Mede","","ch"
"Melampyrum arvense","Melampyrum","Orobanchaceae ","ch"
"Melampyrum nemorosum","Melampyrum","Orobanchaceae ","ch"
"Melica ciliata","Melica","Poaceae","ch"
"Melissa officinalis","Melissa","Lamiaceae ","ch"
"Mentha piperita","Mentha","Lamiaceae ","ch"
"Mentha spicata","Mentha","Lamiaceae ","ch"
"Mentha suaveolens","Mentha","Lamiaceae ","ch"
"Menyanthes trifoliata","Menyanthes","Menyanthaceae","ch"
"Mercurialis perennis","Mercurialis","Euphorbiaceae ","ch"
"Merendera montana","Merendera","Liliaceae","ch"
"Meum athamanticum","Meum","Apiaceae","ch"
"Microbiota decussata","Microbiota","Cupressaceae","ch"
"Micromeria croatica","Micromeria","Lamiaceae","ch"
"Micromeria dalmatica","Micromeria","Lamiaceae ","ch"
"Micromeria juliana","Micromeria","Lamiaceae ","ch"
"Micromeria marginata","Micromeria","Lamiaceae ","ch"
"Micromeria rupestris","Micromeria","Caryophyllaceae","ch"
"Micromeria thymifolia","Micromeria","Lamiaceae ","ch"
"Microneria dalmatica","Microneria","","ch"
"Minuartia anatolica","Minuartia","Caryophyllaceae","ch"
"Minuartia caucasica","Minuartia","Caryophyllaceae","ch"
"Minuartia cherlerioides","Minuartia","Caryophyllaceae","ch"
"Minuartia circassica","Minuartia","Caryophyllaceae","ch"
"Minuartia graminifolia","Minuartia","Caryophyllaceae","ch"
"Minuartia juniperina","Minuartia","Caryophyllaceae","ch"
"Minuartia lanceolata","Minuartia","Caryphyllaceae","ch"
"Minuartia laricifolia","Minuartia","Caryophyllaceae","ch"
"Minuartia linifolia","Minuartia","Caryophyllaceae","ch"
"Minuartia mutabilis","Minuartia","Caryophyllaceae","ch"
"Minuartia pinnifolia","Minuartia","Caryophyllaceae","ch"
"Minuartia recurva","Minuartia","Caryophyllaceae","ch"
"Minuartia rubra","Minuartia","Caryophyllaceae","ch"
"Minuartia rupestris","Minuartia","Caryophyllaceae","ch"
"Minuartia sedoides","Minuartia","Caryophyllaceae","ch"
"Minuartia setacca","Minuartia","Caryophyllaceae","ch"
"Minuartia verna","Minuartia","Caryophyllaceae ","ch"
"Minuartia villarii","Minuartia","Caryophyllaceae","ch"
"Moeringia ?","Moeringia","Caryophyllaceae","ch"
"Molinia arundinacea","Molinia","Poaceae","ch"
"Molinia caerulea","Molinia","Poaceae","ch"
"Molopospermum peloponnesiacum","Molopospermum","Apiaceae","ch"
"Moltkia petraea","Moltkia","Borraginaceae","ch"
"Moltkia suffruticosa","Moltkia","Boraginaceae ","ch"
"Monarda fistulosa","Monarda","","ch"
"Monarda fistulosa","Monarda","Lamiaceae ","ch"
"Morina kokanica","Morina","","ch"
"Morina longifolia","Morina","Dipsacaceae","ch"
"Morina longifolia","Morina","Dispaceae","ch"
"Mozina kokanica,","Mozina","","ch"
"Muehlenbeckia axillaris","Muehlenbeckia","Polygonaceae","ch"
"Muehlenbeckia nana","Muehlenbeckia","Polygonaceae","ch"
"Muscari -339","Muscari","Asparagaceae","ch"
