filename;sample_id;species;NCBITaxonomy_ID;Ionization_mode;garden;dataset;taxon_scientific_name;taxon_accepted_name;taxon_rank;observation_subject;is_wild;qfield_project;latitude;longitude;collection_date;instrument_model;extraction_method;sample_type
20240307_EB_dbgi_002566_01_01.mzML;dbgi_002566;Scabiosa columbaria L.;NA;Positive;JBUF;jbuf;Scabiosa columbaria;Scabiosa columbaria L.;species;NA;0;jbuf;46,792595;7,1569430;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002592_01_01.mzML;dbgi_002592;Campanula trachelium L.;NA;Positive;JBUF;jbuf;Campanula trachelium;Campanula trachelium L.;species;NA;0;jbuf;46,792610;7,1570590;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002600_01_01.mzML;dbgi_002600;Syringa vulgaris L.;NA;Positive;JBUF;jbuf;Syringa vulgaris;Syringa vulgaris L.;species;NA;0;jbuf;46,792557;7,1571060;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002603_01_01.mzML;dbgi_002603;Aegopodium podagraria L.;NA;Positive;JBUF;jbuf;Aegopodium podagraria;Aegopodium podagraria L.;species;NA;0;jbuf;46,792625;7,1566360;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002606_01_01.mzML;dbgi_002606;Centaurea scabiosa L.;NA;Positive;JBUF;jbuf;Centaurea scabiosa;Centaurea scabiosa L.;species;NA;0;jbuf;46,792640;7,1568030;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002607_01_01.mzML;dbgi_002607;Adenophora liliifolia (L.) A.DC.;NA;Positive;JBUF;jbuf;Adenophora liliifolia;Adenophora liliifolia (L.) A.DC.;species;NA;0;jbuf;46,792603;7,1570697;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002613_01_01.mzML;dbgi_002613;Succisa pratensis Moench;NA;Positive;JBUF;jbuf;Succisa pratensis;Succisa pratensis Moench;species;NA;0;jbuf;46,792600;7,1569223;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002618_01_01.mzML;dbgi_002618;Weigela florida (Bunge) A.DC.;NA;Positive;JBUF;jbuf;Weigela florida;Weigela florida (Bunge) A.DC.;species;NA;0;jbuf;46,792610;7,1567717;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002622_01_01.mzML;dbgi_002622;Cirsium vulgare (Savi) Ten.;NA;Positive;JBUF;jbuf;Cirsium vulgare;Cirsium vulgare (Savi) Ten.;species;NA;0;jbuf;46,792637;7,1568710;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002623_01_01.mzML;dbgi_002623;Lophiolepis eriophora (L.) Del Guacchio, Bureš, Iamonico & P.Caputo;NA;Positive;JBUF;jbuf;Lophiolepis eriophora;Lophiolepis eriophora (L.) Del Guacchio, Bureš, Iamonico & P.Caputo;species;NA;0;jbuf;46,792633;7,1568810;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002624_01_01.mzML;dbgi_002624;Lonicera caerulea subsp. caerulea;NA;Positive;JBUF;jbuf;Lonicera caerulea subsp. caerulea;Lonicera caerulea subsp. caerulea;subspecies;NA;0;jbuf;46,792603;7,1568080;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002628_01_01.mzML;dbgi_002628;Lonicera xylosteum L.;NA;Positive;JBUF;jbuf;Lonicera xylosteum;Lonicera xylosteum L.;species;NA;0;jbuf;46,792606;7,1568000;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002635_01_01.mzML;dbgi_002635;Artemisia dracunculus L.;NA;Positive;JBUF;jbuf;Artemisia dracunculus;Artemisia dracunculus L.;species;NA;0;jbuf;46,792683;7,1566250;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002636_01_01.mzML;dbgi_002636;Eleutherococcus leucorrhizus var. setchuenensis (Harms) C.B.Shang & J.Y.Huang;NA;Positive;JBUF;jbuf;Eleutherococcus leucorrhizus var. setchuenensis;Eleutherococcus leucorrhizus var. setchuenensis (Harms) C.B.Shang & J.Y.Huang;variety;NA;0;jbuf;46,792580;7,1564507;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002641_01_01.mzML;dbgi_002641;Petroselinum crispum (Mill.) Fuss;NA;Positive;JBUF;jbuf;Petroselinum crispum;Petroselinum crispum (Mill.) Fuss;species;NA;0;jbuf;46,792620;7,1566610;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002642_01_01.mzML;dbgi_002642;Betonica officinalis subsp. officinalis;NA;Positive;JBUF;jbuf;Betonica officinalis subsp. officinalis;Betonica officinalis subsp. officinalis;subspecies;NA;0;jbuf;46,792606;7,1565285;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002643_01_01.mzML;dbgi_002643;Ilex aquifolium L.;NA;Positive;JBUF;jbuf;Ilex aquifolium;Ilex aquifolium L.;species;NA;0;jbuf;46,792580;7,1571610;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002645_01_01.mzML;dbgi_002645;Lobelia erinus L.;NA;Positive;JBUF;jbuf;Lobelia erinus;Lobelia erinus L.;species;NA;0;jbuf;46,792595;7,1571000;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002648_01_01.mzML;dbgi_002648;Ilex verticillata (L.) A.Gray;NA;Positive;JBUF;jbuf;Ilex verticillata;Ilex verticillata (L.) A.Gray;species;NA;0;jbuf;46,792600;7,1571570;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002650_01_01.mzML;dbgi_002650;Falcaria vulgaris Bernh.;NA;Positive;JBUF;jbuf;Falcaria vulgaris;Falcaria vulgaris Bernh.;species;NA;0;jbuf;46,792618;7,1566330;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002652_01_01.mzML;dbgi_002652;Seseli montanum L.;NA;Positive;JBUF;jbuf;Seseli montanum;Seseli montanum L.;species;NA;0;jbuf;46,792630;7,1565770;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002653_01_01.mzML;dbgi_002653;Lamium album L.;NA;Positive;JBUF;jbuf;Lamium album;Lamium album L.;species;NA;0;jbuf;46,792570;7,1564827;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002660_01_01.mzML;dbgi_002660;Viburnum lantana L.;NA;Positive;JBUF;jbuf;Viburnum lantana;Viburnum lantana L.;species;NA;0;jbuf;46,792618;7,1567073;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002661_01_01.mzML;dbgi_002661;Cephalaria gigantea (Ledeb.) Bobrov;NA;Positive;JBUF;jbuf;Cephalaria gigantea;Cephalaria gigantea (Ledeb.) Bobrov;species;NA;0;jbuf;46,792590;7,1569295;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002665_01_01.mzML;dbgi_002665;Foeniculum vulgare Mill.;NA;Positive;JBUF;jbuf;Foeniculum vulgare;Foeniculum vulgare Mill.;species;NA;0;jbuf;46,792620;7,1566440;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002666_01_01.mzML;dbgi_002666;Viburnum dilatatum Thunb.;NA;Positive;JBUF;jbuf;Viburnum dilatatum;Viburnum dilatatum Thunb.;species;NA;0;jbuf;46,792614;7,1567230;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002671_01_01.mzML;dbgi_002671;Carduus acanthoides L.;NA;Positive;JBUF;jbuf;Carduus acanthoides;Carduus acanthoides L.;species;NA;0;jbuf;46,792633;7,1568630;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002677_01_01.mzML;dbgi_002677;Arctium tomentosum Mill.;NA;Positive;JBUF;jbuf;Arctium tomentosum;Arctium tomentosum Mill.;species;NA;0;jbuf;46,792633;7,1568413;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002690_01_01.mzML;dbgi_002690;Petroselinum crispum (Mill.) Fuss;NA;Positive;JBUF;jbuf;Petroselinum crispum;Petroselinum crispum (Mill.) Fuss;species;NA;0;jbuf;46,792618;7,1566570;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002693_01_01.mzML;dbgi_002693;Lomelosia graminifolia (L.) Greuter & Burdet;NA;Positive;JBUF;jbuf;Lomelosia graminifolia;Lomelosia graminifolia (L.) Greuter & Burdet;species;NA;0;jbuf;46,792587;7,1569605;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002698_01_01.mzML;dbgi_002698;Echinops sphaerocephalus L.;NA;Positive;JBUF;jbuf;Echinops sphaerocephalus;Echinops sphaerocephalus L.;species;NA;0;jbuf;46,792625;7,1569520;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002699_01_01.mzML;dbgi_002699;Tanacetum cinerariifolium (Trevis.) Sch.Bip.;NA;Positive;JBUF;jbuf;Tanacetum cinerariifolium;Tanacetum cinerariifolium (Trevis.) Sch.Bip.;species;NA;0;jbuf;46,792675;7,1566860;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002702_01_01.mzML;dbgi_002702;Pseudopodospermum hispanicum subsp. hispanicum;NA;Positive;JBUF;jbuf;Pseudopodospermum hispanicum subsp. hispanicum;Pseudopodospermum hispanicum subsp. hispanicum;subspecies;NA;1;jbuf;46,792640;7,1567535;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002704_01_01.mzML;dbgi_002704;Monardella odoratissima Benth.;NA;Positive;JBUF;jbuf;Monardella odoratissima;Monardella odoratissima Benth.;species;NA;1;jbuf;46,792610;7,1565850;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002715_01_01.mzML;dbgi_002715;Carlina vulgaris L.;NA;Positive;JBUF;jbuf;Carlina vulgaris;Carlina vulgaris L.;species;NA;0;jbuf;46,792625;7,1569653;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002725_01_01.mzML;dbgi_002725;Campanula rapunculus L.;NA;Positive;JBUF;jbuf;Campanula rapunculus;Campanula rapunculus L.;species;NA;1;jbuf;46,792614;7,1570334;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002727_01_01.mzML;dbgi_002727;Serratula tinctoria L.;NA;Positive;JBUF;jbuf;Serratula tinctoria;Serratula tinctoria L.;species;NA;0;jbuf;46,792640;7,1568213;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002728_01_01.mzML;dbgi_002728;Hieracium laevigatum Willd.;NA;Positive;JBUF;jbuf;Hieracium laevigatum;Hieracium laevigatum Willd.;species;NA;0;jbuf;46,792664;7,1565995;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002729_01_01.mzML;dbgi_002729;Trachelium caeruleum L.;NA;Positive;JBUF;jbuf;Trachelium caeruleum;Trachelium caeruleum L.;species;NA;0;jbuf;46,792603;7,1570864;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002732_01_01.mzML;dbgi_002732;Campanula persicifolia L.;NA;Positive;JBUF;jbuf;Campanula persicifolia;Campanula persicifolia L.;species;NA;0;jbuf;46,792614;7,1570410;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002733_01_01.mzML;dbgi_002733;Calendula officinalis L.;NA;Positive;JBUF;jbuf;Calendula officinalis;Calendula officinalis L.;species;NA;0;jbuf;46,792633;7,1564584;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002743_01_01.mzML;dbgi_002743;Elsholtzia stauntonii Benth.;NA;Positive;JBUF;jbuf;Elsholtzia stauntonii;Elsholtzia stauntonii Benth.;species;NA;0;jbuf;46,792583;7,1568570;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002747_01_01.mzML;dbgi_002747;Hieracium murorum L.;NA;Positive;JBUF;jbuf;Hieracium murorum;Hieracium murorum L.;species;NA;0;jbuf;46,792667;7,1565780;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002959_01_01.mzML;dbgi_002959;Glebionis segetum (L.) Fourr.;NA;Positive;JBUF;jbuf;Glebionis segetum;Glebionis segetum (L.) Fourr.;species;NA;0;jbuf;46,792664;7,1567755;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002962_01_01.mzML;dbgi_002962;Eupatorium cannabinum L.;NA;Positive;JBUF;jbuf;Eupatorium cannabinum;Eupatorium cannabinum L.;species;NA;0;jbuf;46,792614;7,1571183;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002972_01_01.mzML;dbgi_002972;Ageratina altissima (L.) R.M.King & H.Rob.;NA;Positive;JBUF;jbuf;Ageratina altissima;Ageratina altissima (L.) R.M.King & H.Rob.;species;NA;0;jbuf;46,792620;7,1571070;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002975_01_01.mzML;dbgi_002975;Helenium autumnale L.;NA;Positive;JBUF;jbuf;Helenium autumnale;Helenium autumnale L.;species;NA;0;jbuf;46,792660;7,1568327;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_002990_01_01.mzML;dbgi_002990;Helichrysum petiolare Hilliard & B.L.Burtt;NA;Positive;JBUF;jbuf;Helichrysum petiolare;Helichrysum petiolare Hilliard & B.L.Burtt;species;NA;0;jbuf;46,792656;7,1564484;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003010_01_01.mzML;dbgi_003010;Scorzoneroides autumnalis subsp. autumnalis;NA;Positive;JBUF;jbuf;Scorzoneroides autumnalis subsp. autumnalis;Scorzoneroides autumnalis subsp. autumnalis;subspecies;NA;0;jbuf;46,792652;7,1566777;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003011_01_01.mzML;dbgi_003011;Emilia coccinea (Sims) G.Don;NA;Positive;JBUF;jbuf;Emilia coccinea;Emilia coccinea (Sims) G.Don;species;NA;0;jbuf;46,792645;7,1564750;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003013_01_01.mzML;dbgi_003013;Symphyotrichum novi-belgii (L.) G.L.Nesom;NA;Positive;JBUF;jbuf;Symphyotrichum novi-belgii;Symphyotrichum novi-belgii (L.) G.L.Nesom;species;NA;0;jbuf;46,792680;7,1565895;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003016_01_01.mzML;dbgi_003016;Baccharis halimifolia L.;NA;Positive;JBUF;jbuf;Baccharis halimifolia;Baccharis halimifolia L.;species;NA;0;jbuf;46,792680;7,1565040;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003021_01_01.mzML;dbgi_003021;Boltonia asteroides (L.) L'Hér.;NA;Positive;JBUF;jbuf;Boltonia asteroides;Boltonia asteroides (L.) L'Hér.;species;NA;0;jbuf;46,792686;7,1565595;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003029_01_01.mzML;dbgi_003029;Vernonia noveboracensis (L.) Willd.;NA;Positive;JBUF;jbuf;Vernonia noveboracensis;Vernonia noveboracensis (L.) Willd.;species;NA;0;jbuf;46,792664;7,1565394;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003030_01_01.mzML;dbgi_003030;Leucanthemella serotina (L.) Tzvelev;NA;Positive;JBUF;jbuf;Leucanthemella serotina;Leucanthemella serotina (L.) Tzvelev;species;NA;0;jbuf;46,792680;7,1566534;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003035_01_01.mzML;dbgi_003035;Solidago virgaurea L.;NA;Positive;JBUF;jbuf;Solidago virgaurea;Solidago virgaurea L.;species;NA;1;jbuf;46,792686;7,1565237;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003036_01_01.mzML;dbgi_003036;Symphyotrichum oolentangiense (Riddell) G.L.Nesom;NA;Positive;JBUF;jbuf;Symphyotrichum oolentangiense;Symphyotrichum oolentangiense (Riddell) G.L.Nesom;species;NA;0;jbuf;46,792683;7,1565720;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003039_01_01.mzML;dbgi_003039;Hieracium glaucum All.;NA;Positive;JBUF;jbuf;Hieracium glaucum;Hieracium glaucum All.;species;NA;0;jbuf;46,792660;7,1565843;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003040_01_01.mzML;dbgi_003040;Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt;NA;Positive;JBUF;jbuf;Pseudognaphalium luteoalbum;Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt;species;NA;0;jbuf;46,792660;7,1564503;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003043_01_01.mzML;dbgi_003043;Artemisia pontica L.;NA;Positive;JBUF;jbuf;Artemisia pontica;Artemisia pontica L.;species;NA;0;jbuf;46,792680;7,1566415;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003045_01_01.mzML;dbgi_003045;Tibetiodes himalaica (C.B.Clarke) G.L.Nesom;NA;Positive;JBUF;jbuf;Tibetiodes himalaica;Tibetiodes himalaica (C.B.Clarke) G.L.Nesom;species;NA;0;jbuf;46,792670;7,1564713;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003046_01_01.mzML;dbgi_003046;Filago germanica L.;NA;Positive;JBUF;jbuf;Filago germanica;Filago germanica L.;species;NA;0;jbuf;46,792652;7,1564417;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003049_01_01.mzML;dbgi_003049;Anaphalis margaritacea (L.) Benth.;NA;Positive;JBUF;jbuf;Anaphalis margaritacea;Anaphalis margaritacea (L.) Benth.;species;NA;0;jbuf;46,792652;7,1564370;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003050_01_01.mzML;dbgi_003050;Arctotis venusta Norl.;NA;Positive;JBUF;jbuf;Arctotis venusta;Arctotis venusta Norl.;species;NA;0;jbuf;46,792664;7,1565557;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003051_01_01.mzML;dbgi_003051;Callistephus chinensis (L.) Nees;NA;Positive;JBUF;jbuf;Callistephus chinensis;Callistephus chinensis (L.) Nees;species;NA;0;jbuf;46,792680;7,1564956;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003056_01_01.mzML;dbgi_003056;Galatella linosyris subsp. linosyris;NA;Positive;JBUF;jbuf;Galatella linosyris subsp. linosyris;Galatella linosyris subsp. linosyris;subspecies;NA;0;jbuf;46,792664;7,1564670;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240307_EB_dbgi_003058_01_01.mzML;dbgi_003058;Coreopsis tinctoria Nutt.;NA;Positive;JBUF;jbuf;Coreopsis tinctoria;Coreopsis tinctoria Nutt.;species;NA;0;jbuf;46,792660;7,1568450;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001195_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001195;Geranium sibiricum L.;NA;Negative;JBUF;jbuf;Geranium sibiricum;Geranium sibiricum L.;species;NA;0;jbuf;46,792282;7,1569970;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001199_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001199;Oenothera glazioviana Micheli;NA;Negative;JBUF;jbuf;Oenothera glazioviana;Oenothera glazioviana Micheli;species;NA;0;jbuf;46,792260;7,1569967;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001213_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001213;Arabis alpina subsp. alpina;NA;Negative;JBUF;jbuf;Arabis alpina subsp. alpina;Arabis alpina subsp. alpina;subspecies;NA;0;jbuf;46,792175;7,1568546;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001215_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001215;Lythrum hyssopifolia L.;NA;Negative;JBUF;jbuf;Lythrum hyssopifolia;Lythrum hyssopifolia L.;species;NA;0;jbuf;46,792248;7,1570535;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001764_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001764;Raphanus sativus var. niger;NA;Negative;JBUF;jbuf;Raphanus sativus var. niger;Raphanus sativus var. niger;variety;NA;0;jbuf;46,792183;7,1569376;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001773_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001773;Diplotaxis tenuifolia (L.) DC.;NA;Negative;JBUF;jbuf;Diplotaxis tenuifolia;Diplotaxis tenuifolia (L.) DC.;species;NA;0;jbuf;46,792164;7,1568937;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001774_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001774;Brassica rapa subsp. rapa;NA;Negative;JBUF;jbuf;Brassica rapa subsp. rapa;Brassica rapa subsp. rapa;subspecies;NA;0;jbuf;46,792170;7,1569853;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001777_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001777;Brassica oleracea L.;NA;Negative;JBUF;jbuf;Brassica oleracea;Brassica oleracea L.;species;NA;0;jbuf;46,792160;7,1570830;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001781_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001781;Erysimum perofskianum Fisch. & C.A.Mey.;NA;Negative;JBUF;jbuf;Erysimum perofskianum;Erysimum perofskianum Fisch. & C.A.Mey.;species;NA;0;jbuf;46,792206;7,1567790;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001788_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001788;Neslia paniculata (L.) Desv.;NA;Negative;JBUF;jbuf;Neslia paniculata;Neslia paniculata (L.) Desv.;species;NA;0;jbuf;46,792213;7,1567590;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001799_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001799;Polanisia dodecandra (L.) DC.;NA;Negative;JBUF;jbuf;Polanisia dodecandra;Polanisia dodecandra (L.) DC.;species;NA;0;jbuf;46,792210;7,1568440;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001804_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001804;Beta vulgaris L.;NA;Negative;JBUF;jbuf;Beta vulgaris;Beta vulgaris L.;species;NA;0;jbuf;46,792114;7,1568520;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001805_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001805;Gypsophila fastigiata L.;NA;Negative;JBUF;jbuf;Gypsophila fastigiata;Gypsophila fastigiata L.;species;NA;0;jbuf;46,792140;7,1568640;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001809_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001809;Fagopyrum esculentum Moench;NA;Negative;JBUF;jbuf;Fagopyrum esculentum;Fagopyrum esculentum Moench;species;NA;0;jbuf;46,792107;7,1570050;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001823_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001823;Hesperis matronalis L.;NA;Negative;JBUF;jbuf;Hesperis matronalis;Hesperis matronalis L.;species;NA;0;jbuf;46,792194;7,1568880;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001827_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001827;Matthiola sinuata (L.) W.T.Aiton;NA;Negative;JBUF;jbuf;Matthiola sinuata;Matthiola sinuata (L.) W.T.Aiton;species;NA;0;jbuf;46,792194;7,1568770;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001828_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001828;Hirschfeldia incana (L.) Lagr.-Foss.;NA;Negative;JBUF;jbuf;Hirschfeldia incana;Hirschfeldia incana (L.) Lagr.-Foss.;species;NA;0;jbuf;46,792156;7,1569270;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001836_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001836;Amaranthus hypochondriacus L.;NA;Negative;JBUF;jbuf;Amaranthus hypochondriacus;Amaranthus hypochondriacus L.;species;NA;0;jbuf;46,792103;7,1568933;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001837_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001837;Saponaria officinalis L.;NA;Negative;JBUF;jbuf;Saponaria officinalis;Saponaria officinalis L.;species;NA;0;jbuf;46,792133;7,1568685;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001838_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001838;Petrorhagia prolifera (L.) P.W.Ball & Heywood;NA;Negative;JBUF;jbuf;Petrorhagia prolifera;Petrorhagia prolifera (L.) P.W.Ball & Heywood;species;NA;0;jbuf;46,792140;7,1568522;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001841_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001841;Amaranthus retroflexus L.;NA;Negative;JBUF;jbuf;Amaranthus retroflexus;Amaranthus retroflexus L.;species;NA;0;jbuf;46,792095;7,1569366;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001848_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001848;Amaranthus hypochondriacus L.;NA;Negative;JBUF;jbuf;Amaranthus hypochondriacus;Amaranthus hypochondriacus L.;species;NA;0;jbuf;46,792100;7,1569220;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001857_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001857;Dianthus armeria L.;NA;Negative;JBUF;jbuf;Dianthus armeria;Dianthus armeria L.;species;NA;0;jbuf;46,792130;7,1569223;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
20240328_EB_dbgi_001858_01_01_100mm_C18_15min_DDA_neg.mzML;dbgi_001858;Rheum rhaponticum L.;NA;Negative;JBUF;jbuf;Rheum rhaponticum;Rheum rhaponticum L.;species;NA;1;jbuf;46,792103;7,1571336;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
