"entity_ID","geo_entity","longitude","latitude","biome","mean_wc2.0_bio_30s_01","mean_wc2.0_bio_30s_12","species"
10926,"Wyoming",-107.539865,42.998988,"Deserts & Xeric Shrublands",5.10503,344.84642,"Arnica mollis"
10931,"Yukon",-135.498148,63.63575,"Tundra",-5.36304,374.5976,"Arnica mollis"
12094,"North America",-92.01606,58.885739,"Boreal Forests/Taiga",-4.27999,556.19186,"Arnica mollis"
1044,"Japan",138.012255,37.599417,"Temperate Broadleaf & Mixed Forests",10.68275,1626.45776,"Arnica sachalinensis"
1085,"Hokkaido",142.562424,43.381279,"Temperate Conifer Forests",5.66432,1165.65029,"Arnica sachalinensis"
1209,"Sakhalin",142.702744,50.334829,"Boreal Forests/Taiga",-0.48218,729.40563,"Arnica sachalinensis"
12337,"Rebun-to",141.025188,45.375472,"Temperate Conifer Forests",5.33912,1092.7803,"Arnica sachalinensis"
12544,"Japan (incl. some south Kuril Islands)",138.08606,37.63719,"Temperate Broadleaf & Mixed Forests",10.64575,1622.26375,"Arnica sachalinensis"
12628,"Uda River Area",136.962574,52.763494,"Boreal Forests/Taiga",-3.37382,603.69724,"Arnica sachalinensis"
141,"Santa Rosa",-120.105655,33.966694,"Mediterranean Forests, Woodlands & Scrub",14.23786,419.49132,"Artemisia douglasiana"
142,"Santa Cruz, Channel Islands",-119.745423,34.014027,"Mediterranean Forests, Woodlands & Scrub",14.85717,410.929,"Artemisia douglasiana"
10232,"Death Valley National Park, USA",-117.13259,36.483895,"Deserts & Xeric Shrublands",16.97607,125.52897,"Artemisia douglasiana"
10249,"Lassen Volcanic National Park, USA",-121.406609,40.493509,"Temperate Conifer Forests",4.95777,1080.11104,"Artemisia douglasiana"
10252,"Mount Rainier National Park, USA",-121.70436,46.860614,"Temperate Conifer Forests",3.68956,2252.05528,"Artemisia douglasiana"
10253,"North Cascades National Park, USA",-121.205689,48.71106,"Temperate Conifer Forests",3.19589,1507.68855,"Artemisia douglasiana"
10255,"Pinnacles National Park, USA",-121.181488,36.490035,"Mediterranean Forests, Woodlands & Scrub",14.40501,465.37031,"Artemisia douglasiana"
10256,"Redwood National and State Parks, USA",-123.974263,41.192567,"Temperate Conifer Forests",11.07233,1609.80264,"Artemisia douglasiana"
10259,"Sequoia and Kings Canyon National Parks, USA",-118.587355,36.711672,"Temperate Conifer Forests",3.10131,698.3871,"Artemisia douglasiana"
10265,"Yosemite National Park, USA",-119.55727,37.848588,"Temperate Conifer Forests",4.8895,806.08038,"Artemisia douglasiana"
10557,"Mexico",-102.534989,23.950923,"Deserts & Xeric Shrublands",20.35159,756.2127,"Artemisia douglasiana"
10617,"California",-119.587455,37.23999,"Temperate Conifer Forests",14.02984,552.93863,"Artemisia douglasiana"
10700,"Idaho",-114.653927,44.396719,"Temperate Conifer Forests",5.70444,474.05065,"Artemisia douglasiana"
10789,"Nevada",-116.652116,39.358275,"Deserts & Xeric Shrublands",9.67596,248.08948,"Artemisia douglasiana"
10819,"Oregon",-120.540876,43.940318,"Temperate Conifer Forests",8.20453,793.90721,"Artemisia douglasiana"
10917,"Washington",-120.431231,47.386724,"Temperate Conifer Forests",7.92219,1032.63443,"Artemisia douglasiana"
11104,"Baja California, Mexico",-115.078661,30.519538,"Deserts & Xeric Shrublands",18.36251,172.82555,"Artemisia douglasiana"
11780,"East Marin, California",-122.468111,37.964511,"Mediterranean Forests, Woodlands & Scrub",NA,NA,"Artemisia douglasiana"
12094,"North America",-92.01606,58.885739,"Boreal Forests/Taiga",-4.27999,556.19186,"Artemisia douglasiana"
12096,"Baja California incl. Baja California Sur",-113.610869,28.286772,"Deserts & Xeric Shrublands",19.89302,176.32463,"Artemisia douglasiana"
583,"Zelenyj",146.136128,43.50796,"Temperate Conifer Forests",5.46729,1101.03915,"Artemisia gmelinii"
595,"Kunashir",145.94709,44.173277,"Temperate Broadleaf & Mixed Forests",4.49246,1070.32927,"Artemisia gmelinii"
596,"Shikotan",146.738906,43.800861,"Temperate Broadleaf & Mixed Forests",5.04253,1141.29745,"Artemisia gmelinii"
1085,"Hokkaido",142.562424,43.381279,"Temperate Conifer Forests",5.66432,1165.65029,"Artemisia gmelinii"
1209,"Sakhalin",142.702744,50.334829,"Boreal Forests/Taiga",-0.48218,729.40563,"Artemisia gmelinii"
10428,"Korea Peninsula",127.437918,38.483722,"Temperate Broadleaf & Mixed Forests",8.47623,1103.65898,"Artemisia gmelinii"
10432,"East Gobi",108.198975,44.329879,"Deserts & Xeric Shrublands",3.98927,119.31174,"Artemisia gmelinii"
10433,"Khobdo",91.080083,49.483545,"Deserts & Xeric Shrublands",-2.91655,167.66169,"Artemisia gmelinii"
10438,"Valley of great Lakes",100.202705,45.738678,"Deserts & Xeric Shrublands",1.73181,142.88902,"Artemisia gmelinii"
10439,"Khangai",100.096138,48.234014,"Temperate Grasslands, Savannas & Shrublands",-2.9985,262.40938,"Artemisia gmelinii"
10440,"Khentei",108.707447,48.70666,"Boreal Forests/Taiga",-2.42512,361.19042,"Artemisia gmelinii"
10441,"Mongol-Daurian",109.492033,48.743809,"Temperate Grasslands, Savannas & Shrublands",-0.95603,309.81426,"Artemisia gmelinii"
10442,"Middle Kkalkha",109.245392,46.977986,"Temperate Grasslands, Savannas & Shrublands",0.38844,226.31519,"Artemisia gmelinii"
10443,"Great Khingan",119.378096,46.891929,"Temperate Grasslands, Savannas & Shrublands",-1.66134,381.19146,"Artemisia gmelinii"
10444,"East Mongolia",115.611376,47.169498,"Temperate Grasslands, Savannas & Shrublands",0.62435,233.0919,"Artemisia gmelinii"
10448,"Beijing",116.410672,40.184914,"Temperate Broadleaf & Mixed Forests",10.44385,522.46789,"Artemisia gmelinii"
10451,"Shanxi",112.291973,37.575897,"Temperate Broadleaf & Mixed Forests",8.25486,494.80343,"Artemisia gmelinii"
10452,"Neimenggu",113.914487,44.086396,"Temperate Grasslands, Savannas & Shrublands",3.56095,295.48337,"Artemisia gmelinii"
10453,"Liaoning",122.607655,41.298915,"Temperate Broadleaf & Mixed Forests",7.83247,667.6288,"Artemisia gmelinii"
10454,"Jilin",126.194004,43.664405,"Temperate Broadleaf & Mixed Forests",4.42852,617.54047,"Artemisia gmelinii"
10455,"Heilongjiang",127.78236,47.841542,"Temperate Broadleaf & Mixed Forests",1.33377,545.45065,"Artemisia gmelinii"
10457,"Jiangsu",119.455701,32.973388,"Temperate Broadleaf & Mixed Forests",14.91314,912.88896,"Artemisia gmelinii"
10461,"Jiangxi",115.720822,27.613663,"Tropical & Subtropical Moist Broadleaf Forests",17.54309,1618.27549,"Artemisia gmelinii"
10462,"Shandong",118.150919,36.351999,"Temperate Broadleaf & Mixed Forests",13.10971,674.33811,"Artemisia gmelinii"
10463,"Henan",113.613553,33.882591,"Temperate Broadleaf & Mixed Forests",14.44157,769.77065,"Artemisia gmelinii"
10466,"Guangdong",113.415283,23.335449,"Tropical & Subtropical Moist Broadleaf Forests",20.99738,1747.98024,"Artemisia gmelinii"
10470,"Sichuan",102.709964,30.615754,"Montane Grasslands & Shrublands",7.44414,856.53643,"Artemisia gmelinii"
10471,"Guizhou",106.874099,26.815182,"Tropical & Subtropical Moist Broadleaf Forests",14.98749,1171.23246,"Artemisia gmelinii"
10473,"Xizang",88.129066,31.692516,"Montane Grasslands & Shrublands",-3.91394,308.20101,"Artemisia gmelinii"
10474,"Shaanxi",108.870582,35.195169,"Temperate Broadleaf & Mixed Forests",10.23313,638.68843,"Artemisia gmelinii"
10476,"Qinghai",96.003694,35.749287,"Montane Grasslands & Shrublands",-3.11878,315.13239,"Artemisia gmelinii"
10477,"Ningxia",106.164862,37.270934,"Montane Grasslands & Shrublands",7.81274,300.46897,"Artemisia gmelinii"
10478,"Xinjiang",85.20433,41.112016,"Deserts & Xeric Shrublands",5.19447,113.60989,"Artemisia gmelinii"
10535,"China",103.835973,36.561732,"Montane Grasslands & Shrublands",6.15989,561.22542,"Artemisia gmelinii"
11101,"North-Korea",127.162779,40.134347,"Temperate Broadleaf & Mixed Forests",6.27141,958.53571,"Artemisia gmelinii"
11104,"Baja California, Mexico",-115.078661,30.519538,"Deserts & Xeric Shrublands",18.36251,172.82555,"Artemisia gmelinii"
12160,"Sunda shelf",104.271595,10.21699,"Tropical & Subtropical Moist Broadleaf Forests",24.95697,2214.20751,"Artemisia gmelinii"
12338,"Rishiri-to",141.229709,45.177708,"Temperate Conifer Forests",4.61122,1158.26736,"Artemisia gmelinii"
12343,"Teuri-to",141.315217,44.425554,"Temperate Broadleaf & Mixed Forests",6.63122,1197.86998,"Artemisia gmelinii"
12544,"Japan (incl. some south Kuril Islands)",138.08606,37.63719,"Temperate Broadleaf & Mixed Forests",10.64575,1622.26375,"Artemisia gmelinii"
12583,"Altai region",87.478444,50.791049,"Temperate Conifer Forests",-2.0482,496.7047,"Artemisia gmelinii"
12584,"Irtysh",76.715778,52.684723,"Temperate Grasslands, Savannas & Shrublands",2.03499,363.95161,"Artemisia gmelinii"
12596,"Tien Shan",75.260947,42.471694,"Temperate Grasslands, Savannas & Shrublands",3.10572,413.11063,"Artemisia gmelinii"
12602,"Angara River-Sayans",98.626882,54.3236,"Boreal Forests/Taiga",-2.58914,437.19386,"Artemisia gmelinii"
12603,"Dauria",112.835111,52.186107,"Boreal Forests/Taiga",-3.4282,379.84039,"Artemisia gmelinii"
12604,"Lena-Kolyma",126.551821,64.801277,"Boreal Forests/Taiga",-11.53965,321.56812,"Artemisia gmelinii"
12605,"Yenisei",96.166032,63.60828,"Boreal Forests/Taiga",-8.00308,462.07399,"Artemisia gmelinii"
12628,"Uda River Area",136.962574,52.763494,"Boreal Forests/Taiga",-3.37382,603.69724,"Artemisia gmelinii"
12630,"Zeya-Bureya",129.635071,52.550077,"Boreal Forests/Taiga",-3.69365,599.31413,"Artemisia gmelinii"
10071,"Spain mainland",-3.553951,40.390648,"Mediterranean Forests, Woodlands & Scrub",13.1964,632.36368,"Artemisia granatensis"
10978,"Sierra Nevada ",-3.136268,37.070204,"Mediterranean Forests, Woodlands & Scrub",9.3692,663.32221,"Artemisia granatensis"
12071,"Spain mainland incl. Gibraltar and Andorra",-3.549384,40.39244,"Mediterranean Forests, Woodlands & Scrub",13.1884,633.0367,"Artemisia granatensis"
12078,"Andalusia",-4.574033,37.463575,"Mediterranean Forests, Woodlands & Scrub",15.80574,531.47981,"Artemisia granatensis"
12280,"Iberian Peninsula",-4.220344,40.284081,"Mediterranean Forests, Woodlands & Scrub",13.46098,672.99487,"Artemisia granatensis"
10761,"Morocco",-6.317546,31.884132,"Mediterranean Forests, Woodlands & Scrub",17.14373,296.4395,"Artemisia ifranensis"
10675,"France incl. Channel Islands and Monaco excl. Corse",2.44973,46.632353,"Temperate Broadleaf & Mixed Forests",10.70229,849.89313,"Artemisia molinieri"
12066,"France excl. Corse",2.456035,46.625369,"Temperate Broadleaf & Mixed Forests",10.70401,849.96439,"Artemisia molinieri"
10056,"Switzerland",8.234912,46.802802,"Temperate Conifer Forests",5.31445,1251.33546,"Artemisia nivalis"
10329,"Northern Kyrgyzstan, Kyrgyzstan",74.887089,42.697581,"Temperate Grasslands, Savannas & Shrublands",2.93949,451.48385,"Artemisia tournefortiana"
10330,"Issyk-Kul Basin, Kyrgyzstan",77.544343,42.383799,"Temperate Grasslands, Savannas & Shrublands",2.19848,375.33812,"Artemisia tournefortiana"
10332,"Western Tien Shan, Kyrgyzstan",72.148935,42.094366,"Temperate Grasslands, Savannas & Shrublands",2.87915,551.97753,"Artemisia tournefortiana"
10333,"Eastern Fergana Valley, Kyrgyzstan",72.23384,40.446158,"Temperate Grasslands, Savannas & Shrublands",5.55464,467.07323,"Artemisia tournefortiana"
10432,"East Gobi",108.198975,44.329879,"Deserts & Xeric Shrublands",3.98927,119.31174,"Artemisia tournefortiana"
10435,"Dzungarian Gobi",92.264074,45.649643,"Deserts & Xeric Shrublands",1.79175,111.02198,"Artemisia tournefortiana"
10436,"Mongolian Altai",92.819445,46.923623,"Temperate Conifer Forests",-3.43518,153.55513,"Artemisia tournefortiana"
10444,"East Mongolia",115.611376,47.169498,"Temperate Grasslands, Savannas & Shrublands",0.62435,233.0919,"Artemisia tournefortiana"
10478,"Xinjiang",85.20433,41.112016,"Deserts & Xeric Shrublands",5.19447,113.60989,"Artemisia tournefortiana"
10535,"China",103.835973,36.561732,"Montane Grasslands & Shrublands",6.15989,561.22542,"Artemisia tournefortiana"
10567,"Afghanistan",66.026539,33.838903,"Deserts & Xeric Shrublands",12.12726,301.4252,"Artemisia tournefortiana"
11361,"Badakhshan, Afghanistan",70.77792,36.937448,"Montane Grasslands & Shrublands",2.23138,647.1314,"Artemisia tournefortiana"
11362,"Badakhshan (Wakhan), Afghanistan",73.151486,37.086446,"Montane Grasslands & Shrublands",-5.44384,302.9518,"Artemisia tournefortiana"
11364,"Baghlan, Afghanistan",68.689407,35.587698,"Deserts & Xeric Shrublands",8.38018,572.89014,"Artemisia tournefortiana"
11366,"Bamyan, Afghanistan",67.094338,34.556591,"Montane Grasslands & Shrublands",1.96325,400.04957,"Artemisia tournefortiana"
11369,"Ghazni, Afghanistan",68.233232,32.781809,"Deserts & Xeric Shrublands",9.19896,276.88398,"Artemisia tournefortiana"
11370,"Ghor, Afghanistan",64.933137,34.151087,"Montane Grasslands & Shrublands",3.83293,291.96952,"Artemisia tournefortiana"
11372,"Herat, Afghanistan",61.973668,34.360848,"Deserts & Xeric Shrublands",14.11627,263.51249,"Artemisia tournefortiana"
11374,"Kabul, Afghanistan",69.267582,34.345005,"Deserts & Xeric Shrublands",8.84408,470.20079,"Artemisia tournefortiana"
11379,"Maidan Wardak, Afghanistan",68.18447,34.13899,"Deserts & Xeric Shrublands",4.38163,347.09331,"Artemisia tournefortiana"
11380,"Nangarhar, Afghanistan",70.701904,34.287069,"Deserts & Xeric Shrublands",17.97998,500.06383,"Artemisia tournefortiana"
11382,"Urozgan, Afghanistan",66.031229,33.177152,"Deserts & Xeric Shrublands",8.9001,266.17633,"Artemisia tournefortiana"
11383,"Paktika, Afghanistan",69.645265,33.402919,"Deserts & Xeric Shrublands",12.11358,473.31178,"Artemisia tournefortiana"
11384,"Parwan, Afghanistan",69.112075,34.900501,"Deserts & Xeric Shrublands",6.68323,637.36201,"Artemisia tournefortiana"
11387,"Takhar, Afghanistan",69.663046,36.530932,"Deserts & Xeric Shrublands",10.0405,686.3561,"Artemisia tournefortiana"
11438,"Armenia",44.938233,40.293585,"Temperate Broadleaf & Mixed Forests",6.33603,512.92381,"Artemisia tournefortiana"
12075,"Turkey excl. East Agean Islands",35.176624,39.059963,"Temperate Broadleaf & Mixed Forests",10.67716,594.88809,"Artemisia tournefortiana"
12076,"Asiatic Turkey excl. East Agean Islands",35.433273,38.988182,"Temperate Broadleaf & Mixed Forests",10.58973,593.7723,"Artemisia tournefortiana"
12587,"Amu Darya foothills",64.655827,38.830454,"Deserts & Xeric Shrublands",16.06817,150.67013,"Artemisia tournefortiana"
12589,"Lake Balkhash area",74.411774,46.619139,"Deserts & Xeric Shrublands",5.98546,233.41005,"Artemisia tournefortiana"
12590,"Dzungaria-Tarbatagai",80.220718,45.614954,"Temperate Grasslands, Savannas & Shrublands",3.52915,394.84082,"Artemisia tournefortiana"
12591,"Kara-Kum",59.094469,39.376043,"Deserts & Xeric Shrublands",15.65065,146.18149,"Artemisia tournefortiana"
12593,"Montane Turkmenistan",59.854835,36.995992,"Deserts & Xeric Shrublands",16.07434,284.03733,"Artemisia tournefortiana"
12594,"Pamir-Alai",69.997683,38.986712,"Temperate Grasslands, Savannas & Shrublands",5.82074,429.34986,"Artemisia tournefortiana"
12595,"Syr Darya foothills",69.70792,41.411158,"Temperate Grasslands, Savannas & Shrublands",12.58042,332.2798,"Artemisia tournefortiana"
12596,"Tien Shan",75.260947,42.471694,"Temperate Grasslands, Savannas & Shrublands",3.10572,413.11063,"Artemisia tournefortiana"
12623,"Southern Transcaucasia",45.129903,39.975463,"Temperate Grasslands, Savannas & Shrublands",6.82375,476.56415,"Artemisia tournefortiana"
10608,"Bulgaria",25.231377,42.761353,"Temperate Broadleaf & Mixed Forests",10.53092,591.27509,"Asperula capitata"
10839,"Romania",24.969182,45.843598,"Temperate Broadleaf & Mixed Forests",8.91569,615.01754,"Asperula capitata"
148,"Tenerife",-16.55631,28.291062,"Mediterranean Forests, Woodlands & Scrub",16.05838,357.91311,"Asplenium scolopendrium"
200,"Ireland incl. North Ireland",-7.895663,53.426558,"Temperate Broadleaf & Mixed Forests",9.51166,1244.61039,"Asplenium scolopendrium"
717,"Guernsey",-2.579465,49.456382,"Temperate Broadleaf & Mixed Forests",11.31998,867.86585,"Asplenium scolopendrium"
718,"Alderney",-2.198949,49.715831,"Temperate Broadleaf & Mixed Forests",11.20116,864.06696,"Asplenium scolopendrium"
720,"Herm",-2.449571,49.472576,"Temperate Broadleaf & Mixed Forests",11.29827,844.93438,"Asplenium scolopendrium"
729,"Isle of Man",-4.537848,54.228407,"Temperate Broadleaf & Mixed Forests",9.00411,998.96069,"Asplenium scolopendrium"
732,"Channel Islands",-2.29128,49.32686,"Temperate Broadleaf & Mixed Forests",11.40967,851.72599,"Asplenium scolopendrium"
739,"Sardinia",9.036224,40.090224,"Mediterranean Forests, Woodlands & Scrub",15.19299,624.20874,"Asplenium scolopendrium"
1085,"Hokkaido",142.562424,43.381279,"Temperate Conifer Forests",5.66432,1165.65029,"Asplenium scolopendrium"
1086,"Honshu",137.977928,36.652266,"Temperate Broadleaf & Mixed Forests",11.48297,1655.01522,"Asplenium scolopendrium"
1096,"Kyushu",130.867657,32.64945,"Temperate Broadleaf & Mixed Forests",14.81805,2262.14202,"Asplenium scolopendrium"
1314,"Ionian Islands",20.427794,38.616121,"Mediterranean Forests, Woodlands & Scrub",15.81561,965.64209,"Asplenium scolopendrium"
1373,"Crete",24.84525,35.230426,"Mediterranean Forests, Woodlands & Scrub",16.35828,714.83731,"Asplenium scolopendrium"
1387,"Evvia",23.791289,38.556352,"Mediterranean Forests, Woodlands & Scrub",15.42553,512.04537,"Asplenium scolopendrium"
10056,"Switzerland",8.234912,46.802802,"Temperate Conifer Forests",5.31445,1251.33546,"Asplenium scolopendrium"
10072,"Portugal mainland",-7.963009,39.68612,"Mediterranean Forests, Woodlands & Scrub",14.94751,901.44156,"Asplenium scolopendrium"
10104,"Haute-Garonne, France",1.162563,43.366501,"Temperate Broadleaf & Mixed Forests",12.30159,879.9702,"Asplenium scolopendrium"
10429,"Israel",35.023004,31.474278,"Deserts & Xeric Shrublands",19.51018,305.96063,"Asplenium scolopendrium"
10558,"Central America",-86.043803,13.211618,"Tropical & Subtropical Moist Broadleaf Forests",24.17945,2206.88518,"Asplenium scolopendrium"
10571,"Alabama",-86.829068,32.793899,"Temperate Grasslands, Savannas & Shrublands",17.0826,1458.61076,"Asplenium scolopendrium"
10589,"Austria incl. Liechtenstein",14.130495,47.592048,"Temperate Conifer Forests",6.2733,1068.19956,"Asplenium scolopendrium"
10590,"Azores",-27.283761,38.348021,"Temperate Broadleaf & Mixed Forests",16.90047,1222.62452,"Asplenium scolopendrium"
10608,"Bulgaria",25.231377,42.761353,"Temperate Broadleaf & Mixed Forests",10.53092,591.27509,"Asplenium scolopendrium"
10657,"Denmark",10.050814,55.962318,"Temperate Broadleaf & Mixed Forests",8.12468,704.53781,"Asplenium scolopendrium"
10675,"France incl. Channel Islands and Monaco excl. Corse",2.44973,46.632353,"Temperate Broadleaf & Mixed Forests",10.70229,849.89313,"Asplenium scolopendrium"
10681,"Germany",10.39233,51.110152,"Temperate Broadleaf & Mixed Forests",8.57657,779.48554,"Asplenium scolopendrium"
10688,"Greece excl. Crete and East Aegean",22.674575,39.367238,"Mediterranean Forests, Woodlands & Scrub",13.49893,661.61636,"Asplenium scolopendrium"
10698,"Hungary",19.413515,47.166517,"Temperate Broadleaf & Mixed Forests",10.22721,568.13066,"Asplenium scolopendrium"
10761,"Morocco",-6.317546,31.884132,"Mediterranean Forests, Woodlands & Scrub",17.14373,296.4395,"Asplenium scolopendrium"
10767,"Maryland",-76.79724,39.046794,"Temperate Grasslands, Savannas & Shrublands",12.47046,1085.61675,"Asplenium scolopendrium"
10960,"Czech Republic",15.332125,49.73913,"Temperate Broadleaf & Mixed Forests",7.58212,650.58436,"Asplenium scolopendrium"
11030,"Piemonte Province, Italy",7.92638,45.061542,"Temperate Conifer Forests",9.42264,899.9612,"Asplenium scolopendrium"
11031,"Lombardia Province, Italy",9.770565,45.619968,"Temperate Conifer Forests",9.82093,882.33783,"Asplenium scolopendrium"
11033,"Veneto Province, Italy",11.845799,45.661798,"Temperate Broadleaf & Mixed Forests",11.00603,866.04869,"Asplenium scolopendrium"
11035,"Liguria Province, Italy",8.705216,44.264332,"Mediterranean Forests, Woodlands & Scrub",11.95642,1149.42625,"Asplenium scolopendrium"
11042,"Molise Province, Italy",14.595773,41.684906,"Mediterranean Forests, Woodlands & Scrub",12.83635,592.86306,"Asplenium scolopendrium"
11058,"Baden-Württemberg, Germany",9.051441,48.541892,"Temperate Broadleaf & Mixed Forests",8.40511,979.93949,"Asplenium scolopendrium"
11059,"Saarland, Germany",6.957208,49.391159,"Temperate Broadleaf & Mixed Forests",8.93738,952.66525,"Asplenium scolopendrium"
11092,"Oberöstereich, Austria",13.953051,48.133615,"Temperate Broadleaf & Mixed Forests",7.52083,1064.05843,"Asplenium scolopendrium"
11093,"Steiermark, Austria",15.001078,47.264737,"Temperate Conifer Forests",6.07332,1152.42298,"Asplenium scolopendrium"
11095,"Salzburg, Austria",13.07102,47.385395,"Temperate Conifer Forests",4.22503,1378.77862,"Asplenium scolopendrium"
11476,"Moldova",28.472102,47.201676,"Temperate Broadleaf & Mixed Forests",9.1827,552.40249,"Asplenium scolopendrium"
11478,"Montenegro",19.237101,42.777376,"Temperate Broadleaf & Mixed Forests",8.4318,1188.21386,"Asplenium scolopendrium"
11491,"Syria",38.532432,35.028042,"Temperate Grasslands, Savannas & Shrublands",18.14664,250.03642,"Asplenium scolopendrium"
11506,"Slovakia",19.48351,48.709455,"Temperate Broadleaf & Mixed Forests",7.73904,735.89326,"Asplenium scolopendrium"
11507,"Slovenia",14.818101,46.124459,"Temperate Broadleaf & Mixed Forests",8.63079,1430.26869,"Asplenium scolopendrium"
12064,"Austria",14.141108,47.588083,"Temperate Conifer Forests",6.26796,1067.96298,"Asplenium scolopendrium"
12117,"Corfu",19.847571,39.633964,"Mediterranean Forests, Woodlands & Scrub",16.05401,1079.75425,"Asplenium scolopendrium"
12120,"Lefkada",20.647712,38.707985,"Mediterranean Forests, Woodlands & Scrub",15.22572,935.38367,"Asplenium scolopendrium"
12500,"Nishino-shima",133.015719,36.096525,"Temperate Broadleaf & Mixed Forests",13.70287,1655.04455,"Asplenium scolopendrium"
10056,"Switzerland",8.234912,46.802802,"Temperate Conifer Forests",5.31445,1251.33546,"Astragalus centroalpinus"
10606,"British Columbia",-124.756963,54.754071,"Temperate Conifer Forests",1.2523,918.45046,"Astragalus falcatus"
10744,"Manitoba",-97.430058,54.926489,"Boreal Forests/Taiga",-2.42115,488.65043,"Astragalus falcatus"
10784,"North Caucasus",42.862178,44.343803,"Temperate Grasslands, Savannas & Shrublands",9.18234,630.01008,"Astragalus falcatus"
10839,"Romania",24.969182,45.843598,"Temperate Broadleaf & Mixed Forests",8.91569,615.01754,"Astragalus falcatus"
10840,"Central European Russia",39.802457,54.883738,"Temperate Broadleaf & Mixed Forests",4.61794,588.82792,"Astragalus falcatus"
10841,"East European Russia",53.730739,56.123319,"Temperate Broadleaf & Mixed Forests",2.50073,545.17008,"Astragalus falcatus"
10843,"South European Russia",44.674693,48.917798,"Temperate Grasslands, Savannas & Shrublands",7.86402,397.1174,"Astragalus falcatus"
11438,"Armenia",44.938233,40.293585,"Temperate Broadleaf & Mixed Forests",6.33603,512.92381,"Astragalus falcatus"
11439,"Azerbaijan",47.529253,40.287744,"Deserts & Xeric Shrublands",11.93142,456.86451,"Astragalus falcatus"
11460,"Georgia",43.519303,42.176975,"Temperate Broadleaf & Mixed Forests",7.94864,1089.81136,"Astragalus falcatus"
11930,"Nakhichevanskii",45.524206,39.34076,"Temperate Grasslands, Savannas & Shrublands",9.52046,358.7941,"Astragalus falcatus"
12061,"Azerbaijan excl. Nakhichevan",47.661482,40.352398,"Deserts & Xeric Shrublands",12.04881,464.51819,"Astragalus falcatus"
12067,"Abkhazia, Georgia",41.181452,43.103756,"Temperate Broadleaf & Mixed Forests",7.79838,1553.67115,"Astragalus falcatus"
12069,"Georgia excl. Abkhazia and Ajaria",43.949078,42.059934,"Temperate Broadleaf & Mixed Forests",7.94296,1000.11133,"Astragalus falcatus"
12075,"Turkey excl. East Agean Islands",35.176624,39.059963,"Temperate Broadleaf & Mixed Forests",10.67716,594.88809,"Astragalus falcatus"
12076,"Asiatic Turkey excl. East Agean Islands",35.433273,38.988182,"Temperate Broadleaf & Mixed Forests",10.58973,593.7723,"Astragalus falcatus"
12610,"Lower Don",42.311831,47.861617,"Temperate Grasslands, Savannas & Shrublands",8.55646,469.33664,"Astragalus falcatus"
12618,"Volga-Don",42.645054,53.286842,"Temperate Broadleaf & Mixed Forests",5.0499,537.12551,"Astragalus falcatus"
12619,"Volga-Kama",52.547256,57.607356,"Boreal Forests/Taiga",2.00941,597.59461,"Astragalus falcatus"
12620,"Ciscaucasia",43.033995,43.466891,"Temperate Broadleaf & Mixed Forests",6.62339,872.16254,"Astragalus falcatus"
12621,"Dagestan",47.755714,42.214722,"Temperate Broadleaf & Mixed Forests",9.7683,465.41915,"Astragalus falcatus"
12622,"Eastern Transcaucasia",46.70459,40.877785,"Deserts & Xeric Shrublands",10.51786,543.82391,"Astragalus falcatus"
12623,"Southern Transcaucasia",45.129903,39.975463,"Temperate Grasslands, Savannas & Shrublands",6.82375,476.56415,"Astragalus falcatus"
10726,"Krym",34.32481,45.274825,"Temperate Grasslands, Savannas & Shrublands",10.89289,471.53643,"Astragalus fragrans"
10784,"North Caucasus",42.862178,44.343803,"Temperate Grasslands, Savannas & Shrublands",9.18234,630.01008,"Astragalus fragrans"
11438,"Armenia",44.938233,40.293585,"Temperate Broadleaf & Mixed Forests",6.33603,512.92381,"Astragalus fragrans"
11439,"Azerbaijan",47.529253,40.287744,"Deserts & Xeric Shrublands",11.93142,456.86451,"Astragalus fragrans"
11460,"Georgia",43.519303,42.176975,"Temperate Broadleaf & Mixed Forests",7.94864,1089.81136,"Astragalus fragrans"
11930,"Nakhichevanskii",45.524206,39.34076,"Temperate Grasslands, Savannas & Shrublands",9.52046,358.7941,"Astragalus fragrans"
12061,"Azerbaijan excl. Nakhichevan",47.661482,40.352398,"Deserts & Xeric Shrublands",12.04881,464.51819,"Astragalus fragrans"
12069,"Georgia excl. Abkhazia and Ajaria",43.949078,42.059934,"Temperate Broadleaf & Mixed Forests",7.94296,1000.11133,"Astragalus fragrans"
12075,"Turkey excl. East Agean Islands",35.176624,39.059963,"Temperate Broadleaf & Mixed Forests",10.67716,594.88809,"Astragalus fragrans"
12076,"Asiatic Turkey excl. East Agean Islands",35.433273,38.988182,"Temperate Broadleaf & Mixed Forests",10.58973,593.7723,"Astragalus fragrans"
12620,"Ciscaucasia",43.033995,43.466891,"Temperate Broadleaf & Mixed Forests",6.62339,872.16254,"Astragalus fragrans"
12622,"Eastern Transcaucasia",46.70459,40.877785,"Deserts & Xeric Shrublands",10.51786,543.82391,"Astragalus fragrans"
12623,"Southern Transcaucasia",45.129903,39.975463,"Temperate Grasslands, Savannas & Shrublands",6.82375,476.56415,"Astragalus fragrans"
12624,"Talysh",48.558278,38.931184,"Temperate Broadleaf & Mixed Forests",12.68313,602.24763,"Astragalus fragrans"
