species;mean_wc2.0_bio_30s_01;mean_wc2.0_bio_30s_12;mean_MODCF_meanannual;mean_pet_he_yr;mean_ai_yr;mean_mn30_grd_slope;mean_mn30_grd;mean_3DGlobalVeg_L3C;mean_CHELSA_NFD
Basella alba;21.6127943975904;1517.39411277108;63.5245144578313;1440.46782073171;1.08426152439024;0.049195843373494;585.159338855422;12.0245615662651;13.8550626506024
Basella alba;21.6127943975904;1517.39411277108;63.5245144578313;1440.46782073171;1.08426152439024;0.049195843373494;585.159338855422;12.0245615662651;13.8550626506024
Bassia scoparia;10.243308879056;701.261933067847;54.4149442772861;1002.08399337278;0.787150414201183;0.0511302064896755;725.417554365782;8.51999085545723;96.652221740413
Bauhinia acuminata;23.4812430357143;1876.05666839286;61.5799178947368;1503.75035964912;1.29456333333333;0.0468582456140351;405.441059298246;10.8132622807018;6.42330666666667
Beaucarnea recurvata;23.5300027272727;1532.50840272727;60.9359572727273;1595.39251818182;1.02294090909091;0.0513027272727273;540.681479090909;8.46327727272727;0.472122727272727
Beckmannia syzigachne;5.31262747368421;790.911631631579;59.2178743157895;798.312653174603;1.09748894179894;0.0540182105263158;764.282540157895;8.88567473684211;149.413475263158
Begonia amphioxus;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Begonia foliosa;19.71475;1933.43363647059;79.0789582352941;1415.34071529412;1.42142970588235;0.0999508823529412;1276.09315529412;19.0916073529412;2.05408058823529
Begonia foliosa;19.71475;1933.43363647059;79.0789582352941;1415.34071529412;1.42142970588235;0.0999508823529412;1276.09315529412;19.0916073529412;2.05408058823529
Begonia goegoensis;24.69972;2417.44508;72.87614;1629.79755;1.56241;0.04335;321.72413;13.56305;0
Begonia grandis;13.6949682857143;1124.96974971429;65.0308488571429;1048.80791657143;1.07282914285714;0.073622;782.313202;10.7307288571429;61.953944
Begonia heracleifolia;21.5833085185185;1489.31119333333;58.2457114814815;1603.07010481481;0.981994444444445;0.0641537037037037;891.038421481481;14.4304781481481;4.24015259259259
Begonia hybrida;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Begonia masoniana;20.9790955555556;1860.39261222222;74.5562222222222;1391.00034;janv.98;0.06355;795.95411;13.6977311111111;2.89393444444444
Begonia mazae;22.55625;1466.09485666667;55.1301433333333;1661.123;0.90691;0.05356;694.541546666667;12.6641933333333;1.18795666666667
Begonia metallica;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Begonia microsperma;24.879425;1615.19074;70.5336625;1685.28887;1.0297025;0.018795;466.0632575;22.089405;0
Begonia obliqua;24.7925888888889;1721.70778666667;64.1656211111111;1447.57392666667;1.41973111111111;0.0725277777777778;390.723121111111;14.4584122222222;0.121713333333333
Begonia rex-cultorum;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Begonia rex-cultorum;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Begonia rex-cultorum;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Begonia sanguinea;19.1472375;1525.0429425;63.8683975;1382.10333;1.2139725;0.0433475;410.35598;13.7911425;17.43775
Begonia semperflorens;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Begonia ulmifolia;24.0227016;1622.9658892;66.497526;1497.4886288;1.1452904;0.0458228;356.3725632;14.9450816;0.0036536
Begonia vitifolia;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Belamcanda chinensis;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Bellevalia romana;13.0756573529412;765.008282352941;54.1768144117647;964.918950588235;0.865020294117647;0.0799585294117647;485.630133529412;8.98011882352941;33.3082894117647
Bellis perennis;10.2886767484663;928.531889693252;61.0619539143731;885.526678615385;1.17291916923077;0.0648977981651376;580.539142568807;9.82515452599388;75.3574609509202
Bellis perennis;10.2886767484663;928.531889693252;61.0619539143731;885.526678615385;1.17291916923077;0.0648977981651376;580.539142568807;9.82515452599388;75.3574609509202
Bellis perennis;10.2886767484663;928.531889693252;61.0619539143731;885.526678615385;1.17291916923077;0.0648977981651376;580.539142568807;9.82515452599388;75.3574609509202
Bellium bellidioides;15.278655;679.0568875;51.7410158333333;921.270545;0.8044575;0.0500225;182.23477;4.56565416666667;7.14762166666667
Berberis buxifolia;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Berberis candidula;8.21011333333333;761.915925;67.4781166666667;813.66058;0.956796666666667;0.0513883333333333;880.086081666667;8.85509166666667;112.888458333333
Berberis vulgaris;8.91603915492958;846.283315821596;62.763020744186;848.237587009346;1.06221331775701;0.0544821860465116;512.936653116279;11.174152372093;99.9619055348837
Berberis stenophylla;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Berberis vulgaris;8.91603915492958;846.283315821596;62.763020744186;848.237587009346;1.06221331775701;0.0544821860465116;512.936653116279;11.174152372093;99.9619055348837
Berberis vulgaris;8.91603915492958;846.283315821596;62.763020744186;848.237587009346;1.06221331775701;0.0544821860465116;512.936653116279;11.174152372093;99.9619055348837
Berberis wallichiana;15.4445313333333;1605.97742;65.3416806666667;1226.122866;1.28277866666667;0.134466;1753.233206;14.9595386666667;67.758296
Bergenia crassifolia;6.12016516666667;744.689006166667;62.9101261666667;748.2833795;1.01793816666667;0.0638075;690.325511;9.9434625;122.526436333333
Bergenia crassifolia;6.12016516666667;744.689006166667;62.9101261666667;748.2833795;1.01793816666667;0.0638075;690.325511;9.9434625;122.526436333333
Berteroa incana;7.27581422885572;754.800858756219;62.2857581094527;810.996902835821;1.00533507462687;0.0503421890547264;570.624047412935;10.8592590049751;124.372628955224
Achimenes erecta;21.9145080952381;1679.87649;63.3042447619048;1553.62886761905;1.1393;0.0715780952380952;853.289786190476;16.27286;3.50204333333333
Beta vulgaris;14.0159950684932;856.948927808219;54.5613526385224;1080.57443110497;0.873316546961326;0.0587099736147757;622.436835461741;7.53353044854881;47.3432507161804
Beta vulgaris;14.0159950684932;856.948927808219;54.5613526385224;1080.57443110497;0.873316546961326;0.0587099736147757;622.436835461741;7.53353044854881;47.3432507161804
Beta vulgaris;14.0159950684932;856.948927808219;54.5613526385224;1080.57443110497;0.873316546961326;0.0587099736147757;622.436835461741;7.53353044854881;47.3432507161804
Beta vulgaris;14.0159950684932;856.948927808219;54.5613526385224;1080.57443110497;0.873316546961326;0.0587099736147757;622.436835461741;7.53353044854881;47.3432507161804
Beta vulgaris;14.0159950684932;856.948927808219;54.5613526385224;1080.57443110497;0.873316546961326;0.0587099736147757;622.436835461741;7.53353044854881;47.3432507161804
Beta vulgaris;14.0159950684932;856.948927808219;54.5613526385224;1080.57443110497;0.873316546961326;0.0587099736147757;622.436835461741;7.53353044854881;47.3432507161804
Beta vulgaris;14.0159950684932;856.948927808219;54.5613526385224;1080.57443110497;0.873316546961326;0.0587099736147757;622.436835461741;7.53353044854881;47.3432507161804
Betula alleghaniensis;8.38181557692308;1049.12372019231;62.8404143859649;923.405533018868;1.21144301886792;0.0235259649122807;248.76107;12.5535863157895;116.122035964912
