"species","temperature","precipitation","uid","parent_uid","genus","rank","sourceinfo","uniqname","flags","...8","family","unique_name.family","ott_id.family","name.order","unique_name.order","ott_id.order","name.no.rank","unique_name.no.rank","ott_id.no.rank","name.class","unique_name.class","ott_id.class","name.phylum","unique_name.phylum","ott_id.phylum","name.kingdom","unique_name.kingdom","ott_id.kingdom","name.domain","unique_name.domain","ott_id.domain","name.subfamily","unique_name.subfamily","ott_id.subfamily","name.suborder","unique_name.suborder","ott_id.suborder","name.tribe","unique_name.tribe","ott_id.tribe","name.subtribe","unique_name.subtribe","ott_id.subtribe","name.superorder","unique_name.superorder","ott_id.superorder","name.subclass","unique_name.subclass","ott_id.subclass","garden","pres","code_garden"
"Verbena macdougalii",11.1888664285714,40.8138543571429,1072516,1081020,"Verbena","genus","study713:99,ncbi:22002,gbif:2925470,irmng:1339344,irmng:1064523,irmng:1080407,irmng:1079471",NA,NA,NA,"Verbenaceae","Verbenaceae",1081077,"Lamiales","Lamiales",23736,"higher_core_Lamiales","higher_core_Lamiales",5264061,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Verbeneae","Verbeneae",1081020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Verbena officinalis",5.69491354505494,111.093774588367,1072516,1081020,"Verbena","genus","study713:99,ncbi:22002,gbif:2925470,irmng:1339344,irmng:1064523,irmng:1080407,irmng:1079471",NA,NA,NA,"Verbenaceae","Verbenaceae",1081077,"Lamiales","Lamiales",23736,"higher_core_Lamiales","higher_core_Lamiales",5264061,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Verbeneae","Verbeneae",1081020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_ge_la_ne_pr"
"Verbena rigida",17.5479714754098,109.52614868254,1072516,1081020,"Verbena","genus","study713:99,ncbi:22002,gbif:2925470,irmng:1339344,irmng:1064523,irmng:1080407,irmng:1079471",NA,NA,NA,"Verbenaceae","Verbenaceae",1081077,"Lamiales","Lamiales",23736,"higher_core_Lamiales","higher_core_Lamiales",5264061,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Verbeneae","Verbeneae",1081020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_pr"
"Verbena stricta",9.6825675,85.4078184090909,1072516,1081020,"Verbena","genus","study713:99,ncbi:22002,gbif:2925470,irmng:1339344,irmng:1064523,irmng:1080407,irmng:1079471",NA,NA,NA,"Verbenaceae","Verbenaceae",1081077,"Lamiales","Lamiales",23736,"higher_core_Lamiales","higher_core_Lamiales",5264061,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Verbeneae","Verbeneae",1081020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Verbena urticifolia",10.6548536,103.79351062,1072516,1081020,"Verbena","genus","study713:99,ncbi:22002,gbif:2925470,irmng:1339344,irmng:1064523,irmng:1080407,irmng:1079471",NA,NA,NA,"Verbenaceae","Verbenaceae",1081077,"Lamiales","Lamiales",23736,"higher_core_Lamiales","higher_core_Lamiales",5264061,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Verbeneae","Verbeneae",1081020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Verbesina alternifolia",12.1294186842105,108.655200184211,995430,557772,"Verbesina","genus","ncbi:41660,gbif:3147795,irmng:1382679,irmng:1309537,irmng:1120660,irmng:1312178,irmng:1363810,irmng:1116145,irmng:1066498,irmng:1090196,irmng:1073731",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"Heliantheae alliance","Heliantheae alliance",757761,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Asteroideae","Asteroideae",1084160,NA,NA,NA,"Heliantheae","Heliantheae",557772,NA,NA,NA,"campanulids","campanulids",596121,NA,NA,NA,"pr",1,"pr"
"Verbesina helianthoides",13.9755185,117.98276355,995430,557772,"Verbesina","genus","ncbi:41660,gbif:3147795,irmng:1382679,irmng:1309537,irmng:1120660,irmng:1312178,irmng:1363810,irmng:1116145,irmng:1066498,irmng:1090196,irmng:1073731",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"Heliantheae alliance","Heliantheae alliance",757761,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Asteroideae","Asteroideae",1084160,NA,NA,NA,"Heliantheae","Heliantheae",557772,NA,NA,NA,"campanulids","campanulids",596121,NA,NA,NA,"pr",1,"pr"
"Verbesina virginica",14.6838821875,114.410642875,995430,557772,"Verbesina","genus","ncbi:41660,gbif:3147795,irmng:1382679,irmng:1309537,irmng:1120660,irmng:1312178,irmng:1363810,irmng:1116145,irmng:1066498,irmng:1090196,irmng:1073731",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"Heliantheae alliance","Heliantheae alliance",757761,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Asteroideae","Asteroideae",1084160,NA,NA,NA,"Heliantheae","Heliantheae",557772,NA,NA,NA,"campanulids","campanulids",596121,NA,NA,NA,"pr",1,"pr"
"Verhuellia lunaria",24.6296666666667,137.426347666667,46835,1022519,"Verhuellia","genus","ncbi:447312,gbif:7306087,irmng:1307203",NA,NA,NA,"Piperaceae","Piperaceae",1022519,"Piperales","Piperales",1022514,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Vernonia arkansana",9.786355,93.2781313,295609,769433,"Vernonia","genus","ncbi:13753,gbif:3123781,irmng:1073371,irmng:1322387,irmng:1109245,irmng:1353037",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"asterids","asterids",1008294,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Cichorioideae","Cichorioideae",578390,NA,NA,NA,"Vernonieae","Vernonieae",557762,"Vernoniinae","Vernoniinae",769433,"campanulids","campanulids",596121,NA,NA,NA,"ge",1,"ge_pr"
"Vernonia baldwinii",11.15554875,85.480479625,295609,769433,"Vernonia","genus","ncbi:13753,gbif:3123781,irmng:1073371,irmng:1322387,irmng:1109245,irmng:1353037",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"asterids","asterids",1008294,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Cichorioideae","Cichorioideae",578390,NA,NA,NA,"Vernonieae","Vernonieae",557762,"Vernoniinae","Vernoniinae",769433,"campanulids","campanulids",596121,NA,NA,NA,"pr",1,"pr"
"Vernonia fasciculata",9.11701,81.1023024347826,295609,769433,"Vernonia","genus","ncbi:13753,gbif:3123781,irmng:1073371,irmng:1322387,irmng:1109245,irmng:1353037",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"asterids","asterids",1008294,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Cichorioideae","Cichorioideae",578390,NA,NA,NA,"Vernonieae","Vernonieae",557762,"Vernoniinae","Vernoniinae",769433,"campanulids","campanulids",596121,NA,NA,NA,"pr",1,"pr"
"Vernonia gigantea",12.4388890322581,111.627104096774,295609,769433,"Vernonia","genus","ncbi:13753,gbif:3123781,irmng:1073371,irmng:1322387,irmng:1109245,irmng:1353037",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"asterids","asterids",1008294,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Cichorioideae","Cichorioideae",578390,NA,NA,NA,"Vernonieae","Vernonieae",557762,"Vernoniinae","Vernoniinae",769433,"campanulids","campanulids",596121,NA,NA,NA,"ge",1,"ge_pr"
"Vernonia missurica",12.6414747619048,103.607350952381,295609,769433,"Vernonia","genus","ncbi:13753,gbif:3123781,irmng:1073371,irmng:1322387,irmng:1109245,irmng:1353037",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"asterids","asterids",1008294,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Cichorioideae","Cichorioideae",578390,NA,NA,NA,"Vernonieae","Vernonieae",557762,"Vernoniinae","Vernoniinae",769433,"campanulids","campanulids",596121,NA,NA,NA,"ge",1,"ge_pr"
"Vernonia noveboracensis",11.87415625,116.019757,295609,769433,"Vernonia","genus","ncbi:13753,gbif:3123781,irmng:1073371,irmng:1322387,irmng:1109245,irmng:1353037",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"asterids","asterids",1008294,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Cichorioideae","Cichorioideae",578390,NA,NA,NA,"Vernonieae","Vernonieae",557762,"Vernoniinae","Vernoniinae",769433,"campanulids","campanulids",596121,NA,NA,NA,"fr",1,"fr_pr"
"Vernonia platylepis",23.233585,163.5398605,295609,769433,"Vernonia","genus","ncbi:13753,gbif:3123781,irmng:1073371,irmng:1322387,irmng:1109245,irmng:1353037",NA,NA,NA,"Asteraceae","Asteraceae",46248,"Asterales","Asterales",1042120,"asterids","asterids",1008294,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Cichorioideae","Cichorioideae",578390,NA,NA,NA,"Vernonieae","Vernonieae",557762,"Vernoniinae","Vernoniinae",769433,"campanulids","campanulids",596121,NA,NA,NA,"lo",1,"lo"
"Veronica allionii",9.79332375,94.941012625,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ch_ge"
"Veronica alpina",4.9139504,84.56686474,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Veronica anagallis-aquatica",10.4789074,72.6970351,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Veronica anagalloides",9.8643408,57.68866878,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Veronica aphylla",9.34914102040816,90.8670318344371,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_ge_la"
"Veronica armena",8.988906,54.4394452,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la",1,"ch_ge_la_pr"
"Veronica arvensis",9.73481043478261,71.7467240652174,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la",1,"la"
"Veronica austriaca",9.00935763285024,76.849424483871,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ne",1,"ch_ge_la_ne_pr"
"Veronica bachofenii",9.225932,72.5399084,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Veronica barrelieri",10.3314292307692,71.5531124358974,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Veronica beccabunga",5.82133189962825,85.9748367732342,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_ge_pr"
"Veronica bellidioides",8.41985052631579,90.7594886842105,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la",1,"ge_la_pr"
"Veronica bollonsii",13.91598,168.9422164,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Veronica brachysiphon",10.397215,171.062726,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Veronica caespitosa",13.6222,57.007669,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la",1,"la"
"Veronica cana",11.6864942105263,141.641195894737,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr"
"Veronica caucasica",8.87168666666667,79.0741881666667,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ch",1,"ch"
"Veronica chamaedrys",8.00148619926199,82.1257872034483,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"ch_fr_ge"
"Veronica cinerea",14.527088,50.6068636,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Veronica cuneifolia",10.633445,59.4330195,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Veronica fruticans",6.50589757961783,88.9818562160494,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"ch_fr_ge_la"
"Veronica fruticulosa",8.48177273809524,96.1327896304348,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"ch_fr_ge_ne"
"Veronica gentianoides",6.24310113043478,78.9592377391304,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"ch_fr_ge_la_ne_pr"
"Veronica hulkeana",10.397215,171.062726,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Veronica idahoensis",0.712225,51.5121255,507032,705593,"Veronica","genus","ncbi:4173,worms:993896,gbif:3172047,irmng:1381293,irmng:1073912,irmng:1282418,irmng:1364735,irmng:1057809",NA,NA,NA,"Plantaginaceae","Plantaginaceae",1041309,"Lamiales","Lamiales",23736,"Core_Lamiales","Core_Lamiales",5263556,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,"Veroniceae","Veroniceae",705593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
